,price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
117,710000,planta 4,exterior,2,87.0,1,0,Justicia,centro
118,3195000,planta 3,exterior,6,460.0,1,1,Goya,salamanca
119,780000,planta 7,interior,2,102.0,1,1,Lista,salamanca
120,1495000,planta 6,exterior,3,170.0,1,0,El Viso,chamartin
121,335000,planta 1,interior,3,79.0,1,0,Peñagrande,fuencarral
122,590000,planta 2,exterior,1,75.0,1,1,Argüelles,moncloa
123,439000,planta 4,exterior,4,108.0,1,0,Los Cármenes,latina
124,795000,planta 5,exterior,3,128.0,1,0,Fuente del Berro,salamanca
125,620000,entreplanta,interior,2,98.0,1,0,Lista,salamanca
127,2850000,planta 7,exterior,3,230.0,1,1,Recoletos,salamanca
128,169900,planta 2,interior,2,57.0,1,0,Canillejas,san-blas
129,449000,planta 10,exterior,3,91.0,1,0,La Paz,fuencarral
131,1373000,planta 3,exterior,2,300.0,1,0,Universidad,centro
132,1189000,planta 5,exterior,4,164.0,1,0,Sol,centro
134,550000,planta 2,exterior,2,88.0,1,1,Palomas,hortaleza
136,435000,planta 5,interior,2,66.0,1,0,Prosperidad,chamartin
137,420000,planta 7,exterior,2,80.0,1,0,Berruguete,tetuan
138,1600000,planta 2,exterior,4,213.0,1,0,Argüelles,moncloa
139,1200000,bajo,exterior,3,180.0,1,0,Ibiza,retiro
140,830000,planta 6,exterior,2,83.0,1,0,Ríos Rosas,chamberi
141,2600000,planta 3,exterior,4,383.0,1,0,Nueva España,chamartin
142,930000,planta 2,exterior,2,120.0,1,0,Almagro,chamberi
143,380000,planta 4,exterior,1,40.0,1,1,Prosperidad,chamartin
144,1700000,planta 6,exterior,4,350.0,1,1,Bellas Vistas,tetuan
145,830000,planta 7,exterior,4,155.0,1,1,Jerónimos,Jerónimos
146,1175000,planta 7,exterior,4,171.0,1,0,Palacio,centro
147,1200000,planta 2,exterior,2,124.0,1,0,Jerónimos,Jerónimos
149,1540000,planta 1,exterior,5,330.0,1,0,Trafalgar,chamberi
151,320000,bajo,interior,1,59.0,1,0,Trafalgar,chamberi
152,580000,bajo,exterior,1,69.0,1,1,Piovera,hortaleza
153,999000,planta 5,exterior,3,223.0,1,1,Fuentelarreina,fuencarral
154,1450000,planta 2,exterior,5,340.0,1,1,Valdemarín,moncloa
155,950000,planta 3,exterior,5,205.0,1,1,Fuentelarreina,fuencarral
156,1275000,planta 5,exterior,5,305.0,1,1,Fuentelarreina,fuencarral
157,299000,bajo,exterior,1,43.0,1,0,Castilla,chamartin
159,1249000,planta 1,exterior,4,234.0,1,1,Valdemarín,moncloa
160,1100000,planta 9,exterior,2,133.0,1,0,Palacio,centro
161,765000,planta 4,exterior,2,109.0,1,1,Mirasierra,fuencarral
162,1200000,planta 2,exterior,4,248.0,1,1,Aravaca,moncloa
163,1080000,planta 5,exterior,4,147.0,1,0,Sol,centro
164,1200000,planta 3,exterior,2,174.0,1,1,Hispanoamérica,chamartin
165,297000,planta 1,exterior,3,53.0,1,0,Legazpi,arganzuela
166,679000,planta 3,exterior,3,144.0,1,1,Mirasierra,fuencarral
167,215000,bajo,interior,2,50.0,1,0,Trafalgar,chamberi
168,850000,planta 5,exterior,2,86.0,1,0,Goya,salamanca
169,1100000,planta 1,exterior,2,150.0,1,0,Justicia,centro
170,2350000,planta 5,exterior,4,218.0,1,0,Sol,centro
171,2490000,planta 5,exterior,4,207.0,1,0,Recoletos,salamanca
172,1349000,planta 5,exterior,3,157.0,1,0,Lista,salamanca
173,950000,planta 2,exterior,5,218.0,1,1,Castilla,chamartin
175,1400000,planta 3,exterior,3,240.0,1,0,Palacio,centro
176,1299000,planta 7,exterior,3,120.0,1,0,Goya,salamanca
177,3600000,planta 3,exterior,5,379.0,1,0,Goya,salamanca
178,440000,planta 1,exterior,3,78.0,1,0,Guindalera,salamanca
179,695000,planta 4,exterior,3,137.0,1,1,Canillas,hortaleza
180,1495000,planta 2,exterior,3,138.0,1,0,Goya,salamanca
