sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,buy_price_by_area,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,energy_certificate,has_parking,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,built_year,neighbourhood,district,house_type
87.0,3,1.0,0,zero,1.0,777,1828,0,0.0,1.0,0.0,1,1,0.0,1.0,in process,1,,,,,,other,Moratalaz 12,Apartment
98.0,3,2.0,1,six,0.0,1225,3163,1,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,1970.0,Vinateros 84,Moratalaz 12,Apartment
71.0,3,1.0,0,three,0.0,777,2239,0,0.0,0.0,1.0,0,1,0.0,1.0,in process,0,0.0,0.0,1.0,0.0,,Fontarrón 81,Moratalaz 12,Apartment
58.0,3,1.0,1,three,0.0,658,2207,0,0.0,0.0,1.0,0,0,0.0,1.0,G,0,0.0,0.0,1.0,0.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
129.0,3,2.0,0,six,0.0,1496,3295,0,0.0,,,1,1,1.0,1.0,in process,1,1.0,1.0,0.0,0.0,,Marroquina 82,Moratalaz 12,Apartment
100.0,3,1.0,0,two,0.0,1439,4000,0,0.0,0.0,1.0,1,1,0.0,1.0,not indicated,1,0.0,0.0,1.0,0.0,,Vinateros 84,Moratalaz 12,Apartment
152.0,4,2.0,0,one,0.0,1335,2336,0,0.0,,,0,1,1.0,1.0,not indicated,1,,,,,,Marroquina 82,Moratalaz 12,Apartment
60.0,2,1.0,1,zero,1.0,725,2417,0,0.0,,,0,1,0.0,1.0,not indicated,0,0.0,0.0,1.0,0.0,,Fontarrón 81,Moratalaz 12,Apartment
60.0,2,1.0,0,four,0.0,777,2650,0,0.0,0.0,1.0,1,0,0.0,1.0,not indicated,0,0.0,0.0,1.0,0.0,1972.0,other,Moratalaz 12,Apartment
163.0,1,1.0,1,one,0.0,1478,2558,1,0.0,,,0,0,1.0,1.0,F,0,0.0,0.0,0.0,1.0,,other,Moratalaz 12,Apartment
50.0,2,1.0,0,one,0.0,744,3000,0,0.0,,,0,0,1.0,1.0,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
163.0,1,1.0,0,one,0.0,1478,2558,0,,,,0,0,1.0,,not indicated,0,,,,,,Media Legua 83,Moratalaz 12,Apartment
75.0,3,1.0,0,two,0.0,780,2133,0,0.0,,,0,0,0.0,1.0,G,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
78.0,3,2.0,0,one,0.0,833,2244,0,0.0,,,0,0,0.0,1.0,in process,0,,,,,,other,Moratalaz 12,Apartment
70.0,3,1.0,0,one,0.0,686,1929,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
82.0,4,4.0,0,one,0.0,901,2378,1,0.0,,,0,0,0.0,1.0,D,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
115.0,3,2.0,0,three,0.0,1161,2478,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,,Marroquina 82,Moratalaz 12,Apartment
86.0,3,2.0,0,four,0.0,1006,2663,0,0.0,1.0,0.0,0,0,0.0,1.0,in process,0,,,,,,Vinateros 84,Moratalaz 12,Apartment
94.0,3,2.0,1,five,0.0,1122,2872,1,0.0,,,0,1,1.0,1.0,in process,0,,,,,,Vinateros 84,Moratalaz 12,Apartment
102.0,2,2.0,1,seven,0.0,1213,2990,0,0.0,1.0,0.0,1,1,1.0,1.0,E,0,0.0,1.0,1.0,0.0,1967.0,Media Legua 83,Moratalaz 12,Apartment
80.0,2,1.0,1,four,0.0,1081,3188,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,0.0,0.0,1994.0,Marroquina 82,Moratalaz 12,Apartment
62.0,3,1.0,1,two,0.0,690,2193,0,0.0,,,0,0,0.0,1.0,in process,0,,,,,1960.0,Vinateros 84,Moratalaz 12,Apartment
57.0,3,1.0,0,three,0.0,762,2719,0,0.0,0.0,1.0,1,0,0.0,1.0,F,0,,,,,,other,Moratalaz 12,Apartment
43.0,2,1.0,0,zero,1.0,666,3023,0,0.0,0.0,1.0,0,1,1.0,1.0,not indicated,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
55.0,2,1.0,0,two,0.0,762,2818,0,0.0,,,0,0,1.0,1.0,in process,0,,,,,,Vinateros 84,Moratalaz 12,Apartment
62.0,3,1.0,1,four,0.0,705,2258,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,1962.0,Fontarrón 81,Moratalaz 12,Apartment
58.0,2,1.0,0,five,0.0,658,2207,0,0.0,,,1,0,0.0,1.0,not indicated,0,0.0,1.0,0.0,1.0,,Fontarrón 81,Moratalaz 12,Apartment
110.0,3,2.0,0,six,0.0,1439,3636,0,0.0,,,0,1,1.0,1.0,not indicated,1,0.0,1.0,0.0,1.0,,Media Legua 83,Moratalaz 12,Apartment
97.0,3,2.0,0,one,0.0,979,2268,1,0.0,,,0,0,1.0,1.0,in process,0,0.0,1.0,1.0,0.0,,Vinateros 84,Moratalaz 12,Apartment
93.0,3,1.0,0,six,0.0,1140,2978,0,0.0,,,1,1,1.0,1.0,not indicated,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
65.0,2,1.0,0,four,0.0,666,2000,1,0.0,0.0,1.0,1,1,0.0,1.0,in process,0,0.0,1.0,0.0,1.0,,other,Moratalaz 12,Apartment
145.0,3,2.0,0,three,0.0,780,1103,0,0.0,0.0,1.0,1,1,1.0,1.0,C,0,,,,,,Media Legua 83,Moratalaz 12,Duplex
92.0,3,2.0,0,one,0.0,1092,2815,1,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
85.0,3,1.0,0,two,0.0,1143,3271,0,0.0,0.0,1.0,1,0,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,,Vinateros 84,Moratalaz 12,Apartment
50.0,3,1.0,0,three,0.0,851,3600,0,0.0,,,0,0,1.0,1.0,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
66.0,2,1.0,0,zero,1.0,780,2423,0,0.0,0.0,1.0,0,0,1.0,1.0,in process,0,,,,,,Vinateros 84,Moratalaz 12,Apartment
95.0,3,2.0,0,one,0.0,1108,2789,0,0.0,1.0,0.0,0,1,1.0,1.0,D,0,0.0,0.0,1.0,0.0,1965.0,Marroquina 82,Moratalaz 12,Apartment
140.0,4,2.0,0,one,0.0,1416,2786,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,0.0,0.0,0.0,1.0,,Marroquina 82,Moratalaz 12,Apartment
52.0,2,1.0,1,eight,0.0,780,3077,0,,,,0,0,1.0,,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
128.0,4,2.0,1,four,0.0,1428,3086,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,,,,,1980.0,Media Legua 83,Moratalaz 12,Apartment
93.0,3,2.0,0,zero,1.0,1009,2473,1,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
45.0,2,1.0,0,eight,0.0,762,3444,1,0.0,,,0,1,1.0,1.0,G,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
93.0,3,1.0,0,zero,1.0,1135,2957,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,,,,,,Marroquina 82,Moratalaz 12,Apartment
71.0,3,1.0,0,four,0.0,798,2324,0,0.0,,,0,1,0.0,1.0,not indicated,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
70.0,4,1.0,0,three,0.0,884,2714,0,0.0,,,0,0,0.0,1.0,not indicated,1,,,,,,Fontarrón 81,Moratalaz 12,Apartment
50.0,3,2.0,0,zero,1.0,917,4000,0,0.0,,,0,1,0.0,1.0,not indicated,0,0.0,0.0,1.0,0.0,,Vinateros 84,Moratalaz 12,Apartment
92.0,3,1.0,0,two,0.0,686,1467,1,0.0,,,0,0,0.0,1.0,not indicated,0,,,,,,Vinateros 84,Moratalaz 12,Apartment
47.0,1,1.0,0,one,0.0,686,2872,0,0.0,,,0,0,0.0,1.0,not indicated,0,,,,,,other,Moratalaz 12,Apartment
75.0,2,1.0,0,zero,1.0,744,2000,0,0.0,0.0,1.0,0,0,0.0,1.0,E,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
99.0,3,2.0,1,one,0.0,1111,2687,0,0.0,1.0,0.0,1,1,1.0,1.0,D,0,,,,,1972.0,Fontarrón 81,Moratalaz 12,Apartment
95.0,3,2.0,1,one,0.0,1081,2684,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,,,,,1972.0,Marroquina 82,Moratalaz 12,Apartment
101.0,3,2.0,1,four,0.0,747,1495,1,0.0,1.0,0.0,0,1,1.0,1.0,not indicated,0,,,,,1974.0,Vinateros 84,Moratalaz 12,Apartment
71.0,3,1.0,1,zero,1.0,1009,3239,0,0.0,0.0,1.0,1,0,0.0,1.0,in process,0,0.0,0.0,0.0,1.0,1962.0,Fontarrón 81,Moratalaz 12,Apartment
101.0,3,2.0,1,seven,0.0,1148,2771,0,0.0,,,1,1,1.0,1.0,in process,1,,,,,,Vinateros 84,Moratalaz 12,Apartment
110.0,3,2.0,1,six,0.0,1439,3636,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,,Media Legua 83,Moratalaz 12,Apartment
101.0,3,2.0,1,seven,0.0,1148,2771,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,,,,,,Vinateros 84,Moratalaz 12,Apartment
87.0,4,1.0,1,three,0.0,884,2184,0,0.0,0.0,1.0,0,1,0.0,1.0,in process,0,,,,,1962.0,Fontarrón 81,Moratalaz 12,Apartment
264.0,5,3.0,0,five,0.0,2234,2841,1,0.0,,,0,1,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,1982.0,Media Legua 83,Moratalaz 12,Apartment
60.0,3,1.0,1,three,0.0,646,2083,0,0.0,0.0,1.0,0,0,0.0,1.0,G,0,0.0,0.0,1.0,1.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
90.0,3,2.0,1,six,0.0,1103,2922,0,,1.0,0.0,0,1,1.0,1.0,not indicated,0,0.0,0.0,1.0,1.0,1968.0,Marroquina 82,Moratalaz 12,Apartment
127.0,4,2.0,1,one,0.0,1330,2780,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,,,,,1969.0,Fontarrón 81,Moratalaz 12,Apartment
61.0,3,1.0,1,four,0.0,721,2361,0,,0.0,1.0,0,0,1.0,,E,0,1.0,1.0,0.0,0.0,1959.0,Media Legua 83,Moratalaz 12,Apartment
52.0,2,1.0,1,eight,0.0,762,2981,1,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,,,,,1968.0,Marroquina 82,Moratalaz 12,Apartment
72.0,3,1.0,1,one,0.0,744,2083,0,0.0,0.0,1.0,0,1,0.0,1.0,in process,0,0.0,1.0,0.0,1.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
73.0,3,1.0,1,three,0.0,884,2603,1,0.0,1.0,0.0,0,0,1.0,1.0,in process,0,0.0,1.0,0.0,0.0,1966.0,Vinateros 84,Moratalaz 12,Apartment
110.0,4,2.0,1,four,0.0,1323,3182,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,,,,,,Media Legua 83,Moratalaz 12,Apartment
75.0,3,1.0,1,four,0.0,816,2267,0,0.0,0.0,1.0,1,1,0.0,1.0,in process,0,0.0,1.0,0.0,1.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
34.0,0,1.0,1,zero,1.0,471,2500,0,0.0,0.0,1.0,1,1,0.0,1.0,in process,0,0.0,1.0,0.0,0.0,1968.0,Media Legua 83,Moratalaz 12,Studio
95.0,3,2.0,1,two,0.0,884,2000,1,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,1.0,0.0,1.0,0.0,1966.0,Vinateros 84,Moratalaz 12,Apartment
62.0,3,1.0,1,four,0.0,743,2418,0,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,1970.0,Fontarrón 81,Moratalaz 12,Apartment
115.0,3,2.0,0,six,0.0,1508,3739,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,1,0.0,0.0,1.0,1.0,1982.0,Media Legua 83,Moratalaz 12,Apartment
75.0,3,1.0,0,four,0.0,798,2200,0,0.0,0.0,1.0,1,0,0.0,1.0,not indicated,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
220.0,4,3.0,0,two,0.0,1943,2818,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,1,0.0,0.0,1.0,0.0,1985.0,Media Legua 83,Moratalaz 12,Apartment
74.0,2,1.0,1,three,0.0,910,2676,0,0.0,0.0,1.0,0,0,1.0,1.0,G,0,0.0,0.0,0.0,1.0,1974.0,Vinateros 84,Moratalaz 12,Apartment
193.0,4,2.0,1,four,0.0,1735,2746,0,0.0,0.0,1.0,0,1,1.0,1.0,E,1,0.0,0.0,0.0,1.0,1982.0,Media Legua 83,Moratalaz 12,Apartment
67.0,3,2.0,1,two,0.0,702,2075,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,1972.0,other,Moratalaz 12,Apartment
73.0,3,1.0,1,three,0.0,758,2110,0,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,0.0,1.0,0.0,1.0,,Fontarrón 81,Moratalaz 12,Apartment
79.0,4,2.0,1,four,0.0,682,1697,1,0.0,0.0,1.0,0,1,0.0,1.0,E,0,,,,,1970.0,Fontarrón 81,Moratalaz 12,Apartment
90.0,2,1.0,1,four,0.0,1213,3389,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,1972.0,Marroquina 82,Moratalaz 12,Apartment
79.0,4,2.0,1,four,0.0,682,1697,0,0.0,,,0,0,0.0,1.0,E,0,,,,,,Fontarrón 81,Moratalaz 12,Apartment
70.0,2,1.0,0,one,0.0,629,1729,0,0.0,0.0,1.0,1,1,0.0,1.0,B,0,0.0,0.0,0.0,1.0,1992.0,Media Legua 83,Moratalaz 12,Apartment
90.0,3,1.0,0,one,0.0,833,1944,0,0.0,0.0,1.0,1,0,0.0,1.0,C,0,0.0,0.0,0.0,1.0,1995.0,Media Legua 83,Moratalaz 12,Apartment
72.0,3,1.0,0,one,0.0,777,2208,0,0.0,0.0,1.0,0,0,0.0,1.0,not indicated,0,1.0,1.0,1.0,1.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
117.0,3,2.0,1,zero,1.0,798,1410,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,,,,,1990.0,Media Legua 83,Moratalaz 12,Duplex
78.0,3,1.0,0,three,0.0,780,2051,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,0.0,0.0,0.0,1.0,,Fontarrón 81,Moratalaz 12,Apartment
180.0,5,3.0,0,four,0.0,2126,3889,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,2004.0,other,Moratalaz 12,Penthouse
110.0,4,2.0,0,nine,0.0,1508,3909,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,,,,,,Marroquina 82,Moratalaz 12,Apartment
142.0,4,2.0,0,zero,1.0,1346,2535,0,0.0,1.0,0.0,0,1,1.0,1.0,E,1,,,,,,Marroquina 82,Moratalaz 12,Apartment
99.0,3,2.0,1,one,0.0,1335,3586,0,0.0,1.0,0.0,0,1,1.0,,E,1,,,,,1970.0,Media Legua 83,Moratalaz 12,Apartment
162.0,4,3.0,0,one,0.0,1496,2623,0,0.0,,,0,0,1.0,1.0,E,1,0.0,0.0,1.0,0.0,,other,Moratalaz 12,Apartment
58.0,2,1.0,1,one,0.0,740,2569,0,0.0,0.0,1.0,1,1,0.0,1.0,E,0,,,,,1970.0,Fontarrón 81,Moratalaz 12,Apartment
75.0,3,1.0,1,one,0.0,393,919,0,0.0,1.0,0.0,0,1,0.0,1.0,in process,0,0.0,1.0,0.0,0.0,1963.0,Media Legua 83,Moratalaz 12,Apartment
136.0,4,2.0,1,five,0.0,1346,2647,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,,,,,1969.0,Marroquina 82,Moratalaz 12,Apartment
58.0,3,1.0,1,four,0.0,658,2207,0,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,1.0,1.0,0.0,0.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
62.0,3,1.0,1,two,0.0,705,2258,0,0.0,,,1,1,,1.0,C,0,0.0,1.0,0.0,0.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
100.0,4,2.0,1,one,0.0,901,1950,0,0.0,0.0,1.0,0,0,,1.0,C,0,0.0,0.0,0.0,1.0,1970.0,Fontarrón 81,Moratalaz 12,Apartment
90.0,3,2.0,0,five,0.0,1197,3322,0,0.0,1.0,0.0,1,1,1.0,1.0,E,0,0.0,0.0,1.0,1.0,1968.0,Marroquina 82,Moratalaz 12,Apartment
60.0,3,1.0,0,Mezzanine,1.0,780,2667,1,0.0,0.0,1.0,0,0,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,1960.0,Marroquina 82,Moratalaz 12,Apartment
90.0,3,2.0,1,one,0.0,798,1833,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,0.0,1.0,0.0,1.0,1996.0,Marroquina 82,Moratalaz 12,Apartment
120.0,3,2.0,1,three,0.0,1311,2875,0,,0.0,1.0,0,1,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,1994.0,Marroquina 82,Moratalaz 12,Apartment
61.0,3,1.0,1,,,705,2295,0,,,,0,0,,,not indicated,0,,,,,1962.0,Fontarrón 81,Moratalaz 12,Apartment
92.0,3,2.0,1,one,0.0,1108,2880,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,0.0,0.0,0.0,1.0,1968.0,Marroquina 82,Moratalaz 12,Apartment
95.0,3,1.0,1,six,0.0,985,2337,0,0.0,1.0,0.0,0,1,1.0,1.0,E,0,0.0,0.0,1.0,1.0,1964.0,Fontarrón 81,Moratalaz 12,Apartment
144.0,3,2.0,0,one,0.0,1553,3125,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,1,0.0,0.0,1.0,0.0,,Media Legua 83,Moratalaz 12,Apartment
98.0,3,2.0,1,nine,0.0,1416,3980,0,0.0,1.0,0.0,1,1,1.0,1.0,E,1,1.0,1.0,0.0,0.0,1979.0,Media Legua 83,Moratalaz 12,Apartment
122.0,3,2.0,1,one,0.0,964,1762,0,,1.0,0.0,0,1,1.0,,in process,0,0.0,0.0,0.0,1.0,1971.0,Fontarrón 81,Moratalaz 12,Apartment
92.0,3,2.0,1,five,0.0,1092,2815,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,1.0,0.0,0.0,0.0,1968.0,Vinateros 84,Moratalaz 12,Apartment
60.0,3,1.0,1,three,0.0,705,2333,1,0.0,,,0,0,1.0,1.0,G,0,,,,,1960.0,Marroquina 82,Moratalaz 12,Apartment
56.0,1,1.0,1,Basement & Semi-basement,1.0,621,2125,0,0.0,0.0,1.0,0,0,0.0,1.0,E,0,,,,,1956.0,Puerta del Ángel 70,Latina 10,Apartment
88.0,3,2.0,1,one,0.0,910,2250,0,0.0,0.0,1.0,1,0,1.0,1.0,in process,0,,,,,,Aluche 67,Latina 10,Apartment
66.0,3,1.0,1,three,0.0,674,2000,0,0.0,,,0,0,0.0,1.0,in process,0,,,,,,Lucero 69,Latina 10,Apartment
77.0,2,1.0,0,three,0.0,1187,3831,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,,,,,,Puerta del Ángel 70,Latina 10,Apartment
60.0,1,1.0,1,zero,1.0,535,1650,0,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,,Los Cármenes 71,Latina 10,Apartment
35.0,0,1.0,1,three,0.0,682,3829,0,0.0,,,0,0,1.0,1.0,G,0,,,,,2007.0,Puerta del Ángel 70,Latina 10,Penthouse
42.0,2,1.0,1,one,0.0,809,4000,0,0.0,,,0,0,0.0,1.0,E,0,,,,,1935.0,Puerta del Ángel 70,Latina 10,Apartment
79.0,0,1.0,1,zero,1.0,798,2089,1,0.0,0.0,1.0,1,0,0.0,1.0,G,1,0.0,1.0,0.0,1.0,,Aluche 67,Latina 10,Studio
80.0,2,1.0,1,one,0.0,948,2625,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,1979.0,Águilas 66,Latina 10,Apartment
85.0,2,2.0,1,one,0.0,994,2647,0,0.0,0.0,1.0,1,1,1.0,1.0,E,0,1.0,0.0,1.0,0.0,,Lucero 69,Latina 10,Apartment
86.0,4,1.0,1,two,0.0,1108,3081,1,0.0,,,0,1,1.0,1.0,F,0,0.0,0.0,1.0,0.0,,Puerta del Ángel 70,Latina 10,Apartment
88.0,2,1.0,1,three,0.0,904,2227,0,0.0,0.0,1.0,1,1,0.0,1.0,E,0,0.0,1.0,0.0,0.0,,Puerta del Ángel 70,Latina 10,Apartment
110.0,4,2.0,1,one,0.0,1119,2445,0,0.0,1.0,0.0,0,1,1.0,1.0,D,1,,,,,,Aluche 67,Latina 10,Apartment
150.0,4,2.0,1,one,0.0,1439,2667,0,0.0,1.0,0.0,1,1,1.0,1.0,D,1,,,,,1972.0,Aluche 67,Latina 10,Apartment
93.0,3,1.0,1,two,0.0,976,2355,0,0.0,1.0,0.0,0,1,1.0,1.0,in process,0,0.0,1.0,1.0,0.0,1960.0,Lucero 69,Latina 10,Apartment
65.0,3,1.0,1,three,0.0,766,2400,0,0.0,,,0,1,0.0,1.0,in process,0,,,,,,Lucero 69,Latina 10,Apartment
102.0,4,2.0,1,one,0.0,1161,2794,0,0.0,0.0,1.0,1,1,0.0,1.0,in process,1,1.0,0.0,0.0,0.0,1990.0,Aluche 67,Latina 10,Apartment
71.0,4,2.0,0,four,0.0,1213,4296,0,0.0,,,1,0,1.0,1.0,E,0,1.0,0.0,1.0,0.0,,Lucero 69,Latina 10,Apartment
136.0,4,2.0,0,two,0.0,1368,2713,0,0.0,0.0,1.0,1,1,0.0,1.0,in process,1,,,,,,Lucero 69,Latina 10,Apartment
86.0,2,2.0,1,four,0.0,1262,3779,0,0.0,0.0,1.0,1,1,1.0,1.0,E,1,0.0,0.0,1.0,1.0,2001.0,Puerta del Ángel 70,Latina 10,Apartment
75.0,3,1.0,1,two,0.0,948,2800,0,0.0,0.0,1.0,1,1,0.0,1.0,E,0,0.0,0.0,1.0,0.0,1957.0,Puerta del Ángel 70,Latina 10,Apartment
112.0,4,2.0,1,one,0.0,1092,2312,0,0.0,1.0,0.0,1,1,1.0,1.0,G,0,0.0,1.0,1.0,0.0,1978.0,Aluche 67,Latina 10,Apartment
72.0,2,1.0,0,one,0.0,1009,3194,0,1.0,,,0,0,1.0,1.0,A,0,,,,,,Los Cármenes 71,Latina 10,Apartment
47.0,1,1.0,0,one,0.0,769,3340,0,1.0,,,0,0,1.0,1.0,A,0,,,,,,Los Cármenes 71,Latina 10,Apartment
74.0,2,1.0,0,one,0.0,1018,3149,0,1.0,,,0,0,1.0,1.0,A,0,,,,,,Los Cármenes 71,Latina 10,Apartment
73.0,2,1.0,0,zero,1.0,1047,3329,0,1.0,,,0,0,1.0,1.0,A,0,,,,,,Los Cármenes 71,Latina 10,Apartment
50.0,2,1.0,1,two,0.0,769,3140,0,0.0,,,1,1,1.0,1.0,in process,0,,,,,,Puerta del Ángel 70,Latina 10,Apartment
53.0,2,1.0,1,four,0.0,621,2243,1,0.0,0.0,1.0,1,1,0.0,1.0,G,0,,,,,1964.0,Campamento 68,Latina 10,Apartment
67.0,3,1.0,0,three,0.0,742,2231,0,,,,0,0,0.0,,G,0,,,,,1960.0,Puerta del Ángel 70,Latina 10,Apartment
80.0,3,1.0,1,four,0.0,686,1688,0,0.0,,,0,1,1.0,0.0,E,0,1.0,0.0,1.0,0.0,1965.0,Los Cármenes 71,Latina 10,Duplex
65.0,2,1.0,0,zero,1.0,698,2123,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,1.0,0.0,0.0,0.0,1979.0,Puerta del Ángel 70,Latina 10,Apartment
74.0,3,1.0,0,zero,1.0,625,1622,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,0.0,0.0,1.0,0.0,1969.0,Puerta del Ángel 70,Latina 10,Apartment
75.0,2,1.0,1,five,0.0,574,1440,0,0.0,0.0,1.0,0,0,0.0,1.0,E,0,1.0,0.0,1.0,0.0,1965.0,Aluche 67,Latina 10,Apartment
48.0,2,1.0,0,three,0.0,548,2123,1,0.0,,,0,0,0.0,1.0,in process,0,,,,,1962.0,Lucero 69,Latina 10,Apartment
90.0,3,1.0,1,one,0.0,1094,2889,0,0.0,0.0,1.0,0,1,0.0,1.0,E,0,0.0,1.0,1.0,1.0,,Puerta del Ángel 70,Latina 10,Apartment
88.0,3,2.0,1,three,0.0,854,2057,0,0.0,0.0,1.0,0,0,1.0,1.0,in process,0,1.0,0.0,0.0,0.0,1977.0,Puerta del Ángel 70,Latina 10,Apartment
164.0,4,2.0,1,one,0.0,1781,3354,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,1,1.0,0.0,0.0,0.0,1960.0,Puerta del Ángel 70,Latina 10,Apartment
73.0,2,1.0,1,two,0.0,702,1904,0,0.0,,,0,0,0.0,1.0,in process,0,1.0,0.0,0.0,0.0,1967.0,Aluche 67,Latina 10,Apartment
63.0,3,1.0,1,three,0.0,678,2111,1,0.0,0.0,1.0,0,0,0.0,1.0,E,0,0.0,0.0,1.0,1.0,1962.0,Lucero 69,Latina 10,Apartment
95.0,3,2.0,1,one,0.0,1067,2632,0,0.0,0.0,1.0,0,1,1.0,1.0,C,0,0.0,0.0,0.0,1.0,,Puerta del Ángel 70,Latina 10,Apartment
55.0,2,1.0,1,four,0.0,705,2545,0,0.0,,,0,0,0.0,1.0,E,0,,,,,,Aluche 67,Latina 10,Apartment
68.0,1,1.0,0,,,800,2434,0,,,,1,0,1.0,,in process,0,,,,,2019.0,Lucero 69,Latina 10,Apartment
85.0,2,2.0,0,four,0.0,1161,3353,0,0.0,,,1,1,1.0,1.0,D,1,,,,,,Lucero 69,Latina 10,Apartment
57.0,3,1.0,0,one,0.0,805,2930,0,0.0,0.0,1.0,0,0,1.0,1.0,not indicated,0,,,,,1967.0,Aluche 67,Latina 10,Apartment
67.0,0,1.0,0,one,0.0,1024,3507,0,0.0,1.0,0.0,0,1,0.0,1.0,in process,0,0.0,0.0,1.0,1.0,2000.0,Puerta del Ángel 70,Latina 10,Duplex
63.0,1,1.0,1,two,0.0,544,1603,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,0,0.0,0.0,1.0,0.0,1996.0,Los Cármenes 71,Latina 10,Apartment
73.0,3,1.0,1,seven,0.0,847,2452,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,,,,,,Águilas 66,Latina 10,Apartment
65.0,3,1.0,0,one,0.0,650,1938,0,0.0,,,0,0,0.0,1.0,in process,0,,,,,,Campamento 68,Latina 10,Apartment
75.0,3,1.0,1,one,0.0,851,2400,0,0.0,0.0,1.0,0,0,1.0,1.0,D,0,,,,,,Puerta del Ángel 70,Latina 10,Apartment
68.0,1,2.0,1,zero,1.0,813,2485,0,0.0,0.0,1.0,0,0,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,,other,Latina 10,Apartment
75.0,3,1.0,1,seven,0.0,901,2600,0,,,,0,0,1.0,,in process,0,,,,,,Aluche 67,Latina 10,Apartment
