sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,buy_price_by_area,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,energy_certificate,has_parking,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,built_year,neighbourhood,district,house_type
116.0,3,2.0,1,nine,0.0,1393,3275,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,1988.0,Canillas 58,Hortaleza 9,Apartment
70.0,2,2.0,1,one,0.0,1032,3399,0,0.0,0.0,1.0,1,1,0.0,1.0,G,0,,,,,,Pinar del Rey 61,Hortaleza 9,Duplex
147.0,4,2.0,1,five,0.0,1862,3980,0,0.0,,,1,1,1.0,1.0,not indicated,1,1.0,0.0,0.0,0.0,,Sanchinarro 62,Hortaleza 9,Apartment
849.0,9,8.0,1,,,-110916,2980,0,0.0,0.0,1.0,0,0,,,in process,1,1.0,0.0,0.0,1.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
,6,8.0,1,,,-1823000,4500,0,0.0,,,1,1,,,in process,1,1.0,1.0,1.0,1.0,1982.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
80.0,3,1.0,0,Mezzanine,1.0,1055,3075,1,0.0,,,0,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,,Canillas 58,Hortaleza 9,Apartment
115.0,3,2.0,1,two,0.0,1943,5391,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,0.0,1.0,1.0,0.0,1994.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
550.0,5,6.0,1,,0.0,-4495741,10000,0,0.0,,,0,0,,,A,0,0.0,0.0,1.0,0.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
128.0,3,2.0,0,four,0.0,2035,5156,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,1.0,1.0,0.0,0.0,1995.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
400.0,5,5.0,1,,0.0,-2333,3750,0,0.0,,,1,1,,,D,1,0.0,1.0,1.0,0.0,2000.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
141.0,3,2.0,0,one,0.0,1978,4504,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,1.0,1.0,1.0,1.0,1998.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
78.0,1,1.0,0,three,0.0,1250,4103,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,1,0.0,1.0,1.0,1.0,,Canillas 58,Hortaleza 9,Penthouse
135.0,2,1.0,1,one,0.0,1250,2370,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,1994.0,Canillas 58,Hortaleza 9,Apartment
247.0,4,2.0,1,,0.0,2273,3113,1,0.0,0.0,1.0,0,0,,,not indicated,1,1.0,0.0,0.0,0.0,1973.0,Apóstol Santiago 57,Hortaleza 9,Chalet
201.0,4,5.0,1,one,0.0,1906,5965,0,0.0,0.0,1.0,1,0,1.0,1.0,not indicated,1,0.0,0.0,1.0,0.0,1988.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
187.0,2,1.0,1,,,1664,2668,1,0.0,0.0,1.0,0,0,,,not indicated,1,1.0,1.0,1.0,1.0,1969.0,Canillas 58,Hortaleza 9,Chalet
115.0,3,2.0,1,two,0.0,1439,3478,0,0.0,0.0,1.0,1,1,1.0,1.0,E,1,,,,,,Canillas 58,Hortaleza 9,Apartment
522.0,4,5.0,1,,0.0,-313261,5939,0,0.0,,,0,1,,,D,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
,12,10.0,1,,0.0,-1480474,3116,1,0.0,,,0,1,,,D,0,1.0,1.0,1.0,1.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
470.0,7,7.0,1,,0.0,-38920,4468,1,0.0,0.0,1.0,1,1,,,D,1,1.0,1.0,1.0,1.0,1991.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
366.0,5,5.0,1,,0.0,-14150,4918,0,0.0,0.0,1.0,1,1,,,D,1,1.0,1.0,1.0,1.0,1994.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
349.0,7,5.0,1,,,1059,3725,0,0.0,,,1,0,,,in process,1,0.0,0.0,1.0,0.0,1989.0,Canillas 58,Hortaleza 9,Chalet
415.0,5,4.0,1,,0.0,-224653,6988,0,0.0,,,1,1,,,A,1,1.0,1.0,1.0,1.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
340.0,6,5.0,1,,,1536,3676,0,0.0,,,0,0,,,in process,0,1.0,0.0,0.0,1.0,1991.0,Canillas 58,Hortaleza 9,Chalet
116.0,2,2.0,1,four,0.0,1804,4828,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,0,,,,,,Apóstol Santiago 57,Hortaleza 9,Apartment
84.0,2,2.0,0,one,0.0,1067,2976,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,,,,,1969.0,Pinar del Rey 61,Hortaleza 9,Apartment
720.0,6,6.0,0,,,-999433,5486,0,0.0,0.0,1.0,1,1,,,in process,1,0.0,0.0,1.0,1.0,1978.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
250.0,4,2.0,0,,0.0,2192,2920,0,0.0,0.0,1.0,1,1,,,in process,1,0.0,0.0,1.0,1.0,1992.0,Valdebebas - Valdefuentes 63,Hortaleza 9,Chalet
258.0,3,3.0,1,,,2478,3481,0,0.0,0.0,1.0,1,1,,,E,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
144.0,3,2.0,1,three,0.0,2012,4514,0,0.0,0.0,1.0,1,1,1.0,1.0,D,0,1.0,1.0,0.0,0.0,2004.0,Palomas 60,Hortaleza 9,Apartment
120.0,3,2.0,1,one,0.0,1804,4667,0,0.0,0.0,1.0,0,1,1.0,1.0,D,1,0.0,0.0,0.0,1.0,2003.0,Palomas 60,Hortaleza 9,Apartment
,8,9.0,1,,,-2871645,4326,0,0.0,0.0,1.0,1,1,,,D,1,1.0,1.0,1.0,1.0,2008.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
950.0,7,5.0,1,,0.0,-735341,3895,1,0.0,0.0,1.0,0,1,,,not indicated,1,0.0,0.0,1.0,0.0,1970.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
60.0,0,1.0,0,one,0.0,868,3083,0,0.0,,,1,0,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,,Virgen del Cortijo - Manoteras 64,Hortaleza 9,Studio
62.0,2,1.0,1,three,0.0,833,2823,0,0.0,0.0,1.0,1,0,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,,Canillas 58,Hortaleza 9,Apartment
110.0,3,1.0,1,one,0.0,1274,2999,0,,,,0,0,,,in process,0,,,,,1972.0,Canillas 58,Hortaleza 9,Apartment
300.0,5,4.0,1,,0.0,1931,3983,0,0.0,0.0,1.0,1,1,,,C,1,0.0,0.0,1.0,1.0,2011.0,Canillas 58,Hortaleza 9,House
343.0,4,3.0,1,zero,1.0,2516,2799,0,0.0,,,1,1,1.0,1.0,A,1,1.0,0.0,0.0,0.0,,Sanchinarro 62,Hortaleza 9,Apartment
580.0,5,8.0,1,,,-17213,3190,0,0.0,,,0,1,,,B,1,0.0,0.0,1.0,1.0,1985.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
151.0,3,2.0,1,four,0.0,2432,5695,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,1996.0,Conde Orgaz-Piovera 59,Hortaleza 9,Penthouse
96.0,3,2.0,1,eight,0.0,1299,3542,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,,Canillas 58,Hortaleza 9,Apartment
111.0,3,2.0,1,six,0.0,1174,2613,0,0.0,0.0,1.0,0,1,1.0,1.0,G,1,1.0,1.0,0.0,0.0,2003.0,Pinar del Rey 61,Hortaleza 9,Apartment
447.0,7,7.0,1,,0.0,-44765,4810,1,0.0,,,0,0,,,D,1,1.0,1.0,1.0,1.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
87.0,3,1.0,1,five,0.0,948,2414,1,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,1.0,0.0,0.0,0.0,1971.0,Pinar del Rey 61,Hortaleza 9,Apartment
132.0,3,2.0,0,four,0.0,1848,4386,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,1,0.0,0.0,0.0,1.0,2006.0,Sanchinarro 62,Hortaleza 9,Apartment
100.0,1,1.0,0,zero,1.0,1094,2600,0,0.0,0.0,1.0,1,1,1.0,1.0,B,1,,,,,2007.0,Virgen del Cortijo - Manoteras 64,Hortaleza 9,Duplex
110.0,2,2.0,1,one,0.0,1416,3545,0,0.0,0.0,1.0,1,1,1.0,1.0,D,0,0.0,1.0,0.0,0.0,1999.0,Palomas 60,Hortaleza 9,Apartment
92.0,3,2.0,0,six,0.0,1885,6467,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,1.0,1.0,0.0,0.0,,Sanchinarro 62,Hortaleza 9,Penthouse
303.0,4,4.0,0,,,2514,3267,0,0.0,,,0,1,,,in process,1,,,,,2008.0,Palomas 60,Hortaleza 9,House
163.0,4,3.0,1,three,0.0,1897,3681,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,1,0.0,0.0,1.0,0.0,1998.0,Palomas 60,Hortaleza 9,Apartment
724.0,6,7.0,1,,0.0,-564667,4834,0,0.0,0.0,1.0,1,1,,,D,1,0.0,0.0,1.0,0.0,1983.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
115.0,4,2.0,1,four,0.0,1275,2870,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,,,,,1994.0,Pinar del Rey 61,Hortaleza 9,Apartment
170.0,3,3.0,1,one,0.0,2493,5382,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,1.0,1.0,0.0,0.0,2003.0,Conde Orgaz-Piovera 59,Hortaleza 9,Duplex
92.0,2,2.0,1,one,0.0,1598,5109,1,0.0,0.0,1.0,1,1,1.0,1.0,E,1,0.0,0.0,0.0,1.0,1993.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
200.0,4,3.0,1,two,0.0,-2333,7500,0,0.0,,,1,1,1.0,1.0,in process,1,0.0,1.0,1.0,0.0,,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
110.0,3,2.0,0,four,0.0,2115,6318,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,0.0,1.0,0.0,,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
75.0,1,1.0,0,one,0.0,1462,5467,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,1.0,0.0,0.0,0.0,,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
135.0,3,3.0,0,zero,1.0,2265,5667,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,0.0,0.0,1.0,2006.0,Palomas 60,Hortaleza 9,Apartment
200.0,3,3.0,1,four,0.0,2514,4750,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,0.0,0.0,1.0,0.0,1994.0,Conde Orgaz-Piovera 59,Hortaleza 9,Penthouse
740.0,5,7.0,1,,0.0,-366133,4324,0,0.0,0.0,1.0,1,1,,,C,1,0.0,0.0,1.0,1.0,1992.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
650.0,5,2.0,1,,0.0,-1011284,6092,0,0.0,0.0,1.0,1,1,,,D,1,0.0,0.0,1.0,1.0,1978.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
361.0,5,5.0,1,,0.0,-140,3850,0,0.0,0.0,1.0,1,1,,,D,1,0.0,0.0,1.0,1.0,1996.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
433.0,4,4.0,1,,0.0,1113,2991,0,0.0,,,0,0,,,in process,1,0.0,0.0,1.0,0.0,2007.0,Canillas 58,Hortaleza 9,Chalet
440.0,5,4.0,1,,0.0,1059,2955,1,0.0,,,1,1,,,in process,1,0.0,0.0,1.0,0.0,1989.0,Canillas 58,Hortaleza 9,Chalet
450.0,6,5.0,1,,0.0,-4391,3500,0,0.0,,,1,1,,,in process,1,0.0,0.0,1.0,0.0,2000.0,Canillas 58,Hortaleza 9,House
385.0,7,6.0,1,,0.0,-1866,3844,0,0.0,,,0,1,,,in process,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,House
,9,8.0,1,,0.0,-3353444,3679,0,0.0,0.0,1.0,1,1,,,D,1,1.0,1.0,1.0,1.0,2005.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
348.0,4,7.0,1,four,0.0,-220775,8305,0,0.0,,,1,1,1.0,1.0,B,1,0.0,0.0,1.0,1.0,2018.0,Conde Orgaz-Piovera 59,Hortaleza 9,Penthouse
400.0,6,5.0,1,,0.0,-4238,3925,0,0.0,0.0,1.0,1,1,,,in process,1,1.0,1.0,1.0,1.0,1996.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
480.0,5,5.0,1,,,-11444,3646,0,0.0,,,0,0,,,in process,1,0.0,1.0,0.0,0.0,,Canillas 58,Hortaleza 9,House
65.0,2,1.0,1,one,0.0,985,3415,0,0.0,0.0,1.0,1,0,0.0,1.0,F,0,,,,,1951.0,Canillas 58,Hortaleza 9,Apartment
381.0,5,7.0,1,,0.0,2514,2493,0,0.0,0.0,1.0,1,1,,,E,1,0.0,1.0,0.0,0.0,2006.0,Canillas 58,Hortaleza 9,House
740.0,5,7.0,1,,0.0,-366133,4324,0,0.0,0.0,1.0,1,1,,,D,1,0.0,0.0,1.0,0.0,1992.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
103.0,2,2.0,1,zero,1.0,1439,3883,1,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,0.0,0.0,1.0,1.0,2006.0,Sanchinarro 62,Hortaleza 9,Apartment
101.0,2,2.0,1,four,0.0,1439,3960,0,0.0,0.0,1.0,1,1,1.0,1.0,E,1,1.0,1.0,0.0,0.0,2004.0,Sanchinarro 62,Hortaleza 9,Apartment
125.0,3,3.0,1,four,0.0,2170,5760,0,0.0,0.0,1.0,1,1,1.0,1.0,E,1,1.0,1.0,1.0,1.0,1995.0,Conde Orgaz-Piovera 59,Hortaleza 9,Duplex
465.0,5,6.0,1,,,-140,2989,0,0.0,,,1,1,,,in process,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
753.0,5,5.0,1,,0.0,-188041,3718,0,0.0,,,0,1,,,in process,1,1.0,1.0,1.0,1.0,,Conde Orgaz-Piovera 59,Hortaleza 9,House
400.0,5,5.0,1,,,-4866,3975,0,0.0,,,1,1,,,in process,1,0.0,0.0,1.0,1.0,,Canillas 58,Hortaleza 9,Chalet
114.0,3,2.0,1,four,0.0,1712,4561,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,1,0.0,0.0,1.0,0.0,,Sanchinarro 62,Hortaleza 9,Apartment
,5,5.0,1,,0.0,-224653,2636,0,0.0,0.0,1.0,1,1,,,E,1,0.0,0.0,1.0,0.0,1980.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
401.0,5,5.0,1,,,-2096,3716,0,0.0,,,1,0,,,in process,1,1.0,1.0,1.0,1.0,2010.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
400.0,6,6.0,1,,,-2333,3750,0,0.0,0.0,1.0,0,0,,,in process,1,0.0,1.0,0.0,0.0,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
292.0,4,5.0,1,two,0.0,-38587,7182,0,0.0,0.0,1.0,1,0,1.0,,in process,1,0.0,0.0,1.0,0.0,2017.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
90.0,3,1.0,1,three,0.0,1161,3167,1,0.0,,,0,1,1.0,1.0,not indicated,0,0.0,0.0,1.0,0.0,,Pinar del Rey 61,Hortaleza 9,Apartment
120.0,4,2.0,1,seven,0.0,1458,3402,1,0.0,1.0,0.0,0,0,1.0,1.0,not indicated,0,0.0,1.0,0.0,1.0,,Pinar del Rey 61,Hortaleza 9,Apartment
61.0,3,1.0,1,four,0.0,961,3508,0,0.0,0.0,1.0,0,1,1.0,1.0,F,0,0.0,1.0,0.0,1.0,1969.0,Canillas 58,Hortaleza 9,Apartment
170.0,4,2.0,1,one,0.0,2012,3824,0,0.0,0.0,1.0,1,1,1.0,1.0,E,1,1.0,0.0,0.0,1.0,2005.0,Sanchinarro 62,Hortaleza 9,Apartment
118.0,3,2.0,0,seven,0.0,1574,3890,0,0.0,,,0,1,1.0,1.0,in process,1,,,,,,Canillas 58,Hortaleza 9,Apartment
76.0,3,1.0,1,one,0.0,816,2237,1,0.0,0.0,1.0,0,0,0.0,1.0,in process,0,,,,,1965.0,Pinar del Rey 61,Hortaleza 9,Apartment
85.0,3,2.0,1,three,0.0,1199,3524,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,0.0,1.0,0.0,1.0,1972.0,Pinar del Rey 61,Hortaleza 9,Apartment
78.0,3,1.0,1,zero,1.0,868,2372,0,,,,0,0,,,in process,0,,,,,1965.0,Pinar del Rey 61,Hortaleza 9,Apartment
60.0,2,1.0,1,two,0.0,762,2583,1,0.0,,,0,0,0.0,1.0,in process,0,1.0,1.0,1.0,1.0,1966.0,Pinar del Rey 61,Hortaleza 9,Apartment
247.0,4,3.0,1,four,0.0,2287,3142,0,0.0,1.0,0.0,1,1,1.0,1.0,in process,1,0.0,0.0,1.0,0.0,1974.0,Palomas 60,Hortaleza 9,Apartment
41.0,1,1.0,1,zero,1.0,753,3720,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,0.0,1.0,0.0,0.0,2020.0,Canillas 58,Hortaleza 9,Apartment
38.0,1,1.0,1,,0.0,813,4447,0,0.0,,,1,0,,,in process,0,,,,,1932.0,Pinar del Rey 61,Hortaleza 9,House
109.0,3,1.0,1,two,0.0,1197,2743,0,0.0,1.0,0.0,0,1,1.0,1.0,F,0,,,,,1972.0,Canillas 58,Hortaleza 9,Apartment
284.0,4,4.0,1,five,0.0,2119,4085,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,1.0,1.0,1995.0,Conde Orgaz-Piovera 59,Hortaleza 9,Duplex
341.0,3,3.0,1,,0.0,-38920,6158,1,0.0,0.0,1.0,1,1,,,in process,1,0.0,0.0,1.0,1.0,1978.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
55.0,1,1.0,1,two,0.0,1148,5091,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,,,,,,Sanchinarro 62,Hortaleza 9,Apartment
110.0,3,2.0,1,four,0.0,1633,4409,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,0.0,0.0,2003.0,Sanchinarro 62,Hortaleza 9,Apartment
47.0,1,1.0,1,three,0.0,791,3468,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,0,0.0,0.0,0.0,1.0,1970.0,Pinar del Rey 61,Hortaleza 9,Apartment
65.0,2,1.0,1,two,0.0,868,2846,0,0.0,,,1,1,0.0,1.0,in process,0,,,,,,Pinar del Rey 61,Hortaleza 9,Apartment
56.0,2,1.0,1,zero,1.0,762,2768,0,0.0,0.0,1.0,1,1,0.0,1.0,E,0,0.0,1.0,0.0,0.0,2005.0,Canillas 58,Hortaleza 9,Apartment
335.0,4,3.0,1,,0.0,2265,2284,0,0.0,,,1,1,,,in process,1,0.0,1.0,0.0,1.0,1999.0,Palomas 60,Hortaleza 9,Chalet
480.0,6,5.0,1,,0.0,-7993,3490,0,0.0,0.0,1.0,1,1,,,in process,1,0.0,0.0,1.0,0.0,1996.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
35.0,1,1.0,1,zero,1.0,686,3857,0,0.0,0.0,1.0,1,1,1.0,1.0,E,0,1.0,0.0,0.0,1.0,1990.0,Pinar del Rey 61,Hortaleza 9,Apartment
400.0,5,5.0,1,,0.0,-4866,3975,0,0.0,,,1,1,,,in process,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
600.0,5,3.0,0,,0.0,2081,1133,0,0.0,0.0,1.0,0,1,,,A,1,1.0,0.0,0.0,0.0,2000.0,Valdebebas - Valdefuentes 63,Hortaleza 9,House
124.0,3,2.0,0,one,0.0,1894,4831,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,0.0,1.0,2005.0,Pinar del Rey 61,Hortaleza 9,Apartment
110.0,2,2.0,0,one,0.0,1689,4636,0,0.0,,,1,1,1.0,1.0,C,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
180.0,4,2.0,1,two,0.0,2070,3750,0,0.0,1.0,0.0,0,1,1.0,1.0,D,1,,,,,,Palomas 60,Hortaleza 9,Apartment
57.0,2,1.0,1,zero,1.0,833,3070,0,0.0,0.0,1.0,1,1,0.0,1.0,in process,0,0.0,1.0,0.0,0.0,2020.0,Canillas 58,Hortaleza 9,Apartment
110.0,2,2.0,0,one,0.0,1528,3991,1,0.0,,,1,1,1.0,1.0,in process,1,,,,,,Sanchinarro 62,Hortaleza 9,Apartment
476.0,6,6.0,0,,,-128137,5462,0,0.0,,,0,0,,,not indicated,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,House
478.0,5,6.0,1,,,-303,2929,0,0.0,,,1,1,,,in process,1,,,,,1997.0,Canillas 58,Hortaleza 9,House
83.0,2,1.0,0,three,0.0,1496,5120,0,0.0,0.0,1.0,1,1,1.0,1.0,D,1,0.0,0.0,1.0,0.0,1997.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
558.0,8,6.0,1,,0.0,-2333,2688,0,0.0,0.0,1.0,1,1,,,in process,1,1.0,1.0,1.0,1.0,1991.0,Canillas 58,Hortaleza 9,House
370.0,6,5.0,1,,0.0,2445,2351,1,0.0,0.0,1.0,0,1,,,in process,0,1.0,0.0,1.0,1.0,1979.0,Canillas 58,Hortaleza 9,House
163.0,4,3.0,1,three,0.0,1553,2761,0,,,,0,1,1.0,1.0,in process,1,1.0,0.0,0.0,0.0,1970.0,Palomas 60,Hortaleza 9,Apartment
125.0,3,3.0,1,four,0.0,2234,6000,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,1.0,0.0,1995.0,Conde Orgaz-Piovera 59,Hortaleza 9,Duplex
117.0,2,2.0,1,one,0.0,1553,3846,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,0.0,1.0,0.0,1.0,2007.0,Virgen del Cortijo - Manoteras 64,Hortaleza 9,Apartment
96.0,3,2.0,1,one,0.0,1248,3323,1,0.0,1.0,0.0,0,1,1.0,1.0,E,1,0.0,0.0,1.0,1.0,1980.0,Canillas 58,Hortaleza 9,Apartment
110.0,3,2.0,1,two,0.0,1402,3491,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,1,1.0,0.0,0.0,0.0,,Canillas 58,Hortaleza 9,Apartment
900.0,5,7.0,1,,0.0,-17213,2056,0,0.0,0.0,1.0,1,1,,,C,1,1.0,1.0,1.0,1.0,1985.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
60.0,1,1.0,1,six,0.0,662,2150,0,,0.0,1.0,0,1,1.0,1.0,in process,0,,,,,1995.0,Apóstol Santiago 57,Hortaleza 9,Apartment
760.0,6,6.0,1,,,-1059741,5263,0,0.0,0.0,1.0,1,1,,,C,1,1.0,1.0,1.0,1.0,1979.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
625.0,6,3.0,1,,,2514,1584,0,,,,1,1,,,in process,0,,,,,,Palomas 60,Hortaleza 9,Chalet
450.0,5,7.0,1,,0.0,-44765,4778,0,0.0,0.0,1.0,1,1,,,C,1,1.0,1.0,1.0,1.0,2005.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
323.0,4,5.0,1,three,0.0,-44765,6656,0,0.0,0.0,1.0,1,1,1.0,1.0,C,1,1.0,1.0,1.0,1.0,2017.0,Conde Orgaz-Piovera 59,Hortaleza 9,Apartment
470.0,7,7.0,1,,0.0,-28833,4255,0,0.0,0.0,1.0,1,1,,,in process,1,1.0,1.0,1.0,1.0,1991.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
272.0,4,4.0,1,one,0.0,-1225,5331,0,0.0,0.0,1.0,1,1,1.0,1.0,in process,0,0.0,0.0,1.0,0.0,2006.0,Palomas 60,Hortaleza 9,Apartment
960.0,7,5.0,1,,,-128137,2708,0,0.0,,,1,1,,,C,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,House
950.0,6,5.0,1,,,-886529,4053,0,0.0,0.0,1.0,1,1,,,B,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,House
720.0,6,6.0,1,,0.0,-1011284,5500,0,0.0,0.0,1.0,1,1,,,C,1,1.0,1.0,1.0,1.0,1978.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
129.0,2,2.0,0,six,0.0,1653,3829,0,1.0,,,0,0,1.0,1.0,A,0,,,,,,Valdebebas - Valdefuentes 63,Hortaleza 9,Apartment
124.0,3,2.0,0,zero,1.0,1781,4435,0,0.0,0.0,1.0,0,1,1.0,1.0,in process,1,0.0,0.0,1.0,1.0,1998.0,Apóstol Santiago 57,Hortaleza 9,Apartment
66.0,1,1.0,1,one,0.0,1067,3788,0,0.0,0.0,1.0,1,1,1.0,1.0,not indicated,1,1.0,0.0,0.0,0.0,2007.0,Sanchinarro 62,Hortaleza 9,Duplex
55.0,2,1.0,1,one,0.0,795,2982,0,0.0,,,1,0,0.0,,E,0,1.0,0.0,0.0,0.0,,Pinar del Rey 61,Hortaleza 9,Apartment
130.0,0,1.0,0,zero,1.0,1094,2000,0,0.0,,,1,0,1.0,1.0,D,1,0.0,0.0,1.0,0.0,2007.0,Virgen del Cortijo - Manoteras 64,Hortaleza 9,Duplex
110.0,3,1.0,1,one,0.0,1148,2545,1,0.0,1.0,0.0,0,1,1.0,,not indicated,0,,,,,,Canillas 58,Hortaleza 9,Apartment
106.0,2,2.0,0,one,0.0,1296,3198,0,0.0,,,0,1,1.0,1.0,E,0,0.0,1.0,0.0,0.0,1996.0,Valdebebas - Valdefuentes 63,Hortaleza 9,Apartment
63.0,2,1.0,1,four,0.0,1032,3778,0,0.0,0.0,1.0,0,1,1.0,1.0,F,0,0.0,0.0,0.0,1.0,,Pinar del Rey 61,Hortaleza 9,Apartment
177.0,4,3.0,0,,,2081,3842,0,0.0,,,1,1,1.0,1.0,not indicated,0,0.0,0.0,0.0,1.0,2017.0,Valdebebas - Valdefuentes 63,Hortaleza 9,Apartment
74.0,3,1.0,0,three,0.0,798,2230,0,0.0,0.0,1.0,0,0,0.0,1.0,D,0,,,,,1967.0,Apóstol Santiago 57,Hortaleza 9,Apartment
580.0,5,5.0,1,,0.0,-17213,3190,1,0.0,,,0,0,,,in process,1,,,,,1985.0,Conde Orgaz-Piovera 59,Hortaleza 9,House
750.0,7,5.0,1,,0.0,-313261,4133,0,0.0,,,0,0,,,in process,0,,,,,1989.0,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
600.0,5,4.0,1,,0.0,-104074,4167,0,0.0,,,0,0,,,in process,1,,,,,,Conde Orgaz-Piovera 59,Hortaleza 9,Chalet
102.0,4,2.0,0,four,0.0,1174,2843,1,0.0,0.0,1.0,0,1,1.0,1.0,in process,1,,,,,1973.0,Apóstol Santiago 57,Hortaleza 9,Apartment
108.0,3,2.0,0,two,0.0,1621,4444,0,0.0,0.0,1.0,0,1,1.0,1.0,D,1,,,,,2004.0,Sanchinarro 62,Hortaleza 9,Apartment
