sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,energy_certificate,has_parking,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,neighborhood,District,HouseType
45.0,1,1.0,True,3,False,833,175000,3889,False,False,Unknown,Unknown,Unknown,True,True,True,True,G,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
57.0,1,1.0,True,5,False,809,168000,2947,False,False,2006.0,False,True,True,True,True,True,E,True,True,True,False,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
90.0,3,2.0,True,1,False,910,198000,2200,False,False,1980.0,True,False,False,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
54.0,1,1.0,True,2,False,769,157000,2907,False,False,Unknown,Unknown,Unknown,False,False,True,True,G,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
91.0,3,1.0,True,1,False,802,166000,1824,False,False,Unknown,Unknown,Unknown,True,True,False,True,not indicated,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
82.0,3,1.0,True,1,False,780,159900,1950,False,False,Unknown,Unknown,Unknown,False,True,True,True,D,False,False,False,False,True,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
103.0,3,2.0,True,4,False,1067,250000,2427,False,Unknown,Unknown,Unknown,Unknown,False,True,True,True,not indicated,False,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
95.0,1,1.0,True,1,False,783,160800,1693,True,False,Unknown,Unknown,Unknown,False,False,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
114.0,3,2.0,True,2,False,1323,350000,3070,False,False,2019.0,Unknown,Unknown,True,True,True,True,in process,True,False,True,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
114.0,3,2.0,True,1,False,1275,330000,2895,False,False,2019.0,Unknown,Unknown,True,True,True,True,in process,True,False,True,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
95.0,3,2.0,True,2,False,1173,289300,3045,False,False,Unknown,Unknown,Unknown,True,True,True,Unknown,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
119.0,3,2.0,True,3,False,1225,310000,2605,False,False,1988.0,False,True,True,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
101.0,3,2.0,True,2,False,964,215000,2129,False,False,1996.0,False,True,False,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
128.0,3,2.0,True,3,False,1067,250000,1953,False,False,2005.0,False,True,False,True,True,True,D,True,True,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
76.0,3,1.0,True,3,False,666,129900,1709,False,False,Unknown,False,True,False,True,False,True,G,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
95.0,2,2.0,True,4,False,1058,247000,2600,False,False,2000.0,False,True,True,True,True,True,E,False,False,False,True,True,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Penthouse
60.0,1,1.0,False,5,False,868,185000,3083,False,False,2008.0,Unknown,Unknown,True,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
75.0,3,1.0,True,2,False,751,152000,2027,False,False,1972.0,False,True,True,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
196.0,2,2.0,True,9,False,1358,365000,1862,False,False,2009.0,False,True,True,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Penthouse
65.0,2,1.0,True,2,False,617,118000,1815,False,False,1958.0,False,True,True,True,False,True,E,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
78.0,3,1.0,True,1,False,795,164000,2103,False,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
98.0,3,2.0,True,1,False,1038,240000,2449,False,False,Unknown,Unknown,Unknown,True,True,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
152.0,3,2.0,False,6,False,1064,249000,1638,False,False,2006.0,Unknown,Unknown,True,True,True,True,E,True,False,True,False,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
60.0,2,1.0,True,1,False,693,136900,2282,False,False,Unknown,False,True,True,False,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
79.0,2,2.0,True,1,False,901,195000,2468,False,False,Unknown,False,True,False,True,True,True,in process,True,False,True,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
77.0,2,1.0,True,1,False,1038,239900,3116,False,False,2011.0,False,True,True,True,True,Unknown,in process,True,False,True,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
118.0,4,2.0,True,5,False,1213,305000,2585,False,False,2008.0,False,True,False,True,True,True,in process,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
39.0,1,1.0,True,3,False,791,163000,4179,False,False,2008.0,False,True,True,True,True,False,in process,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
72.0,2,1.0,True,2,False,646,125000,1736,False,False,Unknown,False,True,True,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
32.0,1,1.0,True,Bajo,True,423,75000,2344,False,False,1970.0,False,True,False,False,False,Unknown,not indicated,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
84.0,1,1.0,True,1,False,755,153000,1821,False,False,Unknown,False,True,True,False,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
116.0,3,2.0,True,5,False,1195,298000,2569,False,False,Unknown,Unknown,Unknown,False,True,True,False,E,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
99.0,2,2.0,True,2,False,1187,295000,2980,False,False,2017.0,Unknown,Unknown,True,True,True,True,in process,True,False,True,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
88.0,3,2.0,True,1,False,1015,232000,2636,False,False,2007.0,True,False,False,True,True,True,E,True,False,True,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
37.0,1,1.0,True,7,False,846,178500,4824,False,False,2009.0,False,True,True,True,True,True,F,True,True,False,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
76.0,3,1.0,True,1,False,666,129900,1709,False,Unknown,Unknown,Unknown,Unknown,True,True,True,Unknown,E,False,False,False,True,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
110.0,3,2.0,True,8,False,1250,320000,2909,False,False,2017.0,True,False,True,True,True,True,B,True,True,False,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
69.0,2,1.0,True,2,False,847,179000,2594,False,False,Unknown,Unknown,Unknown,True,True,True,True,D,False,False,False,True,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
83.0,2,1.0,True,3,False,758,154000,1855,False,False,Unknown,False,True,True,True,False,True,F,False,False,True,False,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
87.0,2,2.0,True,2,False,901,195000,2241,False,False,Unknown,Unknown,Unknown,True,True,True,True,G,True,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
88.0,3,2.0,True,3,False,883,189800,2157,False,False,Unknown,Unknown,Unknown,False,True,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
125.0,4,2.0,True,5,False,1480,418000,3344,False,False,Unknown,Unknown,Unknown,True,True,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
106.0,4,2.0,True,1,False,864,184000,1736,False,False,Unknown,Unknown,Unknown,False,True,True,True,not indicated,False,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
82.0,3,1.0,True,2,False,702,139000,1695,True,False,1971.0,False,True,False,True,False,True,not indicated,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
79.0,3,2.0,True,Unknown,Unknown,721,144000,1823,False,Unknown,Unknown,Unknown,Unknown,False,True,False,True,F,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
44.0,1,1.0,True,1,False,678,133000,3023,False,False,1977.0,False,True,False,True,True,True,not indicated,False,False,True,True,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
92.0,2,2.0,True,3,False,1006,229000,2489,False,Unknown,2007.0,Unknown,Unknown,True,False,True,False,in process,False,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
180.0,3,3.0,True,7,False,1530,440000,2444,False,False,Unknown,Unknown,Unknown,True,True,True,True,G,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Duplex
95.0,2,2.0,True,5,False,1087,257400,2709,False,False,Unknown,Unknown,Unknown,True,True,True,True,D,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
48.0,0,1.0,False,4,False,561,105000,2188,False,False,2007.0,False,True,True,True,True,True,in process,True,False,False,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Studio
86.0,3,2.0,False,Unknown,Unknown,1164,285900,3324,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
109.0,3,2.0,False,Unknown,Unknown,1322,349900,3210,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
122.0,2,2.0,False,Bajo,True,1177,290900,2384,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
170.0,4,2.0,False,Unknown,Unknown,1653,493900,2905,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Penthouse
190.0,3,2.0,False,Unknown,Unknown,1578,460900,2426,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Penthouse
79.0,2,2.0,False,Unknown,Unknown,1061,247900,3138,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
91.0,3,2.0,False,Unknown,Unknown,1190,295900,3252,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
101.0,4,2.0,True,1,False,1006,229000,2267,False,False,1997.0,False,True,True,True,True,True,E,True,False,False,True,False,Santa Eugenia 130,Villa de Vallecas 20,Apartment
120.0,3,2.0,False,4,False,1428,395000,3292,False,False,Unknown,False,True,True,True,True,True,E,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Penthouse
67.0,2,2.0,False,2,False,913,199000,2970,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
67.0,2,2.0,False,3,False,916,199900,2984,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
66.0,2,2.0,False,1,False,900,194900,2953,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
105.0,3,2.0,False,2,False,1171,288549,2748,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
105.0,3,2.0,False,1,False,1158,283614,2701,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
105.0,3,2.0,False,4,False,1191,296411,2823,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
105.0,3,2.0,False,3,False,1181,292730,2788,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
101.0,3,2.0,False,Bajo,True,1247,318617,3155,False,True,Unknown,Unknown,Unknown,False,False,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
60.0,2,1.0,True,2,False,740,149000,2483,False,Unknown,2009.0,True,False,False,True,True,Unknown,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
96.0,1,1.0,True,2,False,795,164000,1708,False,False,Unknown,Unknown,Unknown,False,False,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
297.0,3,3.0,False,Unknown,False,2070,675000,2273,False,True,Unknown,Unknown,Unknown,False,True,Unknown,Unknown,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
111.0,3,2.0,True,2,False,1299,340000,3063,False,False,2008.0,False,True,True,True,True,True,not indicated,True,False,False,True,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
58.0,3,1.0,False,Bajo,True,471,85000,1466,False,Unknown,1965.0,Unknown,Unknown,False,False,False,Unknown,E,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
147.0,4,3.0,False,Unknown,False,1286,334508,2276,False,True,Unknown,Unknown,Unknown,False,False,Unknown,Unknown,in process,False,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
147.0,4,3.0,False,Unknown,False,1286,334669,2277,False,True,Unknown,Unknown,Unknown,False,False,Unknown,Unknown,in process,False,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
230.0,5,3.0,False,Unknown,False,1439,399900,1739,False,True,Unknown,Unknown,Unknown,False,True,Unknown,Unknown,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
202.0,5,3.0,False,Unknown,False,1393,379900,1881,False,True,Unknown,Unknown,Unknown,False,True,Unknown,Unknown,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
156.0,4,3.0,False,Unknown,False,1484,419600,2690,False,True,Unknown,Unknown,Unknown,False,False,Unknown,Unknown,A,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,House
156.0,4,3.0,False,Unknown,False,1450,404600,2594,False,True,Unknown,Unknown,Unknown,False,False,Unknown,Unknown,A,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
156.0,4,3.0,False,Unknown,False,1381,374600,2401,False,True,Unknown,Unknown,Unknown,False,False,Unknown,Unknown,A,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
93.0,3,1.0,True,2,False,913,199000,2140,False,False,Unknown,True,False,True,True,True,True,in process,False,True,False,False,True,Santa Eugenia 130,Villa de Vallecas 20,Apartment
75.0,3,1.0,True,3,False,640,123500,1647,False,Unknown,Unknown,Unknown,Unknown,True,True,False,True,G,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
52.0,1,1.0,True,3,False,805,167000,3212,False,False,2009.0,False,True,True,True,True,True,D,True,False,True,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
50.0,2,1.0,True,2,False,561,104900,2098,False,False,Unknown,False,True,False,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
102.0,2,2.0,True,1,False,1094,259900,2548,False,False,Unknown,Unknown,Unknown,True,False,True,Unknown,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
93.0,2,2.0,True,2,False,1121,269900,2902,False,False,Unknown,Unknown,Unknown,True,True,True,True,not indicated,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
126.0,3,2.0,False,5,False,1225,310000,2460,False,False,2007.0,Unknown,Unknown,True,True,True,True,C,True,True,False,False,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
94.0,3,2.0,True,2,False,777,159000,1691,True,False,1976.0,True,False,False,True,True,True,G,False,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
70.0,1,1.0,True,Bajo,True,948,210000,3000,False,False,2008.0,False,True,True,True,True,True,in process,True,False,True,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
70.0,3,1.0,True,3,False,656,127500,1821,False,False,Unknown,Unknown,Unknown,True,False,False,True,F,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
71.0,3,1.0,True,4,False,660,128500,1810,False,False,Unknown,Unknown,Unknown,False,True,False,True,F,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
76.0,1,1.0,True,2,False,868,185000,2434,False,False,2007.0,False,True,True,True,True,True,E,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
189.0,4,2.0,True,Unknown,False,1363,367000,1942,False,False,2008.0,True,False,True,True,Unknown,Unknown,in process,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,House
111.0,3,2.0,True,3,False,1024,235000,2117,False,False,1978.0,True,False,False,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Santa Eugenia 130,Villa de Vallecas 20,Apartment
76.0,3,1.0,True,2,False,762,155000,2039,False,False,1968.0,False,True,False,True,False,True,in process,False,False,False,True,True,Santa Eugenia 130,Villa de Vallecas 20,Apartment
50.0,0,1.0,True,1,False,705,140000,2800,False,False,2008.0,False,True,True,True,True,True,in process,True,True,True,True,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Studio
81.0,2,2.0,False,6,False,1127,272000,3358,False,False,2008.0,Unknown,Unknown,True,True,True,True,in process,True,False,False,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
80.0,2,2.0,True,3,False,979,220000,2750,False,Unknown,2006.0,Unknown,Unknown,False,True,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
71.0,2,1.0,True,3,False,583,110000,1549,False,False,Unknown,False,True,True,False,False,True,E,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
73.0,3,1.0,True,1,False,805,167000,2288,False,False,1995.0,False,True,True,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
67.0,2,1.0,True,2,False,742,149700,2234,False,False,Unknown,Unknown,Unknown,True,True,False,Unknown,not indicated,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
70.0,3,1.0,True,1,False,743,149900,2141,True,False,Unknown,False,True,True,False,False,True,in process,True,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
87.0,2,1.0,True,4,False,923,201999,2322,False,False,2008.0,False,True,True,True,True,True,D,True,False,False,False,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
57.0,2,1.0,True,Unknown,Unknown,598,113500,1991,True,False,Unknown,Unknown,Unknown,True,False,False,True,not indicated,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
122.0,3,2.0,False,4,False,1015,232100,1902,False,False,1980.0,Unknown,Unknown,False,True,True,True,E,False,False,True,False,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
51.0,2,1.0,True,1,False,777,159000,3118,False,False,Unknown,False,True,True,False,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
46.0,1,1.0,True,2,False,762,155000,3370,False,False,2008.0,False,True,True,True,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
50.0,2,1.0,True,1,False,625,119900,2398,False,False,Unknown,False,True,True,True,Unknown,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
128.0,3,2.0,True,3,False,1081,255000,1992,True,False,1991.0,False,True,False,True,True,True,in process,True,False,True,True,False,Santa Eugenia 130,Villa de Vallecas 20,Apartment
80.0,2,2.0,True,7,False,1130,273000,3412,False,False,2010.0,False,True,True,True,True,True,in process,True,False,False,True,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
79.0,3,1.0,True,1,False,802,165900,2100,False,False,Unknown,False,True,True,True,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
55.0,1,1.0,False,3,False,642,124000,2255,False,False,2009.0,False,True,True,True,True,True,in process,False,False,False,True,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
95.0,1,1.0,True,1,False,795,164000,1726,True,False,Unknown,Unknown,Unknown,False,False,Unknown,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
91.0,2,2.0,False,5,False,1100,262000,2879,False,False,Unknown,False,True,False,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
54.0,1,2.0,False,1,False,868,185000,3426,False,False,Unknown,True,False,True,True,True,True,not indicated,True,False,False,True,True,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
83.0,2,2.0,False,4,False,1127,272000,3277,False,False,2008.0,False,True,True,True,True,True,B,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
70.0,1,1.0,True,4,False,933,205000,2929,False,False,2006.0,False,True,True,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
67.0,3,1.0,False,5,False,546,101500,1515,True,False,1965.0,False,True,False,False,False,True,in process,False,True,False,True,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
91.0,2,1.0,True,1,False,881,189000,2077,False,False,Unknown,False,True,False,True,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
70.0,1,1.0,True,Entreplanta exterior,True,741,149250,2132,False,False,Unknown,False,True,False,True,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
350.0,4,3.0,True,Unknown,False,2035,660000,1886,False,False,Unknown,False,True,True,True,Unknown,Unknown,in process,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Chalet
107.0,3,1.0,True,3,False,887,190800,1783,True,False,1970.0,False,True,True,False,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
72.0,2,1.0,True,1,False,553,103000,1431,True,False,Unknown,False,True,False,True,False,True,in process,False,False,False,False,True,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
57.0,3,1.0,True,3,False,538,99800,1751,False,False,Unknown,False,True,True,True,False,True,E,False,False,False,True,True,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
90.0,2,1.0,True,4,False,1058,247000,2744,False,False,2004.0,False,True,True,True,True,True,in process,False,False,True,False,False,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Penthouse
60.0,1,1.0,True,1,False,917,200000,3333,False,False,Unknown,Unknown,Unknown,False,True,True,True,B,True,False,False,True,False,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
77.0,2,1.0,True,3,False,1047,243000,3156,False,False,2008.0,False,True,False,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Ensanche de Vallecas - La Gavia 129,Villa de Vallecas 20,Apartment
125.0,4,2.0,True,1,False,1083,256000,2048,False,False,1989.0,False,True,False,True,True,True,in process,True,True,False,False,True,Santa Eugenia 130,Villa de Vallecas 20,Apartment
70.0,3,2.0,True,1,False,847,179000,2557,False,False,2003.0,False,True,True,True,True,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
69.0,3,2.0,True,Bajo,True,868,185000,2681,False,False,2000.0,False,True,False,True,True,True,in process,True,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
73.0,3,1.0,True,1,False,666,129900,1779,False,False,1971.0,False,True,True,False,False,True,in process,False,Unknown,Unknown,Unknown,Unknown,Casco Histórico de Vallecas 128,Villa de Vallecas 20,Apartment
