price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,parking_spaces,urban_mobility_index,education_index,employment_index
120000,planta 2,exterior,3,64.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
365000,planta 3,exterior,2,125.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
192000,planta 7,exterior,3,76.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
408000,planta 1,exterior,3,103.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
189000,planta 7,exterior,2,51.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
999900,chalet,exterior,4,231.0,0,1,Simancas,san-blas,68.0,5.46,9.44,8.83
999900,chalet,exterior,4,233.0,0,1,Simancas,san-blas,68.0,5.46,9.44,8.83
159000,planta 3,exterior,3,75.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
223000,planta 1,exterior,3,84.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
215000,planta 2,exterior,3,69.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
125000,planta 1,exterior,2,54.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
219900,planta 1,exterior,3,77.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
122500,planta 1,exterior,2,48.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
172900,planta 3,exterior,3,63.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
222900,planta 2,exterior,3,114.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
129900,planta 9,exterior,2,46.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
149900,planta 4,exterior,3,68.0,0,0,Rosas,san-blas,0.0,5.3,8.73,6.07
164900,planta 2,exterior,3,72.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
188900,planta 1,exterior,2,55.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
749000,chalet,exterior,4,192.0,0,1,Arcos,san-blas,0.0,5.14,8.23,8.58
130000,planta 3,exterior,3,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
290000,planta 4,exterior,4,136.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
295000,planta 1,exterior,3,95.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
300000,planta 3,exterior,1,85.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
200000,planta 2,exterior,1,56.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
155000,planta 4,exterior,3,81.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
165000,planta 2,exterior,2,80.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
545000,planta 7,exterior,3,107.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
349900,planta 3,exterior,2,107.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
130000,planta 3,exterior,2,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
130000,planta 2,exterior,3,61.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
259500,planta 6,exterior,1,57.0,1,0,Rosas,san-blas,0.0,5.3,8.73,6.07
600000,planta 6,exterior,3,95.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
177999,planta 3,exterior,3,84.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
169999,planta 2,exterior,3,64.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
545000,planta 7,exterior,3,116.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
140000,planta 2,exterior,2,65.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
169000,planta 13,exterior,2,66.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
198000,planta 3,exterior,3,85.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
400000,planta 5,exterior,3,113.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
134000,planta 4,exterior,3,66.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
111900,bajo,exterior,1,28.0,0,0,Rejas,san-blas,0.0,4.24,6.31,7.98
145000,planta 1,exterior,2,64.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
119990,planta 2,exterior,3,60.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
215000,planta 3,exterior,3,80.0,0,0,Salvador,san-blas,339.0,5.14,8.35,6.13
140000,planta 3,exterior,2,68.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
165000,planta 4,exterior,2,70.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
399000,planta 6,exterior,2,88.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
191000,planta 1,exterior,4,106.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
159999,planta 2,exterior,2,67.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
179000,planta 3,exterior,2,69.0,0,1,Canillejas,san-blas,1110.0,6.24,7.96,8.3
114000,bajo,exterior,3,60.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
175000,bajo,exterior,3,74.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
189000,planta 3,exterior,4,85.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
168000,bajo,exterior,2,71.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
389999,planta 4,exterior,3,110.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
230000,bajo,exterior,1,65.0,1,0,Rejas,san-blas,0.0,4.24,6.31,7.98
179000,planta 1,exterior,3,58.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
178000,planta 1,exterior,3,70.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
290000,planta 10,exterior,4,139.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
137600,planta 2,exterior,3,61.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
220000,planta 1,exterior,5,105.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
399000,planta 3,exterior,2,130.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
360000,planta 3,exterior,2,85.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
140000,planta 4,exterior,3,85.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
399000,planta 6,exterior,2,100.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
354900,planta 2,exterior,4,145.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
199000,planta 5,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
169000,bajo,exterior,2,60.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
125000,planta 4,exterior,3,60.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
190000,planta 10,exterior,3,92.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
121000,planta 4,exterior,2,60.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
199000,planta 10,exterior,3,95.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
217260,planta 1,exterior,4,100.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
192260,planta 1,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
195000,planta 4,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
217000,planta 3,exterior,4,105.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
105000,planta 4,exterior,2,50.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
113999,planta 3,exterior,2,60.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
255000,planta 7,exterior,4,135.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
127900,planta 1,exterior,2,54.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
270000,planta 4,exterior,3,100.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
229000,planta 3,exterior,4,119.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
265000,planta 1,exterior,1,65.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
104999,planta 2,exterior,2,50.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
300000,planta 7,exterior,4,134.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
130000,bajo,exterior,1,35.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
134500,planta 2,exterior,3,60.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
185000,planta 1,exterior,3,82.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
95000,planta 2,exterior,3,56.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
185000,planta 3,exterior,3,90.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
121000,planta 2,exterior,3,56.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
238000,bajo,exterior,2,65.0,0,0,Salvador,san-blas,339.0,5.14,8.35,6.13
125000,planta 4,exterior,2,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
550000,planta 1,exterior,2,92.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
147260,planta 1,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
190000,planta 2,exterior,3,115.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
170000,planta 4,exterior,3,85.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
99000,planta 1,exterior,1,41.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
150000,planta 2,exterior,3,55.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
150000,planta 4,exterior,2,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
132000,planta 3,exterior,2,55.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
135000,planta 2,exterior,3,71.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
375000,bajo,exterior,2,138.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
1049900,chalet,exterior,4,231.0,0,1,Simancas,san-blas,68.0,5.46,9.44,8.83
455000,planta 1,exterior,3,122.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
150000,planta 4,exterior,3,82.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
230000,planta 3,exterior,1,72.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
259900,planta 9,exterior,3,117.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
262000,planta 6,exterior,4,140.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
420000,planta 3,exterior,2,140.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
545000,planta 7,exterior,3,107.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
149000,planta 2,exterior,3,61.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
108000,bajo,exterior,3,56.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
199999,planta 9,exterior,3,94.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
199000,bajo,exterior,3,62.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
428500,planta 5,exterior,1,69.0,1,1,Arcos,san-blas,0.0,5.14,8.23,8.58
135000,bajo,exterior,2,54.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
114000,bajo,exterior,2,51.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
175000,planta 1,exterior,3,65.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
395000,planta 2,exterior,2,125.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
230000,planta 1,exterior,1,75.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
169000,bajo,exterior,2,58.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
142000,planta 3,exterior,3,43.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
130600,planta 1,exterior,2,46.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
400000,planta 6,exterior,2,116.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
160000,planta 2,exterior,4,80.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
105000,bajo,exterior,2,53.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
154000,bajo,exterior,2,55.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
415000,planta 1,interior,2,95.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
169000,bajo,exterior,1,51.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
152999,planta 3,exterior,1,100.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
235000,planta 2,exterior,4,117.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
190000,planta 4,exterior,3,89.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
205000,planta 1,exterior,3,119.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
175000,planta 3,exterior,3,72.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
455000,planta 4,exterior,3,128.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
169990,planta 1,exterior,1,50.0,1,0,Rejas,san-blas,0.0,4.24,6.31,7.98
169000,bajo,interior,2,58.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
178900,planta 4,exterior,1,50.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
225000,casa,exterior,2,71.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
122900,bajo,exterior,2,70.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
127500,planta 2,exterior,2,60.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
220000,planta 3,exterior,1,61.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
199000,bajo,exterior,1,57.0,1,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
238000,planta 1,exterior,2,70.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
245000,planta 6,exterior,1,86.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
120000,planta 3,exterior,2,68.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
228000,planta 10,exterior,3,88.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
222000,bajo,exterior,3,83.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
149999,planta 4,exterior,3,80.0,0,0,Rejas,san-blas,0.0,4.24,6.31,7.98
450000,planta 2,exterior,2,109.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
545000,planta 7,exterior,3,116.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
126700,planta 1,exterior,2,52.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
186500,planta 1,exterior,1,53.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
210000,planta 3,exterior,4,99.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
425000,planta 3,exterior,3,115.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
189990,planta 1,exterior,3,66.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
475000,planta 4,exterior,3,105.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
199995,planta 4,exterior,2,62.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
99900,planta 4,exterior,3,75.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
369500,planta 1,exterior,3,104.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
150000,planta 3,exterior,2,50.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
175000,planta 1,exterior,3,76.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
115000,bajo,interior,1,40.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
395000,planta 3,exterior,3,130.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
249000,planta 4,exterior,4,137.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
107000,planta 4,exterior,2,55.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
130000,planta 3,exterior,3,62.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
105000,planta 2,exterior,2,52.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
140000,bajo,exterior,3,57.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
160000,planta 2,interior,3,52.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
129000,planta 3,exterior,2,47.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
250000,planta 2,exterior,1,73.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
140000,entreplanta,exterior,3,59.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
185000,planta 4,exterior,2,70.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
175000,planta 2,exterior,3,78.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
139000,planta 1,exterior,2,50.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
112000,entreplanta,exterior,2,50.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
549900,planta 3,exterior,2,129.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
229000,planta 1,exterior,1,50.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
164999,casa,exterior,2,74.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
167999,planta 3,exterior,2,70.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
179999,planta 1,exterior,3,76.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
275000,entreplanta,exterior,3,80.0,0,0,Salvador,san-blas,339.0,5.14,8.35,6.13
108000,planta 3,exterior,3,63.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
56000,planta -1,exterior,2,46.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
370000,planta 3,exterior,2,106.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
148000,planta 1,exterior,1,50.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
220000,planta 2,exterior,3,72.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
350000,planta 1,exterior,2,97.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
415000,planta 5,exterior,2,93.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
169000,bajo,exterior,2,60.0,1,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
164000,planta 1,exterior,3,60.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
262500,planta 6,exterior,1,57.0,1,0,Rosas,san-blas,0.0,5.3,8.73,6.07
165000,planta 2,exterior,3,94.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
129000,planta 1,exterior,2,58.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
220000,planta 1,exterior,4,109.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
114000,bajo,interior,3,64.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
129900,planta 2,exterior,2,50.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
229000,planta 2,exterior,1,90.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
97999,planta 3,exterior,1,52.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
99000,bajo,exterior,2,44.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
191000,bajo,exterior,1,60.0,1,0,Salvador,san-blas,339.0,5.14,8.35,6.13
375000,planta 1,exterior,3,98.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
126700,planta 1,exterior,2,46.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
169000,planta 4,exterior,1,99.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
109999,planta 3,exterior,2,55.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
180000,planta 1,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
185000,planta 2,exterior,3,80.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
170000,planta 2,exterior,3,83.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
225000,planta 1,exterior,3,133.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
114000,bajo,exterior,2,55.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
369500,planta 1,exterior,3,109.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
155000,planta 2,exterior,3,57.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
178000,bajo,exterior,2,51.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
270000,planta 7,exterior,4,135.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
175000,planta 2,exterior,3,69.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
254000,planta 3,exterior,1,54.0,1,0,Salvador,san-blas,339.0,5.14,8.35,6.13
117000,planta 1,exterior,3,54.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
137800,planta 5,exterior,3,51.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
107999,planta 4,exterior,2,60.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
168000,bajo,exterior,2,60.0,1,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
137800,planta 2,exterior,3,51.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
140000,planta 4,exterior,2,50.0,1,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
219000,planta 4,exterior,3,85.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
199000,planta 1,exterior,3,88.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
123000,bajo,exterior,2,51.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
120000,planta 3,exterior,3,72.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
235000,planta 3,exterior,3,118.0,1,0,Hellín,san-blas,0.0,4.82,8.56,9.37
114000,bajo,exterior,2,50.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
104999,planta 3,exterior,2,45.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
99999,planta 3,exterior,2,47.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
119000,planta 1,exterior,3,82.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
185000,planta 1,exterior,3,84.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
210000,planta 6,exterior,3,78.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
154000,planta 2,exterior,1,68.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
130000,planta 4,exterior,2,58.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
179000,planta 1,exterior,3,70.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
79000,planta 1,exterior,3,57.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
155000,entreplanta,exterior,3,84.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
115000,planta 3,exterior,2,45.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
147000,planta 4,exterior,3,70.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
239000,planta 1,exterior,3,69.0,0,1,Canillejas,san-blas,1110.0,6.24,7.96,8.3
95500,planta 4,exterior,3,65.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
169900,bajo,exterior,3,74.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
118000,planta 2,exterior,2,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
175000,bajo,exterior,2,83.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
120000,planta 2,exterior,2,47.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
179900,planta 1,exterior,3,97.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
160000,planta 4,exterior,3,85.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
160000,planta 4,exterior,2,65.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
117999,entreplanta,exterior,2,50.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
126000,planta 1,exterior,3,68.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
79900,entreplanta,exterior,1,40.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
168000,bajo,exterior,2,50.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
120000,planta 2,interior,3,64.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
209000,planta 1,exterior,3,75.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
179000,planta 4,exterior,3,90.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
201847,planta 9,exterior,2,53.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
185000,planta 4,exterior,1,114.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
185000,planta 2,exterior,3,82.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
195000,planta 7,exterior,2,92.0,1,0,Arcos,san-blas,0.0,5.14,8.23,8.58
210000,planta 3,exterior,1,77.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
133999,bajo,interior,2,45.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
119999,planta 1,exterior,2,60.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
129999,planta 2,exterior,3,60.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
129800,planta 2,exterior,3,43.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
205000,planta 7,exterior,3,90.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
172000,planta 4,exterior,2,75.0,0,0,Simancas,san-blas,68.0,5.46,9.44,8.83
130000,entreplanta,exterior,2,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
109900,planta 3,exterior,3,52.0,0,0,Arcos,san-blas,0.0,5.14,8.23,8.58
186900,entreplanta,exterior,3,91.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
85000,planta 1,exterior,2,45.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
222000,bajo,interior,3,83.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
160000,planta 5,exterior,2,45.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
265000,casa,exterior,4,100.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
113000,planta 1,exterior,2,50.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
129000,bajo,exterior,2,56.0,0,0,Amposta,san-blas,0.0,3.94,10.72,11.19
195000,planta 8,exterior,3,100.0,1,0,Amposta,san-blas,0.0,3.94,10.72,11.19
155000,planta 3,exterior,3,65.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
155000,planta 2,exterior,3,61.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
123000,planta 4,exterior,1,69.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
155000,planta 3,exterior,3,77.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
247000,planta 5,exterior,1,54.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
499000,planta 4,exterior,3,184.0,1,0,Simancas,san-blas,68.0,5.46,9.44,8.83
129000,planta 4,exterior,2,60.0,0,0,Hellín,san-blas,0.0,4.82,8.56,9.37
130349,planta 3,exterior,3,75.0,0,0,Canillejas,san-blas,1110.0,6.24,7.96,8.3
275000,planta 4,exterior,1,64.0,1,1,Simancas,san-blas,68.0,5.46,9.44,8.83
