price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,parking_spaces,urban_mobility_index,education_index,employment_index
459000,planta 4,exterior,2,52.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
425000,planta 4,exterior,2,101.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
309000,planta 3,interior,2,64.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
495000,planta 3,exterior,2,115.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
189000,planta 4,interior,1,41.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
199900,bajo,exterior,2,48.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
225000,planta 6,exterior,1,68.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
214000,planta 2,exterior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
139000,planta 3,interior,2,27.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
144000,planta 2,interior,2,37.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
415000,planta 1,exterior,2,89.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
399000,planta 3,exterior,2,82.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
340000,planta 1,exterior,2,67.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
359000,planta 4,exterior,3,74.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
240000,bajo,exterior,1,52.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
760000,planta 2,exterior,2,77.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
299900,planta 2,exterior,2,53.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
131000,planta 3,interior,1,27.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
235000,planta 3,interior,1,48.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
160000,planta 3,interior,1,38.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
400000,planta 4,exterior,2,101.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
250000,planta 2,interior,1,59.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
290000,planta 4,exterior,3,60.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
160000,planta 1,exterior,1,38.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
340000,bajo,interior,2,55.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
160000,bajo,exterior,1,45.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
195000,planta 3,interior,2,48.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
149000,planta 4,interior,1,26.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
201500,bajo,interior,1,37.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
170000,planta 4,interior,1,42.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
218000,bajo,interior,2,33.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
208000,planta 2,interior,2,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
165000,planta 4,interior,1,34.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
199000,planta 2,interior,1,38.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
299990,semi-sotano,interior,1,84.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
620000,planta 2,exterior,4,104.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
475000,planta 3,exterior,2,81.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
249900,planta 3,interior,2,71.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
220000,planta 4,exterior,1,33.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
160000,planta 4,exterior,1,25.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
180000,planta 1,exterior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
159000,planta 3,interior,2,48.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
149000,planta 1,interior,1,26.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
156000,planta 2,interior,2,36.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
950000,planta 2,exterior,2,162.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
134000,planta 3,interior,1,27.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
190000,planta 1,interior,1,31.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
201500,bajo,exterior,1,37.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
165000,planta 4,exterior,1,33.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
920000,planta 2,exterior,2,162.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
149000,bajo,exterior,1,57.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
155000,planta 1,interior,1,46.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
145000,planta 3,exterior,1,25.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
214300,bajo,interior,1,37.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
425000,planta 4,exterior,1,79.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
199000,planta 5,exterior,1,30.0,0,1,Justicia,centro,1113.0,8.44,6.66,7.56
339000,planta 4,exterior,3,74.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
131000,planta 4,interior,1,27.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
159000,bajo,interior,2,48.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
165000,planta 4,interior,1,33.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
298000,planta 3,interior,1,63.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
245000,planta 2,exterior,1,44.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
495000,planta 2,exterior,3,91.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
179900,planta 2,interior,2,42.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
139000,planta 1,interior,2,39.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
270000,planta 2,exterior,1,45.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
315000,planta 4,exterior,2,60.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
296000,planta 4,exterior,1,49.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
315000,planta 4,exterior,2,59.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
177000,planta 3,interior,1,36.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
185000,planta 3,exterior,1,25.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
127000,bajo,interior,1,31.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
131000,planta 1,interior,2,49.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
189000,planta 4,exterior,1,43.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
385000,planta 5,exterior,2,75.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
105000,bajo,exterior,2,45.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
245000,planta 2,exterior,1,55.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
135000,planta 4,exterior,1,39.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
289000,planta 1,exterior,3,72.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
288798,entreplanta,interior,2,62.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
188000,planta 1,interior,1,41.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
239000,planta 2,interior,2,56.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
490000,planta 1,exterior,2,121.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
365600,planta 2,exterior,3,57.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
75000,bajo,interior,1,20.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
195000,planta 4,exterior,2,50.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
165000,planta 3,interior,1,46.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
190000,planta 2,interior,1,37.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
340000,planta 4,interior,2,60.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
310000,planta 2,interior,2,55.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
136500,planta 1,exterior,1,24.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
289000,bajo,exterior,1,93.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
679999,planta 1,exterior,2,90.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
89900,planta 1,interior,1,31.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
165000,planta 1,exterior,1,45.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
98000,planta 1,interior,1,20.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
680000,planta 2,exterior,4,110.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
219000,planta 1,exterior,1,38.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
249900,bajo,interior,1,50.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
159000,bajo,interior,2,35.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
450000,planta 3,exterior,2,84.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
250000,planta 4,exterior,1,35.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
710000,planta 2,exterior,2,132.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
380000,planta 4,exterior,2,50.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
168000,planta 4,interior,1,30.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
182000,bajo,interior,1,34.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
228000,planta 1,interior,1,27.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
135000,planta 3,interior,2,47.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
240000,planta 3,interior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
240000,planta 3,interior,1,47.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
220000,planta 4,interior,1,41.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
195000,planta 2,interior,2,54.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
337000,planta 1,exterior,2,87.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
155000,planta 4,interior,1,26.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
530000,planta 1,exterior,1,73.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
275000,planta 2,exterior,2,54.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
163000,planta 3,interior,1,37.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
155000,planta 2,interior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
198000,bajo,interior,2,48.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
570000,planta 2,exterior,2,87.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
245000,planta 3,interior,2,34.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
102500,bajo,interior,2,31.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
260000,planta 4,interior,3,61.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
220000,planta 4,interior,1,42.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
180000,bajo,interior,3,37.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
525000,planta 3,exterior,2,101.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
265000,bajo,exterior,1,59.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
169000,planta 1,interior,1,34.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
330000,planta 1,exterior,1,88.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
162000,planta 4,exterior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
115000,bajo,interior,1,24.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
450000,planta 2,exterior,2,69.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
190000,bajo,interior,1,40.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
124500,planta 1,interior,1,30.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
180000,planta 4,interior,2,40.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
169000,bajo,interior,1,25.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
220000,planta 4,exterior,1,42.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
425000,planta 4,exterior,2,99.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
133000,planta 5,exterior,1,37.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
189000,planta 2,exterior,1,40.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
420000,bajo,exterior,2,91.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
165000,planta 3,interior,1,37.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
266000,planta 4,exterior,1,60.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
130000,bajo,interior,1,30.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
355000,planta 5,exterior,1,57.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
144000,bajo,interior,1,40.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
315000,planta 2,exterior,2,70.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
199000,planta 2,exterior,1,44.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
175000,planta 2,interior,2,33.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
210000,planta 4,interior,1,45.0,0,0,Sol,centro,505.0,26.06,6.79,9.32
240000,planta 1,interior,2,50.0,0,0,Justicia,centro,1113.0,8.44,6.66,7.56
250000,planta 2,exterior,1,44.0,0,0,Cortes,centro,110.0,6.35,4.78,8.15
259000,planta 4,interior,3,60.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
350000,planta 4,exterior,1,60.0,0,0,Embajadores,centro,2012.0,9.24,5.46,10.08
355000,bajo,exterior,1,65.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
320000,planta 4,interior,2,55.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
450000,planta 3,exterior,2,87.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
295000,planta 1,interior,1,71.0,0,0,Universidad,centro,0.0,11.46,4.88,7.75
245000,planta 1,interior,1,30.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
213500,bajo,interior,1,41.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
295000,planta 1,interior,1,37.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
440000,planta 5,exterior,2,53.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
390000,planta 1,interior,2,50.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
235000,bajo,interior,2,50.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
257900,planta 5,exterior,1,44.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
237000,planta 3,interior,2,44.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
215000,planta 4,interior,1,39.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
382000,sotano,exterior,2,56.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
419000,planta 1,interior,2,68.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
179000,planta 1,interior,1,34.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
310000,planta 1,interior,2,53.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
270400,bajo,exterior,1,46.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
415000,planta 2,interior,1,65.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
270400,bajo,interior,1,52.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
395000,planta 4,exterior,2,48.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
330000,planta 3,exterior,3,75.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
259900,planta 4,exterior,1,75.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
269000,planta 2,interior,2,48.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
186000,bajo,interior,2,40.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
450000,bajo,interior,2,59.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
310000,planta 1,interior,1,51.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
245000,planta 1,interior,1,40.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
270400,bajo,exterior,1,45.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
270000,planta 4,interior,1,35.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
199000,planta 2,interior,1,30.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
249000,planta 4,interior,1,44.0,1,0,Rosas,chamberi,0.0,5.3,8.73,6.07
306000,bajo,interior,1,42.0,0,0,Rosas,chamberi,0.0,5.3,8.73,6.07
294900,planta 1,exterior,3,90.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
254000,planta 4,exterior,3,99.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
209900,planta 4,exterior,3,99.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
133000,bajo,exterior,2,51.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
139900,bajo,exterior,2,57.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
199900,planta 4,exterior,2,71.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
159000,planta 2,exterior,2,51.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
163300,planta 4,exterior,1,57.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
178000,bajo,exterior,2,80.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
279000,planta 1,exterior,3,93.0,0,0,Colina,ciudad lineal,0.0,6.03,6.86,6.15
219000,planta 3,exterior,3,90.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
188900,bajo,interior,1,65.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
151500,planta 4,exterior,3,57.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
198000,planta 2,exterior,2,68.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
210000,bajo,exterior,1,81.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
137500,planta 1,exterior,2,63.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
140000,bajo,exterior,3,91.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
191000,entreplanta,interior,3,65.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
169000,planta 3,exterior,1,51.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
147000,bajo,exterior,2,54.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
214000,planta 2,interior,2,76.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
122500,entreplanta,exterior,2,51.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
245000,planta 3,exterior,2,60.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
200000,bajo,exterior,1,67.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
188000,planta 4,interior,2,75.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
160000,planta 3,exterior,3,59.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
159900,planta 3,exterior,4,73.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
159000,planta 1,exterior,2,45.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
179000,planta 4,exterior,2,53.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
140000,bajo,exterior,2,62.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
160000,planta 4,exterior,3,79.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
170000,planta 2,exterior,2,55.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
214000,planta 2,exterior,2,70.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
160000,bajo,exterior,1,50.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
157000,bajo,exterior,2,75.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
140000,bajo,exterior,2,55.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
250000,planta 1,exterior,3,68.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
235000,planta 1,exterior,3,86.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
159000,bajo,exterior,2,50.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
210000,planta 1,exterior,2,78.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
226000,planta 1,exterior,3,64.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
260000,planta 3,exterior,2,64.0,0,0,Colina,ciudad lineal,0.0,6.03,6.86,6.15
159000,planta 3,exterior,2,68.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
190000,planta 3,exterior,3,72.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
79600,planta 1,exterior,3,69.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
160000,planta 1,exterior,2,65.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
230000,bajo,interior,2,65.0,0,0,Colina,ciudad lineal,0.0,6.03,6.86,6.15
149000,planta 2,exterior,2,49.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
172000,planta 4,exterior,2,74.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
214999,planta 1,exterior,2,85.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
215000,planta 4,exterior,2,52.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
346000,planta 2,exterior,2,88.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
247200,bajo,exterior,2,72.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
168000,planta 2,exterior,3,73.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
155500,planta 4,exterior,3,69.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
149000,bajo,exterior,2,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
225000,planta 3,exterior,2,77.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
295000,planta 3,exterior,3,88.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
179000,planta 2,exterior,1,30.0,0,0,San Pascual,ciudad lineal,309.0,6.44,7.82,6.18
230000,planta 1,exterior,3,95.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
175000,planta 2,exterior,2,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
395000,planta 1,exterior,3,90.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
125000,bajo,interior,1,52.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
179000,planta 2,exterior,1,28.0,1,0,San Pascual,ciudad lineal,309.0,6.44,7.82,6.18
140000,bajo,exterior,2,56.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
170000,planta 2,exterior,2,51.0,0,0,Ventas,ciudad lineal,1822.0,6.81,6.34,7.79
140000,bajo,exterior,2,77.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
175000,planta 5,exterior,2,55.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
99000,bajo,exterior,1,35.0,0,0,San Pascual,ciudad lineal,309.0,6.44,7.82,6.18
149000,planta 5,exterior,3,60.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
480000,planta 1,exterior,3,101.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
239000,planta 3,exterior,3,80.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
132870,planta 1,exterior,1,58.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
207000,planta 3,exterior,2,68.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
155000,planta 1,interior,3,64.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
175000,planta 2,interior,3,72.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
175000,planta 4,exterior,3,65.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
215000,planta 2,exterior,2,63.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
180000,planta 3,exterior,2,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
163500,bajo,exterior,1,56.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
155000,planta 4,interior,3,61.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
289990,planta 1,exterior,3,67.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
142500,bajo,exterior,2,49.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
155000,planta 4,exterior,3,62.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
150000,planta 3,exterior,3,58.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
180000,bajo,exterior,3,91.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
128000,planta 1,exterior,2,50.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
169000,planta 3,exterior,3,67.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
189900,planta 3,exterior,3,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
175000,planta 4,exterior,3,62.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
155000,planta 4,exterior,2,62.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
196000,planta 4,exterior,3,62.0,0,0,Quintana,ciudad lineal,504.0,12.09,5.87,8.41
185000,planta 3,exterior,3,76.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
220000,planta 4,exterior,3,93.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
180000,planta 2,exterior,3,69.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
180000,bajo,exterior,1,139.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,7.56,6.53,8.17
