,Area,rooms,floor,price,elevator,exterior,district
4397,63.0,3,4.0,129000,False,True,puente de vallecas
4398,63.0,2,4.0,160000,False,True,puente de vallecas
4399,77.0,2,0.0,127500,True,True,puente de vallecas
4400,57.0,2,1.0,86000,False,True,puente de vallecas
4401,53.0,1,9.0,158000,True,True,puente de vallecas
4402,63.0,2,1.0,120000,False,True,puente de vallecas
4403,90.0,2,6.0,269000,True,True,puente de vallecas
4404,35.0,1,0.0,80000,False,False,puente de vallecas
4405,54.0,2,0.0,120000,False,True,puente de vallecas
4406,105.0,3,4.0,182100,True,True,puente de vallecas
4407,62.0,3,1.0,164000,False,True,puente de vallecas
4408,40.0,2,0.0,67000,False,False,puente de vallecas
4409,39.0,2,0.0,79000,False,False,puente de vallecas
4410,65.0,2,0.5,125000,False,True,puente de vallecas
4411,75.0,2,2.0,122000,True,True,puente de vallecas
4412,90.0,3,2.0,185000,False,True,puente de vallecas
4413,99.0,3,6.0,154000,True,True,puente de vallecas
4414,83.0,2,1.0,160000,False,True,puente de vallecas
4415,77.0,2,2.0,149000,False,True,puente de vallecas
4416,81.0,3,2.0,209000,True,True,puente de vallecas
4417,81.0,3,2.0,120000,False,True,puente de vallecas
4418,46.0,0,0.0,90000,False,True,puente de vallecas
4419,83.0,3,5.0,158470,True,True,puente de vallecas
4420,72.0,3,2.0,134000,False,True,puente de vallecas
4421,86.0,3,3.0,125000,False,True,puente de vallecas
4422,94.0,3,9.0,348000,True,True,puente de vallecas
4423,57.0,2,4.0,125600,False,True,puente de vallecas
4424,75.0,3,4.0,155000,True,True,puente de vallecas
4425,70.0,3,3.0,80000,False,True,puente de vallecas
4426,68.0,3,4.0,119000,False,True,puente de vallecas
4427,65.0,3,2.0,124900,False,True,puente de vallecas
4428,47.0,1,3.0,144000,False,True,puente de vallecas
4429,67.0,3,1.0,128000,False,True,puente de vallecas
4430,77.0,3,4.0,120000,False,True,puente de vallecas
4431,80.0,3,1.0,215000,True,True,puente de vallecas
4432,82.0,4,3.0,159000,False,True,puente de vallecas
4433,45.0,1,0.0,112000,False,True,puente de vallecas
4434,48.0,1,3.0,80000,False,True,puente de vallecas
4435,53.0,1,0.0,99000,False,True,puente de vallecas
4436,63.0,2,3.0,120000,False,True,puente de vallecas
4437,86.0,3,4.0,199000,True,True,puente de vallecas
4438,81.0,3,4.0,139000,False,True,puente de vallecas
4439,69.0,3,4.0,136500,True,True,puente de vallecas
4440,78.0,2,4.0,219900,True,True,puente de vallecas
4441,82.0,2,1.0,111000,False,True,puente de vallecas
4443,75.0,2,0.0,205000,True,True,puente de vallecas
4444,69.0,2,0.0,121900,True,True,puente de vallecas
4445,75.0,2,2.0,135000,False,True,puente de vallecas
4446,110.0,3,3.0,215000,False,True,puente de vallecas
4447,137.0,3,1.0,259000,True,True,puente de vallecas
4448,50.0,1,5.0,175000,True,True,puente de vallecas
4449,90.0,2,1.0,236000,True,True,puente de vallecas
4450,45.0,2,1.0,85000,False,True,puente de vallecas
4451,109.0,2,2.0,199000,False,True,puente de vallecas
4452,86.0,3,2.0,165000,False,True,puente de vallecas
4453,45.0,2,2.0,120000,False,True,puente de vallecas
4454,100.0,3,9.0,180000,True,True,puente de vallecas
4455,82.0,3,4.0,139000,False,True,puente de vallecas
4456,80.0,3,2.0,165000,False,True,puente de vallecas
4457,65.0,2,3.0,159000,True,True,puente de vallecas
4458,45.0,1,0.0,89000,False,True,puente de vallecas
4459,79.0,2,1.0,119000,False,True,puente de vallecas
4460,68.0,1,2.0,179000,True,True,puente de vallecas
4461,128.0,4,3.0,255000,False,True,puente de vallecas
4462,125.0,3,3.0,190000,False,True,puente de vallecas
4463,50.0,2,1.0,145000,False,True,puente de vallecas
4464,93.0,3,1.0,187000,False,True,puente de vallecas
4465,64.0,2,3.0,168000,True,True,puente de vallecas
4466,48.0,1,1.0,129000,True,True,puente de vallecas
4467,69.0,3,2.0,136400,False,True,puente de vallecas
4468,103.0,2,2.0,420000,True,True,moncloa
4471,60.0,1,1.0,289000,True,True,moncloa
4472,95.0,3,6.0,580000,True,True,moncloa
4473,117.0,3,0.0,520000,True,True,moncloa
4474,120.0,3,1.0,495000,True,True,moncloa
4475,98.0,1,2.0,398000,True,True,moncloa
4476,46.0,1,4.0,395000,True,True,moncloa
4477,44.0,1,2.0,420000,True,True,moncloa
4478,53.0,1,2.0,475000,True,True,moncloa
4479,53.0,1,3.0,485000,True,True,moncloa
4481,55.0,2,6.0,179000,True,True,moncloa
4482,114.0,3,2.0,440000,True,True,moncloa
4483,73.0,3,4.0,259000,True,True,moncloa
4484,70.0,1,0.0,139999,False,True,moncloa
4485,100.0,2,5.0,650000,True,False,moncloa
4486,82.0,3,5.0,320000,True,True,moncloa
4489,55.0,3,1.0,130000,False,True,moratalaz
4490,68.0,2,3.0,159000,False,True,moratalaz
4491,80.0,3,3.0,196900,True,True,moratalaz
4492,66.0,3,3.0,135000,False,True,moratalaz
4493,60.0,3,0.0,120000,False,True,moratalaz
4494,96.0,3,2.0,268000,True,True,moratalaz
4495,103.0,3,1.0,169000,True,True,moratalaz
4496,102.0,2,7.0,305000,True,True,moratalaz
4497,85.0,3,0.0,189900,True,True,moratalaz
4498,110.0,3,6.0,400000,True,True,moratalaz
4499,65.0,3,1.0,220000,True,True,moratalaz
4500,85.0,3,7.0,288000,True,True,moratalaz
4501,98.0,3,6.0,239900,True,True,moratalaz
4502,128.0,3,1.0,310000,True,True,moratalaz
4503,90.0,3,2.0,210000,False,True,moratalaz
4504,54.0,2,8.0,155000,True,True,moratalaz
4505,50.0,2,1.0,135000,False,True,moratalaz
4506,95.0,3,0.0,249000,True,True,moratalaz
4507,88.0,3,2.0,149000,False,True,moratalaz
4508,75.0,3,1.0,219000,False,True,moratalaz
4509,62.0,3,4.0,149900,False,True,moratalaz
4510,93.0,3,3.0,345000,True,True,moratalaz
4512,123.0,3,5.0,575000,True,True,moratalaz
4513,60.0,3,2.0,148000,True,True,moratalaz
4514,108.0,3,3.0,345000,True,True,moratalaz
4516,101.0,3,7.0,279450,True,True,moratalaz
4517,100.0,3,3.0,155000,True,True,moratalaz
4518,51.0,2,4.0,150000,True,True,moratalaz
4519,101.0,3,0.0,279000,True,True,moratalaz
4520,94.0,3,3.0,151000,True,True,moratalaz
4521,91.0,3,7.0,209000,True,True,moratalaz
4522,60.0,3,4.0,133000,False,True,moratalaz
4523,47.0,2,8.0,155000,True,True,moratalaz
4524,71.0,3,0.5,161000,False,True,moratalaz
4525,80.0,2,1.0,183000,False,True,moratalaz
4526,115.0,3,0.5,380000,True,True,moratalaz
4527,70.0,3,4.0,130000,False,True,moratalaz
4528,71.0,3,0.5,161000,True,True,moratalaz
4529,99.0,3,1.0,226000,True,True,moratalaz
4530,64.0,3,1.0,220000,True,True,moratalaz
4531,112.0,3,7.0,280000,True,True,moratalaz
4532,129.0,3,6.0,375000,True,True,moratalaz
4533,122.0,3,4.0,385000,True,True,moratalaz
4534,113.0,3,5.0,350000,True,True,moratalaz
4535,94.0,3,3.0,161000,True,True,moratalaz
4536,75.0,2,3.0,196900,False,True,moratalaz
4537,105.0,4,2.0,345000,True,True,moratalaz
4538,133.0,4,4.0,399000,True,True,moratalaz
4539,136.0,4,3.0,380000,True,True,moratalaz
4540,60.0,3,4.0,134900,False,True,moratalaz
4541,94.0,3,5.0,299000,True,True,moratalaz
4542,65.0,2,0.0,139000,True,True,moratalaz
4543,55.0,3,6.0,109000,False,True,moratalaz
4544,64.0,3,0.0,139900,True,True,moratalaz
4545,94.0,3,5.0,239000,True,True,moratalaz
4546,94.0,4,6.0,299000,True,True,moratalaz
4547,110.0,4,3.0,423000,True,True,moratalaz
4548,100.0,4,1.0,195000,False,True,moratalaz
4549,90.0,3,3.0,269000,True,True,moratalaz
4550,93.0,3,3.0,289000,True,True,moratalaz
4551,93.0,3,7.0,258000,True,True,moratalaz
4552,100.0,3,7.0,235000,True,True,moratalaz
4553,110.0,4,3.0,319000,True,True,moratalaz
4554,58.0,3,0.5,155000,False,True,moratalaz
4555,109.0,4,1.0,349000,True,True,moratalaz
4557,92.0,3,0.0,260000,True,True,moratalaz
4558,73.0,3,2.0,154000,False,True,moratalaz
4559,90.0,3,4.0,275000,True,True,moratalaz
4561,63.0,3,4.0,120000,False,True,moratalaz
4562,74.0,3,4.0,149000,False,True,moratalaz
4563,60.0,2,0.0,170000,False,True,moratalaz
4564,85.0,3,0.0,167000,False,True,moratalaz
4565,65.0,2,3.0,180000,False,True,moratalaz
4566,50.0,2,3.0,150000,True,True,moratalaz
4567,74.0,3,2.0,168000,False,True,moratalaz
4568,50.0,2,8.0,155000,True,True,moratalaz
4569,49.0,2,1.0,148000,True,True,moratalaz
4570,112.0,4,1.0,250000,True,True,moratalaz
4571,60.0,2,2.0,139900,False,True,moratalaz
4572,90.0,3,2.0,220000,True,True,moratalaz
4573,69.0,1,0.0,177000,True,True,moratalaz
4574,63.0,2,4.0,123000,False,True,moratalaz
4575,93.0,3,1.0,250000,True,True,moratalaz
4576,78.0,3,2.0,140000,False,True,moratalaz
4577,90.0,3,7.0,259000,True,True,moratalaz
4578,135.0,4,1.0,360000,True,True,moratalaz
4579,96.0,3,5.0,246000,True,True,moratalaz
4580,93.0,3,4.0,276000,True,True,moratalaz
4581,85.0,3,1.0,210000,False,True,moratalaz
4582,74.0,3,3.0,185000,False,True,moratalaz
4583,73.0,3,1.0,175000,False,True,moratalaz
4584,60.0,3,3.0,130000,False,True,moratalaz
4586,95.0,3,3.0,270000,True,True,moratalaz
4587,50.0,2,4.0,155000,True,True,moratalaz
4588,73.0,3,1.0,176000,False,True,moratalaz
4589,71.0,3,4.0,135000,False,True,moratalaz
4590,70.0,3,1.0,149000,False,True,moratalaz
4591,80.0,3,4.0,166900,True,True,moratalaz
4592,68.0,3,1.0,168300,False,True,moratalaz
4593,96.0,3,4.0,280000,True,True,moratalaz
4595,93.0,3,6.0,277000,True,True,moratalaz
4596,85.0,2,2.0,297000,True,True,moratalaz
4597,134.0,4,1.0,425000,True,True,moratalaz
4599,100.0,3,3.0,205000,True,True,moratalaz
4600,81.0,4,3.0,170000,False,True,moratalaz
4601,92.0,3,0.5,220000,False,True,moratalaz
4602,50.0,2,2.0,155000,True,True,moratalaz
4603,62.0,3,0.5,147000,False,True,moratalaz
4604,85.0,3,0.0,167000,True,True,moratalaz
4605,110.0,3,3.0,409000,True,True,moratalaz
4606,87.0,3,0.0,159000,False,True,moratalaz
4607,98.0,3,6.0,310000,True,True,moratalaz
4608,71.0,3,3.0,159000,False,True,moratalaz
4609,58.0,3,3.0,128000,False,True,moratalaz
4610,129.0,3,6.0,425000,True,True,moratalaz
4611,100.0,3,2.0,400000,False,True,moratalaz
4613,60.0,2,0.0,145000,False,True,moratalaz
4614,60.0,2,4.0,159000,False,True,moratalaz
4616,50.0,2,1.0,150000,True,True,moratalaz
4617,75.0,3,2.0,160000,False,True,moratalaz
4618,78.0,3,1.0,175000,False,True,moratalaz
4619,70.0,3,1.0,135000,False,True,moratalaz
4620,82.0,4,1.0,195000,False,True,moratalaz
4621,115.0,3,3.0,285000,True,True,moratalaz
4622,86.0,3,4.0,229000,False,True,moratalaz
4623,94.0,3,5.0,270000,True,True,moratalaz
4624,80.0,2,4.0,255000,True,True,moratalaz
4625,62.0,3,2.0,135989,False,True,moratalaz
4626,57.0,3,3.0,155000,False,True,moratalaz
4627,43.0,2,0.0,130000,True,True,moratalaz
4628,55.0,2,2.0,155000,True,True,moratalaz
4629,62.0,3,4.0,140000,False,True,moratalaz
4630,58.0,2,5.0,128000,False,True,moratalaz
4631,97.0,3,1.0,220000,True,True,moratalaz
4632,65.0,2,4.0,130000,False,True,moratalaz
4634,92.0,3,1.0,259000,True,True,moratalaz
4635,85.0,3,2.0,278000,True,True,moratalaz
4636,50.0,3,3.0,180000,True,True,moratalaz
4637,66.0,2,0.0,159950,True,True,moratalaz
4638,95.0,3,1.0,265000,True,True,moratalaz
4640,128.0,4,4.0,394999,True,True,moratalaz
4641,93.0,3,0.0,230000,True,True,moratalaz
4642,45.0,2,8.0,155000,True,True,moratalaz
4643,93.0,3,0.0,275000,True,True,moratalaz
4644,71.0,3,4.0,165000,False,True,moratalaz
4645,70.0,4,3.0,190000,False,True,moratalaz
4646,50.0,3,0.0,200000,False,True,moratalaz
4647,92.0,3,2.0,135000,False,True,moratalaz
4648,47.0,1,1.0,135000,False,True,moratalaz
4649,75.0,2,0.0,150000,False,True,moratalaz
4650,99.0,3,1.0,266000,True,True,moratalaz
4651,95.0,3,1.0,255000,True,True,moratalaz
4652,101.0,3,4.0,151000,True,True,moratalaz
4653,71.0,3,0.0,230000,False,True,moratalaz
4654,101.0,3,7.0,279845,True,True,moratalaz
4655,87.0,4,3.0,190000,False,True,moratalaz
4657,60.0,3,3.0,125000,False,True,moratalaz
4658,90.0,3,6.0,263000,True,True,moratalaz
4659,127.0,4,1.0,353000,True,True,moratalaz
4660,52.0,2,8.0,155000,True,True,moratalaz
4661,72.0,3,1.0,150000,False,True,moratalaz
4662,73.0,3,3.0,190000,True,True,moratalaz
4663,110.0,4,4.0,350000,True,True,moratalaz
4664,75.0,3,4.0,170000,False,True,moratalaz
4665,34.0,0,0.0,85000,False,True,moratalaz
4666,95.0,3,2.0,190000,True,True,moratalaz
4667,115.0,3,6.0,430000,True,True,moratalaz
4668,75.0,3,4.0,165000,False,True,moratalaz
4670,74.0,2,3.0,198000,True,True,moratalaz
4672,67.0,3,2.0,139000,False,True,moratalaz
4673,73.0,3,3.0,154000,False,True,moratalaz
4674,79.0,4,4.0,134100,False,True,moratalaz
4675,90.0,2,4.0,305000,True,True,moratalaz
4676,70.0,2,1.0,121000,False,True,moratalaz
4677,90.0,3,1.0,175000,False,True,moratalaz
4678,72.0,3,1.0,159000,False,True,moratalaz
4679,117.0,3,0.0,165000,True,True,moratalaz
4680,78.0,3,3.0,160000,False,True,moratalaz
4682,110.0,4,9.0,430000,True,True,moratalaz
4684,58.0,2,1.0,149000,False,True,moratalaz
4685,75.0,3,1.0,68900,False,True,moratalaz
4686,136.0,4,5.0,360000,True,True,moratalaz
4687,58.0,3,4.0,128000,False,True,moratalaz
4688,90.0,3,5.0,299000,True,True,moratalaz
4689,60.0,3,0.5,160000,True,True,moratalaz
4690,90.0,3,1.0,165000,True,True,moratalaz
4691,120.0,3,3.0,345000,True,True,moratalaz
4692,92.0,3,1.0,265000,True,True,moratalaz
4693,95.0,3,6.0,222000,True,True,moratalaz
4695,98.0,3,9.0,390000,True,True,moratalaz
4696,92.0,3,5.0,259000,True,True,moratalaz
4697,60.0,3,3.0,140000,True,True,moratalaz
4698,56.0,1,-0.5,119000,False,True,latina
4699,88.0,3,1.0,198000,True,True,latina
4700,66.0,3,3.0,132000,False,True,latina
4701,77.0,2,3.0,295000,True,True,latina
4702,60.0,1,0.0,99000,False,True,latina
4703,35.0,0,3.0,134000,True,True,latina
4704,42.0,2,1.0,168000,False,True,latina
4705,79.0,0,0.0,165000,False,True,latina
4706,80.0,2,1.0,210000,True,True,latina
4707,85.0,2,1.0,225000,True,True,latina
4708,86.0,4,2.0,265000,True,True,latina
4709,88.0,2,3.0,196000,False,True,latina
4710,110.0,4,1.0,269000,True,True,latina
4712,93.0,3,2.0,219000,True,True,latina
4713,65.0,3,3.0,156000,False,True,latina
4714,102.0,4,1.0,285000,False,True,latina
4715,71.0,4,4.0,305000,True,True,latina
4716,136.0,4,2.0,369000,False,True,latina
4717,86.0,2,4.0,325000,True,True,latina
4718,75.0,3,2.0,210000,False,True,latina
4719,112.0,4,1.0,259000,True,True,latina
4720,72.0,2,1.0,230000,True,True,latina
4721,47.0,1,1.0,157000,True,True,latina
4722,74.0,2,1.0,233000,True,True,latina
4723,73.0,2,0.0,243000,True,True,latina
4724,50.0,2,2.0,157000,True,True,latina
4725,53.0,2,4.0,118900,False,True,latina
4726,80.0,3,4.0,135000,True,False,latina
4727,65.0,2,0.0,138000,True,True,latina
4728,74.0,3,0.0,120000,False,True,latina
4729,75.0,2,5.0,108000,False,True,latina
4730,48.0,2,3.0,101890,False,True,latina
4731,90.0,3,1.0,260000,False,True,latina
4732,88.0,3,3.0,181000,True,True,latina
4734,73.0,2,2.0,139000,False,True,latina
4735,63.0,3,3.0,133000,False,True,latina
4736,95.0,3,1.0,250000,True,True,latina
4737,55.0,2,4.0,140000,False,True,latina
4738,85.0,2,4.0,285000,True,True,latina
4739,57.0,3,1.0,167000,True,True,latina
4740,67.0,0,1.0,235000,False,True,latina
4741,63.0,1,2.0,101000,True,True,latina
4742,73.0,3,7.0,179000,True,True,latina
4743,65.0,3,1.0,126000,False,True,latina
4744,75.0,3,1.0,180000,True,True,latina
4745,68.0,1,0.0,169000,True,True,latina
4747,69.0,3,3.0,76000,False,True,latina
4748,60.0,2,3.0,105000,False,True,latina
4749,74.0,3,0.0,133665,True,True,latina
4750,60.0,2,3.0,128000,False,True,latina
4751,40.0,2,2.0,128000,False,False,latina
4752,65.0,3,6.0,159000,True,True,latina
4753,92.0,3,1.0,234900,True,True,latina
4754,40.0,1,1.0,155000,False,False,latina
4755,60.0,2,4.0,102000,False,True,latina
4756,83.0,3,1.0,180000,False,True,latina
4757,56.0,2,2.0,95000,True,True,latina
4758,50.0,1,1.0,157000,True,True,latina
4759,50.0,2,0.0,128000,False,True,latina
4760,96.0,2,1.0,220000,True,True,latina
4761,80.0,3,4.0,139000,False,True,latina
4762,74.0,3,0.0,134000,False,True,latina
4763,55.0,2,4.0,139000,True,True,latina
4764,74.0,2,1.0,180000,False,True,latina
4765,83.0,3,5.0,260000,True,True,latina
4766,65.0,2,0.0,126000,False,True,latina
4767,109.0,3,4.0,393500,True,True,latina
4768,70.0,3,1.0,126000,False,True,latina
4769,75.0,3,3.0,170000,True,True,latina
4770,68.0,1,1.0,167000,True,True,latina
4771,70.0,2,0.5,165000,True,True,latina
4772,75.0,3,3.0,126000,False,True,latina
4773,65.0,3,3.0,165000,False,True,latina
4774,59.0,2,1.0,150000,False,True,latina
4775,52.0,2,4.0,117000,False,True,latina
4776,70.0,2,2.0,124900,False,True,latina
4777,56.0,2,0.0,125000,True,True,latina
4778,54.0,2,2.0,129000,False,True,latina
4779,75.0,2,1.0,238000,True,True,latina
4780,74.0,3,2.0,197260,False,True,latina
4781,76.0,3,3.0,154000,True,True,latina
4782,75.0,3,8.0,135000,True,True,latina
4783,75.0,3,8.0,144000,True,True,latina
4784,109.0,3,1.0,298000,True,True,latina
4785,69.0,3,4.0,225000,True,True,latina
4786,73.0,3,3.0,110000,True,True,latina
4787,78.0,2,9.0,288000,True,True,latina
4788,95.0,2,1.0,360000,True,True,latina
4789,67.0,3,3.0,149000,False,True,latina
4790,62.0,2,1.0,126000,False,False,latina
4791,45.0,3,0.0,130000,False,True,latina
4792,107.0,3,4.0,365000,True,True,latina
4794,57.0,1,1.0,161000,True,True,latina
4795,70.0,2,2.0,235000,True,True,latina
4796,75.0,3,5.0,249000,False,True,latina
4797,70.0,3,0.0,183000,True,False,latina
4798,100.0,3,9.0,260000,True,True,latina
4799,115.0,3,5.0,370000,True,True,latina
4800,90.0,2,4.0,330000,True,True,latina
4801,84.0,3,2.0,194000,True,True,latina
4803,69.0,3,4.0,130000,False,True,latina
4804,87.0,3,1.0,198000,True,True,latina
4805,62.0,2,3.0,180000,True,True,latina
4806,53.0,2,3.0,240000,False,True,latina
4807,53.0,2,2.0,129000,False,True,latina
4808,65.0,3,-0.5,119000,False,True,latina
4809,74.0,3,4.0,139000,True,True,latina
4810,52.0,1,0.0,165000,False,True,latina
4811,59.0,2,7.0,91000,True,True,latina
4812,90.0,3,1.0,140000,False,True,latina
4813,59.0,0,0.0,125900,False,False,latina
4814,52.0,2,3.0,135000,False,True,latina
4815,95.0,3,1.0,168000,False,True,latina
4816,58.0,2,0.0,129000,True,True,latina
4817,80.0,3,1.0,160000,True,True,latina
4818,85.0,3,2.0,149990,True,True,latina
4819,51.0,3,4.0,125599,False,True,latina
4820,75.0,2,7.0,175000,True,True,latina
4821,36.0,0,1.0,125000,True,True,latina
4822,50.0,1,1.0,187000,True,True,latina
4823,91.0,3,4.0,328000,True,True,latina
4824,80.0,2,1.0,253000,True,True,latina
4825,75.0,2,1.0,230000,False,True,latina
4826,61.0,3,3.0,169000,False,True,latina
4827,78.0,2,1.0,140000,False,True,latina
4828,97.0,3,2.0,297150,True,True,latina
4829,90.0,3,3.0,260000,True,True,latina
4830,79.0,3,1.0,198000,True,True,latina
4831,66.0,3,0.0,165000,True,True,latina
4832,90.0,2,4.0,340000,True,True,latina
4833,52.0,3,3.0,103000,False,True,latina
4834,66.0,2,3.0,126000,False,True,latina
4835,58.0,2,1.0,105000,False,True,latina
4836,67.0,2,2.0,149000,False,True,latina
4837,70.0,2,0.0,120000,False,True,latina
4838,68.0,3,2.0,130000,False,True,latina
4839,74.0,2,5.0,165000,True,True,latina
4840,77.0,3,2.0,169900,True,True,latina
4841,98.0,3,4.0,230000,True,True,latina
4842,90.0,3,0.0,363000,True,True,latina
4843,75.0,3,2.0,184000,True,True,latina
4844,75.0,3,0.0,125900,False,True,latina
4845,105.0,3,6.0,450000,True,True,latina
4846,75.0,3,5.0,380000,True,True,latina
4847,113.0,3,6.0,240000,True,True,latina
4848,133.0,4,4.0,370000,True,True,latina
4849,80.0,3,0.0,225000,True,True,latina
4850,58.0,2,0.0,112000,False,True,latina
4851,56.0,2,5.0,105500,False,True,latina
4852,25.0,1,2.0,99900,False,True,latina
4853,110.0,3,2.0,299000,True,True,latina
4854,48.0,1,0.0,127000,False,True,latina
4855,56.0,2,3.0,128000,False,True,latina
4856,65.0,2,1.0,126000,False,True,latina
4857,101.0,4,1.0,220000,False,True,latina
4858,75.0,3,8.0,202000,True,True,latina
4859,73.0,3,4.0,180000,True,True,latina
4860,55.0,1,1.0,175000,False,False,latina
4861,63.0,2,3.0,220000,True,True,latina
4862,60.0,3,3.0,120000,False,True,latina
4863,30.0,0,2.0,99900,False,True,latina
4864,110.0,3,2.0,255000,True,True,latina
4865,79.0,2,3.0,179000,True,True,latina
4866,60.0,2,1.0,160000,False,True,latina
4868,99.0,3,1.0,336000,True,True,latina
4869,55.0,1,3.0,207000,True,True,latina
4871,80.0,3,1.0,155000,True,True,latina
4872,78.0,3,0.0,165000,True,True,latina
4873,82.0,2,1.0,305000,True,True,latina
4874,68.0,1,0.0,103000,False,True,latina
4875,120.0,4,0.0,260000,True,True,latina
4876,114.0,3,9.0,325000,True,True,latina
4877,45.0,1,0.0,155000,False,False,latina
4878,34.0,0,2.0,99900,False,True,latina
4879,50.0,2,3.0,130000,False,True,latina
4880,63.0,2,3.0,130000,False,True,latina
4882,56.0,2,2.0,110000,False,True,latina
4883,44.0,1,1.0,156000,False,True,latina
4884,66.0,3,3.0,139900,False,True,latina
4885,114.0,4,0.5,350000,True,True,latina
4886,80.0,3,0.0,159000,False,True,latina
4887,90.0,3,3.0,209000,False,True,latina
4889,45.0,2,4.0,132000,False,False,latina
4890,72.0,1,0.0,145000,False,True,latina
4892,41.0,0,0.0,165000,True,True,latina
4893,120.0,4,0.5,280000,False,True,latina
4894,99.0,3,4.0,220000,True,True,latina
4895,70.0,2,1.0,186000,False,True,latina
4896,125.0,3,2.0,385000,True,True,latina
4897,80.0,0,0.0,176000,False,True,latina
4898,49.0,1,1.0,169999,True,True,latina
4899,65.0,1,5.0,210000,True,True,latina
4900,57.0,1,0.5,169000,True,True,latina
4901,66.0,3,1.0,163000,False,True,latina
4902,44.0,1,2.0,145000,False,True,latina
4903,65.0,2,4.0,135000,False,True,latina
4904,85.0,3,0.0,149000,True,True,latina
4905,90.0,3,-0.5,180000,False,True,latina
4906,50.0,1,2.0,107000,False,True,latina
4907,70.0,3,3.0,160000,False,True,latina
4908,77.0,3,6.0,154000,True,True,latina
4909,86.0,3,1.0,210000,False,True,latina
4910,60.0,3,3.0,140000,False,True,latina
4911,70.0,3,2.0,145000,False,True,latina
4912,87.0,2,3.0,244000,True,True,latina
4913,90.0,3,3.0,270000,True,True,latina
4914,98.0,2,9.0,275000,True,True,latina
4915,102.0,3,4.0,285000,True,True,latina
4916,75.0,3,4.0,169000,False,True,latina
4917,50.0,2,0.0,129000,False,True,latina
4918,67.0,2,4.0,178000,False,True,latina
4919,66.0,2,0.0,172000,True,True,latina
4920,60.0,3,4.0,180000,False,True,latina
4921,95.0,2,4.0,260000,True,True,latina
4922,60.0,1,2.0,183500,True,True,latina
4924,110.0,0,0.0,180000,False,True,latina
4925,105.0,3,2.0,279000,True,True,latina
4926,130.0,4,9.0,385000,True,True,latina
4927,100.0,2,3.0,300000,False,True,latina
4928,60.0,3,1.0,180000,False,True,latina
4929,115.0,4,5.0,390000,True,True,latina
4930,62.0,2,4.0,128000,False,True,latina
4931,121.0,4,1.0,390000,True,True,latina
4933,55.0,2,1.0,158000,False,True,latina
4934,110.0,3,2.0,365000,True,True,latina
4935,68.0,3,0.0,160000,True,True,latina
4936,60.0,2,0.0,145500,False,True,latina
4937,104.0,3,1.0,350000,True,True,latina
4938,96.0,3,1.0,218000,True,True,latina
4939,98.0,2,2.0,240000,True,True,latina
4940,70.0,2,1.0,115000,False,True,latina
4941,55.0,2,3.0,124000,False,True,latina
4942,67.0,3,1.0,135000,False,True,latina
4943,65.0,3,1.0,170000,False,True,latina
4944,96.0,3,2.0,288000,True,True,latina
4945,46.0,2,4.0,114000,False,True,latina
4946,35.0,1,0.0,115000,False,True,latina
4947,75.0,3,2.0,265000,False,True,latina
4948,78.0,2,2.0,155000,False,True,latina
4949,67.0,2,3.0,151000,True,True,latina
4950,78.0,2,5.0,160000,False,True,latina
4951,52.0,1,2.0,210000,True,True,latina
4952,63.0,3,1.0,100000,True,True,latina
4953,56.0,2,3.0,115000,True,False,latina
4954,75.0,2,1.0,147000,False,True,latina
4955,50.0,3,4.0,180000,False,True,latina
4956,65.0,2,6.0,209000,True,True,latina
4957,65.0,2,4.0,204000,True,True,latina
4958,75.0,0,3.0,224000,True,True,latina
4959,75.0,3,5.0,229000,True,True,latina
4960,80.0,3,1.0,235000,True,True,latina
4961,68.0,3,1.0,230000,True,True,latina
4962,125.0,3,5.0,600000,True,True,latina
4963,65.0,3,5.0,110000,False,True,latina
4964,98.0,3,1.0,265000,True,True,latina
4965,75.0,2,3.0,222000,True,True,latina
4966,72.0,3,1.0,169000,True,True,latina
4967,42.0,1,0.0,87000,False,True,latina
4968,70.0,2,1.0,205000,False,True,latina
4969,90.0,3,3.0,290000,True,True,latina
4970,65.0,3,2.0,149900,False,True,latina
4971,64.0,3,4.0,145000,False,True,latina
4972,80.0,2,0.0,195000,True,True,latina
4973,70.0,2,0.0,189000,False,True,latina
4974,58.0,2,2.0,129000,False,True,latina
4976,105.0,4,4.0,390000,True,True,latina
4977,90.0,3,9.0,200000,True,True,latina
4978,90.0,3,0.0,240000,True,True,latina
4980,84.0,2,3.0,239000,False,True,latina
4981,75.0,3,1.0,160000,True,True,latina
4982,75.0,2,1.0,175000,True,True,latina
4983,64.0,2,1.0,229000,True,True,latina
4984,84.0,0,0.0,140000,False,True,latina
4985,100.0,2,4.0,390000,True,True,latina
4986,105.0,3,0.0,230000,True,True,latina
4987,91.0,3,0.0,170000,False,False,latina
4990,86.0,3,8.0,305000,True,True,latina
4991,72.0,3,0.0,134000,False,True,latina
4992,67.0,3,2.0,145000,False,True,latina
4993,80.0,2,4.0,149000,True,True,latina
4994,70.0,2,0.0,109000,False,True,latina
4995,80.0,3,7.0,215000,True,True,latina
4996,103.0,4,8.0,240000,True,True,latina
4997,90.0,3,6.0,195000,True,True,latina
4998,62.0,3,5.0,149000,False,True,latina
4999,60.0,3,0.0,149000,False,True,latina
5000,63.0,2,1.0,145000,True,True,latina
