Area,rooms,floor,price,elevator,exterior,district
115.0,3,3.0,437000,True,True,Hortaleza 9
175.0,4,2.0,645000,True,True,Hortaleza 9
116.0,3,4.0,330000,True,True,Hortaleza 9
156.0,4,8.0,652800,True,True,Hortaleza 9
138.0,3,1.0,415000,True,True,Hortaleza 9
136.0,3,2.0,750000,True,True,Hortaleza 9
110.0,2,1.0,390000,True,True,Hortaleza 9
122.0,2,3.0,434000,True,True,Hortaleza 9
161.0,2,1.0,520000,True,True,Hortaleza 9
139.0,3,7.0,557000,True,True,Hortaleza 9
138.0,3,1.0,595300,True,True,Hortaleza 9
183.0,3,1.0,972000,True,True,Hortaleza 9
133.0,3,1.0,641300,True,True,Hortaleza 9
53.0,1,2.0,219268,True,True,Hortaleza 9
114.0,2,6.0,443000,True,True,Hortaleza 9
131.0,3,8.0,549000,True,True,Hortaleza 9
165.0,4,8.0,669000,True,True,Hortaleza 9
129.0,3,7.0,539000,True,True,Hortaleza 9
132.0,3,7.0,549000,True,True,Hortaleza 9
174.0,4,3.0,619000,True,True,Hortaleza 9
155.0,4,6.0,649000,True,True,Hortaleza 9
120.0,2,5.0,439000,True,True,Hortaleza 9
168.0,4,6.0,649000,True,True,Hortaleza 9
174.0,4,2.0,799000,True,True,Hortaleza 9
138.0,3,9.0,637900,True,True,Hortaleza 9
140.0,3,7.0,564300,True,True,Hortaleza 9
141.0,3,2.0,546900,True,True,Hortaleza 9
141.0,3,2.0,544100,True,True,Hortaleza 9
140.0,3,1.0,604900,True,True,Hortaleza 9
140.0,3,1.0,604600,True,True,Hortaleza 9
140.0,3,3.0,544300,True,True,Hortaleza 9
140.0,3,3.0,544100,True,True,Hortaleza 9
139.0,3,2.0,540300,True,True,Hortaleza 9
139.0,3,2.0,539600,True,True,Hortaleza 9
139.0,3,2.0,538900,True,True,Hortaleza 9
139.0,3,1.0,597800,True,True,Hortaleza 9
139.0,3,3.0,537200,True,True,Hortaleza 9
139.0,3,3.0,537000,True,True,Hortaleza 9
138.0,3,1.0,593000,True,True,Hortaleza 9
114.0,2,7.0,444400,True,True,Hortaleza 9
114.0,2,6.0,439400,True,True,Hortaleza 9
114.0,2,5.0,434400,True,True,Hortaleza 9
114.0,2,4.0,429400,True,True,Hortaleza 9
114.0,2,3.0,424400,True,True,Hortaleza 9
138.0,3,3.0,536300,True,True,Hortaleza 9
62.0,2,0.0,187000,True,True,Hortaleza 9
147.0,3,0.0,789650,True,True,Hortaleza 9
172.0,4,1.0,770750,True,True,Hortaleza 9
166.0,4,1.0,763650,True,True,Hortaleza 9
152.0,4,0.0,817550,True,True,Hortaleza 9
170.0,4,1.0,757550,True,True,Hortaleza 9
169.0,4,5.0,778450,True,True,Hortaleza 9
169.0,4,4.0,773450,True,True,Hortaleza 9
174.0,4,1.0,794000,True,True,Hortaleza 9
170.0,3,2.0,650000,True,True,Hortaleza 9
153.0,3,5.0,570000,True,True,Hortaleza 9
183.0,4,1.0,950000,True,True,Hortaleza 9
130.0,3,1.0,620000,True,True,Hortaleza 9
65.0,3,2.0,170000,False,True,Hortaleza 9
215.0,3,8.0,599000,True,True,Hortaleza 9
97.0,2,6.0,565000,True,True,Hortaleza 9
209.0,4,2.0,730000,True,True,Hortaleza 9
64.0,0,3.0,271078,True,True,Hortaleza 9
122.0,3,2.0,495000,True,True,Hortaleza 9
78.0,2,1.0,220000,True,True,Hortaleza 9
115.0,2,2.0,495000,True,True,Hortaleza 9
70.0,1,1.0,375000,True,True,Hortaleza 9
53.0,2,5.0,145000,False,True,Hortaleza 9
87.0,3,7.0,260000,True,True,Hortaleza 9
113.0,3,4.0,540000,True,True,Hortaleza 9
119.0,3,0.0,369900,True,True,Hortaleza 9
110.0,2,1.0,339000,True,True,Hortaleza 9
136.0,4,2.0,499000,True,True,Hortaleza 9
107.0,3,1.0,350000,True,True,Hortaleza 9
32.0,0,1.0,259000,True,True,Hortaleza 9
82.0,3,6.0,235000,True,True,Hortaleza 9
190.0,4,1.0,695000,True,True,Hortaleza 9
177.0,4,1.0,826000,True,True,Hortaleza 9
176.0,4,3.0,826000,True,True,Hortaleza 9
138.0,3,3.0,696000,True,True,Hortaleza 9
141.0,3,0.0,704000,True,True,Hortaleza 9
137.0,3,4.0,685000,True,True,Hortaleza 9
139.0,3,3.0,675000,True,True,Hortaleza 9
137.0,3,5.0,675000,True,True,Hortaleza 9
109.0,2,0.0,556000,True,True,Hortaleza 9
137.0,3,5.0,660000,True,True,Hortaleza 9
138.0,3,3.0,666000,True,True,Hortaleza 9
137.0,3,3.0,670000,True,True,Hortaleza 9
138.0,3,4.0,671000,True,True,Hortaleza 9
115.0,2,0.0,588000,True,True,Hortaleza 9
137.0,3,6.0,675000,True,True,Hortaleza 9
138.0,3,2.0,661000,True,True,Hortaleza 9
137.0,3,4.0,670000,True,True,Hortaleza 9
140.0,3,1.0,666000,True,True,Hortaleza 9
140.0,3,2.0,671000,True,True,Hortaleza 9
138.0,3,3.0,686000,True,True,Hortaleza 9
180.0,4,1.0,893600,True,True,Hortaleza 9
108.0,2,2.0,530000,True,True,Hortaleza 9
138.0,3,4.0,691000,True,True,Hortaleza 9
137.0,3,6.0,680000,True,True,Hortaleza 9
138.0,3,5.0,696000,True,True,Hortaleza 9
111.0,2,1.0,539000,True,True,Hortaleza 9
138.0,3,1.0,656000,True,True,Hortaleza 9
110.0,2,0.0,556000,True,True,Hortaleza 9
111.0,2,2.0,527000,True,True,Hortaleza 9
116.0,2,0.0,607000,True,True,Hortaleza 9
81.0,3,1.0,280000,True,True,Hortaleza 9
52.0,1,1.0,315000,True,True,Hortaleza 9
102.0,2,2.0,435000,True,True,Hortaleza 9
37.0,0,1.0,125000,True,True,Hortaleza 9
150.0,4,3.0,585000,True,True,Hortaleza 9
221.0,4,2.0,760000,True,True,Hortaleza 9
67.0,2,2.0,187000,True,True,Hortaleza 9
78.0,0,3.0,180000,True,True,Hortaleza 9
60.0,3,2.0,185000,True,True,Hortaleza 9
64.0,1,3.0,271078,True,True,Hortaleza 9
132.0,3,4.0,631000,True,True,Hortaleza 9
140.0,4,8.0,360000,True,True,Hortaleza 9
56.0,1,3.0,275000,True,True,Hortaleza 9
65.0,3,4.0,170000,False,True,Hortaleza 9
90.0,2,4.0,380000,True,True,Hortaleza 9
65.0,3,4.0,180000,True,True,Hortaleza 9
124.0,3,0.0,480000,True,True,Hortaleza 9
202.0,3,1.0,620000,True,True,Hortaleza 9
101.0,2,3.0,400000,True,True,Hortaleza 9
133.0,3,4.0,595800,True,True,Hortaleza 9
97.0,4,1.0,380000,True,True,Hortaleza 9
84.0,4,3.0,200000,True,True,Hortaleza 9
85.0,2,1.0,450000,True,True,Hortaleza 9
192.0,4,5.0,745000,True,True,Hortaleza 9
108.0,2,1.0,339000,True,True,Hortaleza 9
197.0,4,3.0,790000,True,True,Hortaleza 9
73.0,3,3.0,160000,False,True,Hortaleza 9
120.0,2,1.0,359000,False,True,Hortaleza 9
77.0,2,5.0,160000,False,True,Hortaleza 9
68.0,0,1.0,245000,True,True,Hortaleza 9
55.0,2,1.0,145000,True,True,Hortaleza 9
65.0,1,1.0,440000,True,True,Hortaleza 9
102.0,3,6.0,330000,True,True,Hortaleza 9
85.0,3,8.0,249000,True,True,Hortaleza 9
177.0,3,1.0,950000,True,True,Hortaleza 9
152.0,3,2.0,495000,True,True,Hortaleza 9
64.0,2,2.0,150000,False,True,Hortaleza 9
73.0,2,7.0,399900,True,True,Hortaleza 9
37.0,0,0.0,102000,False,True,Hortaleza 9
55.0,2,1.0,149000,True,True,Hortaleza 9
65.0,3,3.0,169000,False,True,Hortaleza 9
55.0,2,2.0,157000,False,True,Hortaleza 9
112.0,1,3.0,299000,True,True,Hortaleza 9
74.0,2,2.0,215000,True,True,Hortaleza 9
50.0,1,1.0,198000,True,True,Hortaleza 9
60.0,2,3.0,159000,False,True,Hortaleza 9
60.0,3,4.0,184000,False,True,Hortaleza 9
112.0,4,7.0,395000,True,True,Hortaleza 9
115.0,3,2.0,595000,True,True,Hortaleza 9
110.0,3,3.0,475000,True,True,Hortaleza 9
190.0,3,0.0,769000,True,True,Hortaleza 9
89.0,2,2.0,450000,True,True,Hortaleza 9
113.0,0,5.0,245000,True,True,Hortaleza 9
128.0,3,3.0,620000,True,True,Hortaleza 9
98.0,3,1.0,300000,True,True,Hortaleza 9
177.0,4,0.0,825000,True,True,Hortaleza 9
55.0,1,2.0,287000,True,True,Hortaleza 9
144.0,3,4.0,680000,True,True,Hortaleza 9
76.0,0,4.0,360000,True,True,Hortaleza 9
67.0,2,3.0,335000,True,True,Hortaleza 9
90.0,3,1.0,274000,False,True,Hortaleza 9
113.0,4,1.0,349000,True,True,Hortaleza 9
200.0,4,4.0,776000,True,True,Hortaleza 9
252.0,3,5.0,1150000,True,True,Hortaleza 9
115.0,2,5.0,405000,True,True,Hortaleza 9
116.0,2,3.0,540000,True,True,Hortaleza 9
98.0,2,6.0,565000,True,True,Hortaleza 9
144.0,4,6.0,485000,True,True,Hortaleza 9
220.0,4,0.0,850000,True,True,Hortaleza 9
215.0,3,8.0,610000,True,True,Hortaleza 9
74.0,2,4.0,242999,False,True,Hortaleza 9
102.0,3,7.0,385000,True,True,Hortaleza 9
221.0,4,5.0,730000,True,True,Hortaleza 9
144.0,4,3.0,699000,True,True,Hortaleza 9
160.0,3,7.0,910000,True,True,Hortaleza 9
127.0,3,5.0,695000,True,True,Hortaleza 9
93.0,4,0.0,245000,True,True,Hortaleza 9
88.0,3,2.0,210000,True,True,Hortaleza 9
51.0,1,7.0,167000,True,False,Hortaleza 9
275.0,4,1.0,970000,True,True,Hortaleza 9
90.0,2,1.0,285000,True,True,Hortaleza 9
103.0,2,1.0,430000,True,True,Hortaleza 9
108.0,2,2.0,450000,True,True,Hortaleza 9
120.0,3,6.0,319000,True,True,Hortaleza 9
112.0,3,2.0,495000,True,True,Hortaleza 9
92.0,3,4.0,260000,True,True,Hortaleza 9
80.0,2,9.0,245000,True,True,Hortaleza 9
120.0,3,4.0,530000,True,True,Hortaleza 9
175.0,4,6.0,795000,True,True,Hortaleza 9
107.0,3,0.0,300000,True,True,Hortaleza 9
72.0,3,4.0,179500,False,True,Hortaleza 9
84.0,2,0.0,400000,True,True,Hortaleza 9
92.0,3,4.0,295000,True,True,Hortaleza 9
80.0,1,4.0,240000,True,True,Hortaleza 9
65.0,3,1.0,195000,True,True,Hortaleza 9
142.0,3,1.0,558000,True,True,Hortaleza 9
128.0,3,3.0,475000,True,True,Hortaleza 9
72.0,2,3.0,230000,False,True,Hortaleza 9
40.0,0,1.0,164680,True,True,Hortaleza 9
115.0,3,9.0,333000,True,True,Hortaleza 9
55.0,1,6.0,270000,True,True,Hortaleza 9
139.0,3,3.0,695000,True,True,Hortaleza 9
114.0,3,8.0,310000,True,True,Hortaleza 9
120.0,3,3.0,583000,True,True,Hortaleza 9
116.0,3,0.5,310000,True,True,Hortaleza 9
97.0,2,5.0,580000,True,True,Hortaleza 9
135.0,3,3.0,570000,True,True,Hortaleza 9
108.0,0,1.0,198000,True,True,Hortaleza 9
282.0,5,5.0,905000,True,True,Hortaleza 9
35.0,1,0.0,138000,False,False,Hortaleza 9
235.0,4,6.0,730000,True,True,Hortaleza 9
55.0,1,1.0,293000,True,True,Hortaleza 9
40.0,1,0.0,94000,False,True,Hortaleza 9
110.0,3,1.0,415000,True,True,Hortaleza 9
59.0,3,4.0,158000,False,True,Hortaleza 9
58.0,2,0.0,195000,True,True,Hortaleza 9
55.0,2,3.0,158000,False,True,Hortaleza 9
85.0,3,9.0,295000,True,True,Hortaleza 9
190.0,3,3.0,558000,True,True,Hortaleza 9
58.0,2,0.0,155000,True,True,Hortaleza 9
125.0,3,2.0,445000,True,True,Hortaleza 9
94.0,1,3.0,215000,True,True,Hortaleza 9
144.0,3,5.0,725000,True,True,Hortaleza 9
102.0,2,0.0,466800,True,True,Hortaleza 9
74.0,2,3.0,319000,True,True,Hortaleza 9
87.0,3,3.0,240000,True,True,Hortaleza 9
218.0,4,5.0,675000,True,True,Hortaleza 9
135.0,3,2.0,675000,True,True,Hortaleza 9
89.0,3,8.0,257000,True,True,Hortaleza 9
120.0,3,3.0,438000,True,True,Hortaleza 9
235.0,3,2.0,720000,True,True,Hortaleza 9
48.0,2,0.5,155000,False,True,Hortaleza 9
55.0,2,3.0,148000,True,True,Hortaleza 9
71.0,3,3.0,181000,False,True,Hortaleza 9
115.0,4,3.0,185000,True,True,Hortaleza 9
85.0,3,3.0,240000,True,True,Hortaleza 9
38.0,0,0.0,102000,False,True,Hortaleza 9
130.0,0,2.0,400000,True,True,Hortaleza 9
55.0,2,0.0,169000,False,True,Hortaleza 9
80.0,3,2.0,270000,True,True,Hortaleza 9
170.0,3,4.0,760000,True,True,Hortaleza 9
130.0,4,4.0,380000,True,True,Hortaleza 9
95.0,2,2.0,395000,True,True,Hortaleza 9
51.0,2,4.0,155000,False,True,Hortaleza 9
83.0,3,3.0,220000,False,True,Hortaleza 9
60.0,1,1.0,234000,True,True,Hortaleza 9
56.0,0,3.0,250000,True,True,Hortaleza 9
89.0,3,7.0,249000,True,True,Hortaleza 9
85.0,2,4.0,370000,True,True,Hortaleza 9
113.0,3,5.0,450000,True,True,Hortaleza 9
70.0,3,2.0,148000,False,True,Hortaleza 9
138.0,2,4.0,550000,True,True,Hortaleza 9
130.0,3,1.0,585000,True,True,Hortaleza 9
140.0,3,2.0,500000,True,True,Hortaleza 9
96.0,2,8.0,450000,True,True,Hortaleza 9
74.0,2,4.0,169500,False,True,Hortaleza 9
80.0,3,5.0,313500,True,False,Hortaleza 9
120.0,2,2.0,510000,True,True,Hortaleza 9
100.0,2,1.0,439000,True,True,Hortaleza 9
170.0,4,4.0,799000,True,True,Hortaleza 9
45.0,0,8.0,265000,True,True,Hortaleza 9
112.0,2,5.0,375000,True,True,Hortaleza 9
65.0,2,4.0,145000,False,True,Hortaleza 9
55.0,2,0.0,150000,True,True,Hortaleza 9
110.0,3,1.0,495000,True,True,Hortaleza 9
74.0,3,4.0,158000,False,True,Hortaleza 9
30.0,0,0.0,135000,True,True,Hortaleza 9
55.0,1,3.0,234000,True,True,Hortaleza 9
72.0,0,2.0,285000,True,True,Hortaleza 9
230.0,4,3.0,630000,True,True,Hortaleza 9
67.0,0,2.0,254000,True,True,Hortaleza 9
68.0,2,1.0,222000,False,True,Hortaleza 9
140.0,4,3.0,795000,True,True,Hortaleza 9
85.0,3,5.0,285000,True,True,Hortaleza 9
118.0,1,4.0,553000,True,True,Hortaleza 9
80.0,1,3.0,281000,True,True,Hortaleza 9
115.0,3,7.0,285000,True,True,Hortaleza 9
120.0,2,4.0,600000,True,True,Hortaleza 9
130.0,2,0.0,289900,True,True,Hortaleza 9
85.0,3,6.0,280000,True,True,Hortaleza 9
50.0,0,0.0,235000,False,True,Hortaleza 9
99.0,2,3.0,500000,True,True,Hortaleza 9
135.0,4,5.0,595000,True,True,Hortaleza 9
60.0,0,4.0,200000,True,True,Hortaleza 9
90.0,2,4.0,240000,True,True,Hortaleza 9
55.0,3,4.0,150000,False,True,Hortaleza 9
55.0,1,0.0,215500,True,True,Hortaleza 9
139.0,3,5.0,589000,True,True,Hortaleza 9
94.0,3,5.0,299500,True,True,Hortaleza 9
90.0,3,6.0,326000,True,True,Hortaleza 9
120.0,3,7.0,340000,True,True,Hortaleza 9
95.0,2,5.0,472000,True,True,Hortaleza 9
107.0,3,4.0,530000,True,True,Hortaleza 9
110.0,3,1.0,390000,True,True,Hortaleza 9
141.0,4,7.0,690000,True,True,Hortaleza 9
120.0,3,6.0,495000,True,True,Hortaleza 9
90.0,3,5.0,240000,False,True,Hortaleza 9
130.0,3,4.0,570000,True,True,Hortaleza 9
120.0,3,2.0,460000,True,True,Hortaleza 9
42.0,0,3.0,280000,True,True,Hortaleza 9
50.0,0,0.0,203000,True,True,Hortaleza 9
72.0,3,2.0,181000,True,True,Hortaleza 9
138.0,3,4.0,570000,True,True,Hortaleza 9
65.0,1,1.0,182000,True,True,Hortaleza 9
87.0,2,2.0,298000,True,True,Hortaleza 9
72.0,2,2.0,169000,False,True,Hortaleza 9
68.0,1,1.0,356000,True,True,Hortaleza 9
70.0,3,1.0,210000,True,True,Hortaleza 9
100.0,1,7.0,349000,True,True,Hortaleza 9
87.0,2,5.0,169900,True,True,Hortaleza 9
100.0,4,4.0,295000,True,True,Hortaleza 9
55.0,2,5.0,195000,True,True,Hortaleza 9
105.0,3,2.0,475000,True,True,Hortaleza 9
74.0,3,4.0,200000,True,True,Hortaleza 9
38.0,1,0.0,102000,False,True,Hortaleza 9
73.0,3,3.0,156000,False,True,Hortaleza 9
104.0,2,1.0,449000,True,True,Hortaleza 9
58.0,1,2.0,235000,True,True,Hortaleza 9
47.0,1,6.0,155000,True,True,Hortaleza 9
114.0,4,0.0,265000,True,True,Hortaleza 9
72.0,3,4.0,214000,True,True,Hortaleza 9
95.0,2,5.0,425000,True,True,Hortaleza 9
107.0,2,1.0,420000,True,True,Hortaleza 9
95.0,2,2.0,495000,True,True,Hortaleza 9
76.0,3,1.0,170000,True,True,Hortaleza 9
100.0,3,2.0,255000,True,True,Hortaleza 9
126.0,1,1.0,245000,True,True,Hortaleza 9
134.0,1,2.0,750000,True,True,Hortaleza 9
70.0,3,0.0,248000,False,True,Hortaleza 9
96.0,3,4.0,330000,True,True,Hortaleza 9
60.0,1,0.0,240000,True,True,Hortaleza 9
70.0,1,1.0,410000,True,True,Hortaleza 9
112.0,2,1.0,345000,True,True,Hortaleza 9
88.0,3,4.0,158000,False,True,Hortaleza 9
57.0,2,-0.5,79200,False,True,Hortaleza 9
105.0,3,3.0,465000,True,True,Hortaleza 9
164.0,4,5.0,680000,True,True,Hortaleza 9
87.0,2,5.0,267000,True,True,Hortaleza 9
140.0,3,8.0,725000,True,True,Hortaleza 9
54.0,1,2.0,219268,True,True,Hortaleza 9
55.0,1,3.0,233908,True,True,Hortaleza 9
146.0,3,5.0,539720,True,True,Hortaleza 9
55.0,2,1.0,158000,False,True,Hortaleza 9
115.0,3,3.0,380000,True,True,Hortaleza 9
65.0,3,2.0,149000,False,True,Hortaleza 9
73.0,3,5.0,160000,False,True,Hortaleza 9
135.0,1,1.0,455000,False,True,Hortaleza 9
118.0,3,2.0,595000,True,True,Hortaleza 9
53.0,1,1.0,214840,True,True,Hortaleza 9
76.0,2,1.0,520000,True,True,Hortaleza 9
69.0,3,0.0,145000,False,True,Hortaleza 9
72.0,3,0.0,175000,False,False,Hortaleza 9
91.0,2,3.0,358000,True,True,Hortaleza 9
83.0,3,2.0,275000,True,True,Hortaleza 9
81.0,4,5.0,210000,False,True,Hortaleza 9
51.0,1,6.0,260000,True,True,Hortaleza 9
74.0,2,2.0,187000,True,True,Hortaleza 9
112.0,4,7.0,330000,True,True,Hortaleza 9
61.0,3,5.0,149000,False,True,Hortaleza 9
57.0,3,3.0,179000,False,True,Hortaleza 9
84.0,3,2.0,330000,True,True,Hortaleza 9
70.0,3,2.0,202000,False,True,Hortaleza 9
120.0,4,0.0,530000,True,True,Hortaleza 9
163.0,3,2.0,795000,True,False,Hortaleza 9
93.0,2,1.0,460000,True,True,Hortaleza 9
70.0,2,1.0,373000,True,True,Hortaleza 9
166.0,3,0.0,790000,True,True,Hortaleza 9
213.0,3,0.0,720000,True,True,Hortaleza 9
65.0,1,2.0,330000,True,True,Hortaleza 9
92.0,2,7.0,405000,True,True,Hortaleza 9
56.0,3,2.0,179000,False,True,Hortaleza 9
120.0,1,3.0,345000,True,True,Hortaleza 9
142.0,4,5.0,740000,True,True,Hortaleza 9
53.0,1,3.0,280000,True,True,Hortaleza 9
142.0,4,4.0,720000,True,True,Hortaleza 9
101.0,2,3.0,420000,True,True,Hortaleza 9
68.0,2,3.0,310000,True,True,Hortaleza 9
82.0,2,1.0,385000,True,True,Hortaleza 9
82.0,3,3.0,235000,True,True,Hortaleza 9
65.0,2,3.0,189000,True,True,Hortaleza 9
112.0,4,1.0,315000,True,True,Hortaleza 9
120.0,3,1.0,550000,True,True,Hortaleza 9
83.0,3,1.0,308000,True,True,Hortaleza 9
92.0,2,4.0,399900,True,True,Hortaleza 9
122.0,3,4.0,600000,True,True,Hortaleza 9
138.0,3,2.0,668000,True,True,Hortaleza 9
195.0,4,8.0,995000,True,True,Hortaleza 9
110.0,3,3.0,455000,True,True,Hortaleza 9
70.0,3,4.0,149000,False,True,Hortaleza 9
167.0,5,4.0,400000,True,True,Hortaleza 9
115.0,3,2.0,299000,True,True,Hortaleza 9
100.0,3,2.0,335000,True,True,Hortaleza 9
68.0,1,1.0,335000,True,True,Hortaleza 9
62.0,2,3.0,153000,False,True,Hortaleza 9
101.0,4,4.0,285000,True,True,Hortaleza 9
72.0,3,2.0,160000,False,True,Hortaleza 9
76.0,0,5.0,200000,True,True,Hortaleza 9
70.0,3,2.0,165000,False,True,Hortaleza 9
60.0,2,1.0,175000,False,True,Hortaleza 9
164.0,3,1.0,628000,True,True,Hortaleza 9
50.0,0,6.0,142000,True,True,Hortaleza 9
94.0,1,1.0,215000,True,True,Hortaleza 9
110.0,3,1.0,289000,True,True,Hortaleza 9
185.0,1,3.0,490000,True,True,Hortaleza 9
72.0,3,2.0,198000,False,True,Hortaleza 9
152.0,3,2.0,510000,True,True,Hortaleza 9
91.0,2,3.0,364800,True,True,Hortaleza 9
102.0,3,1.0,424000,True,True,Hortaleza 9
176.0,4,2.0,730821,True,True,Hortaleza 9
131.0,3,4.0,610812,True,True,Hortaleza 9
153.0,4,5.0,725418,True,True,Hortaleza 9
185.0,4,3.0,860000,True,True,Hortaleza 9
124.0,3,0.0,690541,True,True,Hortaleza 9
139.0,3,9.0,570620,True,True,Hortaleza 9
138.0,3,0.0,628000,True,True,Hortaleza 9
199.0,4,9.0,763000,True,True,Hortaleza 9
211.0,4,1.0,857000,True,True,Hortaleza 9
139.0,3,1.0,554140,True,True,Hortaleza 9
139.0,3,9.0,543840,True,True,Hortaleza 9
146.0,3,8.0,570620,True,True,Hortaleza 9
139.0,3,1.0,560320,True,True,Hortaleza 9
146.0,3,3.0,513970,True,True,Hortaleza 9
185.0,4,1.0,790000,True,True,Hortaleza 9
146.0,3,7.0,560320,True,True,Hortaleza 9
146.0,3,5.0,534570,True,True,Hortaleza 9
199.0,4,7.0,743000,True,True,Hortaleza 9
146.0,3,4.0,524270,True,True,Hortaleza 9
146.0,3,1.0,493370,True,True,Hortaleza 9
146.0,3,3.0,512940,True,True,Hortaleza 9
199.0,4,5.0,723000,True,True,Hortaleza 9
122.0,2,0.0,486160,True,True,Hortaleza 9
146.0,3,6.0,550020,True,True,Hortaleza 9
108.0,2,1.0,525000,True,True,Hortaleza 9
156.0,3,2.0,570000,True,True,Hortaleza 9
156.0,3,2.0,555000,True,True,Hortaleza 9
156.0,3,5.0,577000,True,True,Hortaleza 9
212.0,3,8.0,924000,True,True,Hortaleza 9
87.0,3,5.0,231000,True,True,Hortaleza 9
120.0,3,1.0,600000,True,True,Hortaleza 9
90.0,2,4.0,415000,True,True,Hortaleza 9
80.0,3,0.5,279000,True,True,Hortaleza 9
42.0,0,4.0,229500,True,False,Hortaleza 9
63.0,3,2.0,175000,False,True,Hortaleza 9
108.0,2,2.0,435000,True,True,Hortaleza 9
63.0,2,1.0,180000,False,True,Hortaleza 9
121.0,4,2.0,335000,True,True,Hortaleza 9
77.0,4,3.0,185000,True,True,Hortaleza 9
61.0,3,4.0,214000,False,True,Hortaleza 9
126.0,3,2.0,425000,True,True,Hortaleza 9
90.0,3,5.0,395000,True,True,Hortaleza 9
159.0,3,2.0,750000,True,True,Hortaleza 9
128.0,3,5.0,370000,True,True,Hortaleza 9
89.0,3,2.0,239000,True,True,Hortaleza 9
98.0,2,2.0,495000,True,True,Hortaleza 9
57.0,2,3.0,164000,False,True,Hortaleza 9
140.0,3,5.0,450000,True,True,Hortaleza 9
76.0,2,1.0,185000,True,True,Hortaleza 9
137.0,3,1.0,490000,True,True,Hortaleza 9
161.0,3,2.0,750000,True,True,Hortaleza 9
165.0,3,4.0,720000,True,True,Hortaleza 9
134.0,3,2.0,610212,True,True,Hortaleza 9
131.0,3,2.0,570447,True,True,Hortaleza 9
89.0,2,6.0,435000,True,True,Hortaleza 9
129.0,3,4.0,499000,True,True,Hortaleza 9
89.0,2,1.0,445000,True,True,Hortaleza 9
183.0,3,3.0,945000,True,True,Hortaleza 9
58.0,1,3.0,242152,True,True,Hortaleza 9
58.0,1,2.0,239235,True,True,Hortaleza 9
168.0,4,1.0,758450,True,True,Hortaleza 9
169.0,4,2.0,763450,True,True,Hortaleza 9
169.0,4,3.0,768450,True,True,Hortaleza 9
169.0,4,2.0,760650,True,True,Hortaleza 9
150.0,3,0.0,796350,True,True,Hortaleza 9
151.0,3,1.0,680250,True,True,Hortaleza 9
172.0,4,2.0,775750,True,True,Hortaleza 9
151.0,3,1.0,688150,True,True,Hortaleza 9
151.0,3,4.0,695250,True,True,Hortaleza 9
168.0,4,5.0,775650,True,True,Hortaleza 9
161.0,4,0.0,836650,True,True,Hortaleza 9
151.0,3,2.0,693150,True,True,Hortaleza 9
151.0,3,5.0,700250,True,True,Hortaleza 9
168.0,4,3.0,765650,True,True,Hortaleza 9
132.0,3,0.0,727150,True,True,Hortaleza 9
160.0,4,0.0,840050,True,True,Hortaleza 9
151.0,3,3.0,690250,True,True,Hortaleza 9
151.0,3,2.0,685250,True,True,Hortaleza 9
220.0,4,4.0,975000,True,True,Hortaleza 9
108.0,3,1.0,460000,True,True,Hortaleza 9
124.0,3,2.0,585000,True,True,Hortaleza 9
107.0,2,2.0,450000,True,True,Hortaleza 9
87.0,2,0.0,454000,True,True,Hortaleza 9
150.0,3,1.0,699000,True,True,Hortaleza 9
167.0,4,3.0,739000,True,True,Hortaleza 9
41.0,1,2.0,228000,True,True,Hortaleza 9
70.0,2,0.0,230000,False,True,Hortaleza 9
180.0,4,1.0,710000,True,True,Hortaleza 9
130.0,3,1.0,595000,True,True,Hortaleza 9
120.0,3,3.0,650000,True,True,Hortaleza 9
170.0,3,2.0,680000,True,True,Hortaleza 9
340.0,6,3.0,980000,True,True,Hortaleza 9
101.0,2,2.0,460000,True,True,Hortaleza 9
243.0,3,0.0,998000,True,True,Hortaleza 9
126.0,3,1.0,600000,True,True,Hortaleza 9
120.0,1,1.0,305000,True,True,Hortaleza 9
50.0,0,6.0,315000,True,True,Hortaleza 9
86.0,3,4.0,219000,True,True,Hortaleza 9
70.0,2,0.0,189000,True,True,Hortaleza 9
140.0,3,5.0,695000,True,True,Hortaleza 9
77.0,2,5.0,410000,True,True,Hortaleza 9
58.0,1,1.0,266500,True,False,Hortaleza 9
80.0,2,1.0,345000,True,False,Hortaleza 9
63.0,2,2.0,305000,True,True,Hortaleza 9
44.0,1,1.0,237500,True,True,Hortaleza 9
59.0,3,4.0,142200,False,True,Hortaleza 9
110.0,2,3.0,545000,True,True,Hortaleza 9
67.0,1,0.5,230000,True,True,Hortaleza 9
90.0,3,6.0,230000,True,True,Hortaleza 9
168.0,4,1.0,650000,True,True,Hortaleza 9
86.0,3,6.0,310000,True,True,Hortaleza 9
116.0,3,9.0,379900,True,True,Hortaleza 9
70.0,2,1.0,237900,False,True,Hortaleza 9
147.0,4,5.0,585000,True,True,Hortaleza 9
80.0,3,0.5,246000,True,True,Hortaleza 9
115.0,3,2.0,620000,True,True,Hortaleza 9
128.0,3,4.0,660000,True,True,Hortaleza 9
141.0,3,1.0,635000,True,True,Hortaleza 9
78.0,1,3.0,320000,True,True,Hortaleza 9
135.0,2,1.0,320000,True,True,Hortaleza 9
115.0,3,2.0,400000,True,True,Hortaleza 9
116.0,2,4.0,560000,True,True,Hortaleza 9
84.0,2,1.0,250000,True,True,Hortaleza 9
