price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,education_centers,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index,kmean_cluster
250000,planta 2,interior,1,59.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
310000,planta 1,exterior,1,48.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
630000,planta 3,interior,3,139.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
459000,planta 4,exterior,2,49.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
264000,planta 1,exterior,1,45.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
290000,planta 4,exterior,3,60.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
225000,planta 1,interior,1,30.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
139000,planta 3,exterior,2,35.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
160000,planta 1,exterior,1,38.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
500000,planta 4,exterior,2,86.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
340000,bajo,interior,2,55.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
460000,planta 3,interior,3,98.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
160000,bajo,exterior,1,45.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
257000,planta 1,exterior,1,50.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
195000,planta 3,interior,2,48.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
149000,planta 4,interior,1,26.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
201500,bajo,interior,1,37.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
170000,planta 4,interior,1,42.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
399000,planta 2,interior,2,65.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
420000,bajo,exterior,2,79.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
620000,planta 2,exterior,3,134.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
240000,bajo,interior,1,50.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
218000,bajo,interior,2,33.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
209900,planta 1,exterior,2,49.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
208000,planta 2,interior,2,40.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
154000,planta 2,interior,2,37.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
695000,planta 4,interior,3,170.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
850000,planta 2,exterior,3,180.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
165000,planta 4,interior,1,34.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
860000,planta 2,exterior,3,185.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
550000,planta 5,exterior,1,94.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
398000,planta 2,exterior,1,57.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
269000,planta 4,exterior,2,56.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
370000,planta 5,interior,4,74.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
169000,planta 5,exterior,1,37.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
260000,planta 2,exterior,1,54.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
199000,planta 2,interior,1,38.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
611600,planta 1,exterior,3,148.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
525000,planta 2,exterior,4,135.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
299990,semi-sotano,interior,1,84.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
315000,planta 3,exterior,2,71.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
349000,planta 1,exterior,2,103.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
650000,planta 3,exterior,3,150.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
540000,planta 5,exterior,2,90.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
620000,planta 2,exterior,4,104.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
589000,planta 2,exterior,3,100.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
645000,planta 2,interior,2,120.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
285000,planta 2,exterior,1,54.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
399900,planta 2,exterior,4,123.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
475000,planta 3,exterior,2,81.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
325000,planta 1,exterior,2,94.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
249900,planta 3,interior,2,71.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
312000,planta 3,interior,4,81.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
440000,planta 3,exterior,3,99.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
220000,planta 4,exterior,1,33.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
670000,planta 2,exterior,2,132.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
567000,planta 2,exterior,3,140.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
465000,planta 1,exterior,2,108.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
498000,planta 5,exterior,3,57.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
528000,planta 3,exterior,3,114.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
287000,planta 3,exterior,3,65.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
160000,planta 4,exterior,1,25.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
455000,planta 3,exterior,3,115.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
180000,planta 1,exterior,1,40.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
390000,planta 1,exterior,4,116.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
575000,planta 2,exterior,2,93.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
1151000,planta 4,exterior,3,170.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
159000,planta 3,interior,2,48.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
497500,planta 4,exterior,1,74.0,1,1,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
195000,sotano,interior,1,53.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
480000,planta 1,exterior,1,63.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
371000,planta 4,exterior,2,75.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
329900,planta 5,exterior,1,60.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
318000,bajo,exterior,1,76.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
149000,planta 1,interior,1,26.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
156000,planta 2,interior,2,36.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
260000,bajo,exterior,1,44.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
285000,planta 4,interior,3,77.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
415000,planta 1,exterior,4,95.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
950000,planta 2,exterior,2,162.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
134000,planta 3,interior,1,27.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
450000,planta 1,exterior,2,63.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
149900,planta 4,interior,1,20.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
350000,planta 2,exterior,1,75.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
325000,planta 2,interior,2,72.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
190000,planta 1,interior,1,31.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
165000,planta 1,interior,1,30.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
411000,planta 6,exterior,3,53.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
201500,bajo,exterior,1,37.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
409000,planta 1,exterior,2,74.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
370000,bajo,exterior,3,119.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
165000,planta 5,interior,2,37.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
165000,planta 4,exterior,1,33.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
920000,planta 2,exterior,2,162.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
260000,planta 3,exterior,1,36.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
149000,bajo,exterior,1,57.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
155000,planta 1,interior,1,46.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
570000,planta 2,exterior,2,101.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
399500,planta 3,exterior,3,93.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
475000,planta 1,exterior,4,123.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
145000,planta 3,exterior,1,25.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
235000,planta 1,interior,1,37.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
164000,planta 4,interior,2,41.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
450900,planta 2,exterior,1,65.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
214300,bajo,interior,1,37.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
425000,planta 4,exterior,1,79.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
624000,planta 1,exterior,2,111.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
425000,planta 4,exterior,1,50.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
674900,planta 2,interior,2,106.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
199000,planta 5,exterior,1,30.0,0,1,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
339000,planta 4,exterior,3,74.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
131000,planta 4,interior,1,27.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
509900,planta 3,interior,4,140.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
675000,planta 5,interior,4,105.0,1,1,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
159000,bajo,interior,2,48.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
310000,planta 4,exterior,1,45.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
165000,planta 4,interior,1,33.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
630000,planta 3,exterior,3,136.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
298000,planta 3,interior,1,63.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
480000,planta 1,exterior,1,60.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
400000,planta 1,exterior,3,62.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
188000,planta 4,exterior,2,55.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
399000,planta 3,interior,2,108.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
695000,planta 3,exterior,3,137.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
330000,planta 1,exterior,1,63.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
245000,planta 2,exterior,1,44.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
495000,planta 2,exterior,3,91.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
695000,planta 4,exterior,3,131.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
179900,planta 2,interior,2,42.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
299000,bajo,interior,2,55.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
448000,planta 2,interior,2,78.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
450000,planta 5,interior,2,65.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
320000,planta 4,interior,1,63.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
380000,planta 2,exterior,1,51.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
230000,bajo,interior,1,38.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
1050000,planta 1,exterior,3,150.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
298000,bajo,exterior,2,87.0,0,1,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
420000,planta 2,exterior,1,68.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
293000,planta 4,interior,2,57.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
482000,planta 1,exterior,2,108.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
380000,planta 1,exterior,3,89.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
725000,planta 4,exterior,3,121.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
550000,planta 3,exterior,3,116.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
139000,planta 1,interior,2,39.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
270000,planta 2,exterior,1,45.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
639000,planta 2,exterior,3,184.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
315000,planta 4,exterior,2,60.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
296000,planta 4,exterior,1,49.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
485000,planta 3,exterior,2,94.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
549999,planta 5,exterior,2,65.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
158000,planta 2,exterior,1,30.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
670000,planta 3,exterior,2,132.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
315000,planta 4,exterior,2,59.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
328000,bajo,interior,2,106.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
460000,planta 2,exterior,3,115.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
229000,planta 5,interior,2,50.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
370000,planta 1,interior,1,48.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
550000,planta 4,exterior,2,110.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
450000,planta 4,exterior,4,80.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
198000,bajo,exterior,1,97.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
177000,planta 3,interior,1,36.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
680000,planta 3,exterior,2,105.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
185000,planta 3,exterior,1,25.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
127000,bajo,interior,1,31.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
335000,planta 3,interior,1,41.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
520000,planta 5,interior,1,94.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
131000,planta 1,interior,2,49.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
598000,planta 4,exterior,2,170.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
189000,planta 4,exterior,1,43.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
694999,planta 4,exterior,4,131.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
385000,planta 5,exterior,2,75.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
105000,bajo,exterior,2,45.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
359999,planta 5,exterior,1,60.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
304999,planta 6,exterior,1,62.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
359900,bajo,exterior,1,112.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
350000,bajo,exterior,1,80.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
245000,planta 2,exterior,1,55.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
274900,planta 1,exterior,1,48.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
298000,planta 1,interior,3,84.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
135000,planta 4,exterior,1,39.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
289000,planta 1,exterior,3,72.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
288798,entreplanta,interior,2,62.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
423000,planta 5,exterior,2,85.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
188000,planta 1,interior,1,41.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
239000,planta 2,interior,2,56.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
160000,planta 2,exterior,1,35.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
509000,planta 2,exterior,2,110.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
490000,planta 1,exterior,2,121.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
290000,planta 2,interior,1,35.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
560000,planta 3,interior,2,88.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
365600,planta 2,exterior,3,57.0,0,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
199900,planta 3,exterior,2,42.0,0,1,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
370000,planta 1,exterior,2,88.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
75000,bajo,interior,1,20.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
380000,planta 2,exterior,3,89.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
250000,planta 4,exterior,1,40.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
429999,planta 4,exterior,1,72.0,1,0,Cortes,centro,9.0,0.0,12.32,6.35,4.78,8.15,10.5,1
330000,planta 5,exterior,1,101.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
195000,planta 4,exterior,2,50.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
350000,planta 5,exterior,1,50.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
860000,planta 2,exterior,2,185.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
165000,planta 3,interior,1,46.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
190000,planta 2,interior,1,37.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
305000,planta 2,exterior,1,47.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
425000,planta 5,exterior,2,50.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
340000,planta 4,interior,2,60.0,0,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
425000,planta 5,exterior,2,96.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
380000,planta 1,exterior,2,74.0,0,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
585000,planta 4,exterior,1,77.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
185000,bajo,interior,1,50.0,1,0,Justicia,centro,11.0,2.0,9.89,8.44,6.66,7.56,9.58,1
549000,planta 2,exterior,2,130.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
310000,planta 2,interior,2,55.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
136500,planta 1,exterior,1,24.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
650000,planta 1,exterior,2,120.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
289000,bajo,exterior,1,93.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
195000,planta 4,exterior,1,40.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
305000,planta 5,interior,1,42.0,1,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
790000,planta 1,exterior,3,170.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
679999,planta 1,exterior,2,90.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
154900,planta 3,interior,2,28.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
89900,planta 1,interior,1,31.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
470000,planta 2,exterior,3,101.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
165000,planta 1,exterior,1,45.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
153000,planta 1,interior,1,35.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
219000,planta 1,interior,2,52.0,1,0,Palacio,centro,19.0,1.0,10.62,4.44,5.01,7.14,8.77,1
98000,planta 1,interior,1,20.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
220000,planta 2,interior,1,63.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
680000,planta 2,exterior,4,110.0,0,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
449999,planta 5,exterior,2,90.0,1,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
470000,planta 4,exterior,4,56.0,0,0,Universidad,centro,27.0,0.0,9.99,11.46,4.88,7.75,9.71,1
490000,planta 6,exterior,1,90.0,1,0,Sol,centro,2.0,0.0,13.04,26.06,6.79,9.32,15.45,1
219000,planta 1,exterior,1,38.0,0,0,Embajadores,centro,20.0,0.0,9.77,9.24,5.46,10.08,8.12,1
