,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,is_renewal_needed,built_year,has_lift,is_exterior,district
3625,50.0,1,1.0,two,215000,False,1971.0,False,True,Tetuán 17
3626,44.0,2,1.0,zero,159900,True,1971.0,True,False,Tetuán 17
3627,30.0,0,1.0,three,143000,False,1992.0,True,True,Tetuán 17
3628,210.0,4,3.0,eight,940000,False,1971.0,True,True,Tetuán 17
3629,290.0,7,3.0,two,1050000,True,1971.0,True,True,Tetuán 17
3630,239.0,4,3.0,two,1050000,False,1971.0,True,True,Tetuán 17
3631,247.0,4,3.0,one,1075000,False,1971.0,True,True,Tetuán 17
3632,119.0,3,2.0,one,440000,False,1971.0,True,True,Tetuán 17
3633,95.0,2,2.0,zero,275000,False,1971.0,False,True,Tetuán 17
3634,82.0,1,2.0,four,279000,False,1971.0,True,True,Tetuán 17
3635,145.0,2,1.0,three,600000,False,1971.0,True,True,Tetuán 17
3636,70.0,2,1.0,eight,410000,True,1971.0,True,True,Tetuán 17
3637,68.0,2,1.0,two,285000,False,2010.0,True,True,Tetuán 17
3638,71.0,1,1.0,one,215000,False,1925.0,True,True,Tetuán 17
3639,150.0,3,2.0,zero,395000,False,1971.0,False,False,Tetuán 17
3640,130.0,2,1.0,mezzanine,189900,False,1971.0,False,True,Tetuán 17
3641,144.0,4,3.0,zero,680000,False,1930.0,False,True,Tetuán 17
3642,25.0,0,1.0,zero,109000,False,2006.0,False,False,Tetuán 17
3644,34.0,1,1.0,zero,103990,True,1971.0,False,True,Tetuán 17
3645,155.0,4,3.0,two,840000,False,2019.0,True,True,Tetuán 17
3646,65.0,2,1.0,one,175000,True,1955.0,False,False,Tetuán 17
3647,50.0,1,1.0,two,147000,False,1945.0,False,True,Tetuán 17
3648,212.0,5,2.0,three,765000,False,1965.0,True,True,Tetuán 17
3649,59.0,3,1.0,three,180000,False,1957.0,False,False,Tetuán 17
3650,85.0,3,2.0,one,228000,True,1980.0,False,False,Tetuán 17
3651,143.0,5,2.0,one,419000,True,1950.0,True,True,Tetuán 17
3652,75.0,2,2.0,mezzanine,169000,False,1971.0,False,True,Tetuán 17
3654,53.0,1,1.0,zero,179900,False,1971.0,True,True,Tetuán 17
3655,54.0,2,1.0,two,230000,False,2003.0,True,True,Tetuán 17
3656,58.0,2,1.0,one,249000,False,1967.0,False,True,Tetuán 17
3657,67.0,1,1.0,zero,273000,False,1950.0,True,True,Tetuán 17
3659,90.0,1,2.0,zero,190000,True,1919.0,False,True,Tetuán 17
3660,75.0,3,1.0,three,290000,False,1971.0,True,True,Tetuán 17
3661,50.0,1,1.0,zero,193000,False,1971.0,False,True,Tetuán 17
3664,63.0,2,1.0,one,280000,False,1971.0,True,True,Tetuán 17
3665,54.0,2,1.0,two,154000,False,1971.0,False,True,Tetuán 17
3666,88.0,2,1.0,two,295693,False,2021.0,True,True,Tetuán 17
3667,70.0,1,1.0,zero,304869,False,2021.0,True,True,Tetuán 17
3668,115.0,2,2.0,one,495000,False,1985.0,True,True,Tetuán 17
3670,65.0,2,1.0,zero,188700,False,1971.0,True,True,Tetuán 17
3671,65.0,2,1.0,mezzanine,188400,False,1971.0,True,True,Tetuán 17
3672,92.0,3,1.0,two,345000,True,1960.0,True,True,Tetuán 17
3673,70.0,2,1.0,two,265000,False,2004.0,True,True,Tetuán 17
3674,137.0,4,3.0,zero,720000,True,1960.0,True,True,Tetuán 17
3675,135.0,5,2.0,six,520000,True,1968.0,True,True,Tetuán 17
3677,118.0,4,2.0,one,395000,True,1956.0,True,True,Tetuán 17
3678,116.0,3,1.0,six,555000,True,1971.0,True,True,Tetuán 17
3680,85.0,3,2.0,four,485000,True,1960.0,True,True,Tetuán 17
3681,116.0,3,2.0,five,349000,True,1975.0,True,False,Tetuán 17
3682,80.0,3,1.0,three,245000,False,1960.0,True,True,Tetuán 17
3683,98.0,2,2.0,two,425000,False,1971.0,True,True,Tetuán 17
3688,100.0,3,1.0,three,445000,True,1971.0,True,True,Tetuán 17
3689,149.0,4,2.0,zero,589200,True,1971.0,True,True,Tetuán 17
3690,175.0,5,3.0,five,857500,False,1981.0,True,True,Tetuán 17
3691,92.0,3,1.0,two,349000,False,1925.0,True,True,Tetuán 17
3693,82.0,3,1.0,four,310000,False,1967.0,True,True,Tetuán 17
3694,190.0,4,3.0,two,815000,False,1971.0,True,True,Tetuán 17
3696,79.0,2,1.0,two,171000,False,1971.0,False,True,Tetuán 17
3697,87.0,3,2.0,two,295000,True,1964.0,True,True,Tetuán 17
3698,71.0,2,1.0,one,270000,False,1971.0,True,True,Tetuán 17
3699,89.0,3,1.0,two,285000,False,1975.0,True,True,Tetuán 17
3700,140.0,4,3.0,one,490000,False,1971.0,True,True,Tetuán 17
3703,127.0,4,2.0,two,470000,False,1979.0,True,True,Tetuán 17
3704,301.0,5,3.0,nine,1079000,False,1971.0,True,True,Tetuán 17
3705,120.0,0,1.0,zero,240000,False,2004.0,False,False,Tetuán 17
3706,27.0,0,1.0,one,150000,True,1971.0,True,True,Tetuán 17
3707,124.0,3,2.0,two,369368,False,1971.0,True,True,Tetuán 17
3708,119.0,3,2.0,two,368438,False,1971.0,True,True,Tetuán 17
3709,60.0,1,1.0,one,265055,False,1971.0,True,True,Tetuán 17
3710,35.0,1,1.0,one,129000,False,1996.0,True,True,Tetuán 17
3711,79.0,3,2.0,one,345000,False,1955.0,True,True,Tetuán 17
3712,170.0,4,3.0,three,788000,False,1958.0,True,True,Tetuán 17
3713,90.0,2,2.0,zero,295000,False,2020.0,True,True,Tetuán 17
3714,42.0,1,1.0,two,169000,False,1971.0,False,False,Tetuán 17
3715,64.0,2,1.0,one,169990,False,1973.0,False,False,Tetuán 17
3716,66.0,3,1.0,two,240000,True,1945.0,False,True,Tetuán 17
3718,123.0,3,2.0,one,435000,False,1965.0,True,True,Tetuán 17
3719,199.0,4,3.0,one,830000,False,1960.0,True,True,Tetuán 17
3721,69.0,2,2.0,two,249624,False,2020.0,True,True,Tetuán 17
3722,69.0,2,2.0,one,235756,False,2020.0,True,True,Tetuán 17
3723,45.0,1,1.0,three,196160,False,2020.0,True,True,Tetuán 17
3725,105.0,3,2.0,three,400000,False,1971.0,False,True,Tetuán 17
3727,106.0,3,2.0,one,309000,False,2001.0,True,True,Tetuán 17
3729,108.0,2,2.0,one,550000,True,1971.0,True,True,Tetuán 17
3730,152.0,3,2.0,seven,750000,False,1971.0,True,True,Tetuán 17
3731,166.0,3,2.0,two,675000,True,1971.0,True,True,Tetuán 17
3734,114.0,4,3.0,two,798000,False,1967.0,True,True,Tetuán 17
3735,92.0,3,2.0,one,280000,False,1996.0,True,True,Tetuán 17
3736,55.0,1,1.0,zero,154000,False,1971.0,False,False,Tetuán 17
3737,76.0,3,1.0,five,280000,True,1995.0,True,True,Tetuán 17
3738,174.0,3,2.0,two,400000,False,1980.0,False,True,Tetuán 17
3742,74.0,3,1.0,one,287500,False,1979.0,True,True,Tetuán 17
3743,74.0,2,2.0,two,334500,False,1971.0,False,True,Tetuán 17
3744,68.0,2,1.0,one,179000,True,1958.0,False,False,Tetuán 17
3745,135.0,3,2.0,four,515000,True,1971.0,True,True,Tetuán 17
3746,65.0,2,1.0,one,219900,True,1971.0,False,True,Tetuán 17
3748,140.0,4,3.0,one,490000,True,1971.0,True,True,Tetuán 17
3750,280.0,2,2.0,zero,510000,False,1971.0,False,False,Tetuán 17
3751,133.0,3,2.0,one,682500,False,1971.0,True,True,Tetuán 17
3752,109.0,3,2.0,two,460000,False,1971.0,False,True,Tetuán 17
3755,90.0,3,2.0,one,269000,False,1992.0,False,True,Tetuán 17
3756,120.0,4,3.0,four,575000,False,1975.0,True,True,Tetuán 17
3759,176.0,3,2.0,one,1160000,False,1970.0,True,True,Tetuán 17
3760,58.0,2,2.0,zero,250000,False,1930.0,False,True,Tetuán 17
3761,115.0,2,2.0,two,495000,False,1989.0,True,True,Tetuán 17
3762,88.0,1,1.0,three,226000,False,1997.0,False,True,Tetuán 17
3763,93.0,3,2.0,one,350000,False,1971.0,True,True,Tetuán 17
3764,106.0,2,2.0,zero,280000,False,1971.0,True,True,Tetuán 17
3767,144.0,4,2.0,four,490000,False,1981.0,True,True,Tetuán 17
3768,246.0,6,3.0,two,872000,True,1971.0,True,True,Tetuán 17
3769,140.0,4,2.0,seven,488000,False,1967.0,True,True,Tetuán 17
3771,88.0,4,1.0,one,219900,True,1925.0,False,True,Tetuán 17
3773,66.0,2,1.0,three,245000,False,1920.0,True,True,Tetuán 17
3774,73.0,3,1.0,two,199999,True,1971.0,True,True,Tetuán 17
3775,122.0,4,3.0,seven,520000,False,1970.0,True,True,Tetuán 17
3776,77.0,3,1.0,three,220000,False,1960.0,False,True,Tetuán 17
3777,102.0,3,2.0,three,395000,False,1971.0,True,True,Tetuán 17
3779,80.0,3,1.0,two,243000,False,1971.0,True,True,Tetuán 17
3783,79.0,2,1.0,two,273240,False,1982.0,False,True,Tetuán 17
3784,71.0,2,1.0,four,364000,False,1962.0,True,True,Tetuán 17
3785,92.0,3,1.0,two,345000,False,1969.0,False,True,Tetuán 17
3786,65.0,2,2.0,two,299000,False,2007.0,True,True,Tetuán 17
3787,55.0,1,1.0,zero,119900,False,1915.0,False,True,Tetuán 17
3789,50.0,2,1.0,one,155000,True,1971.0,False,True,Tetuán 17
3790,79.0,2,1.0,four,274000,False,1971.0,True,True,Tetuán 17
3791,60.0,3,1.0,two,175000,True,1971.0,True,True,Tetuán 17
3792,80.0,3,1.0,two,329000,False,1971.0,False,True,Tetuán 17
3793,50.0,2,1.0,one,159000,True,1920.0,False,False,Tetuán 17
3794,214.0,5,3.0,two,620000,True,1971.0,True,True,Tetuán 17
3795,38.0,2,1.0,two,135000,False,1971.0,False,False,Tetuán 17
3797,50.0,2,1.0,one,179900,False,1960.0,False,True,Tetuán 17
3798,36.0,2,1.0,three,120000,True,1971.0,False,False,Tetuán 17
3799,144.0,3,2.0,two,695000,True,1974.0,True,True,Tetuán 17
3800,65.0,2,2.0,zero,179000,False,1971.0,False,True,Tetuán 17
3801,73.0,2,1.0,one,309000,False,1971.0,True,True,Tetuán 17
3802,236.0,5,4.0,five,1000000,False,1982.0,True,True,Tetuán 17
3803,96.0,2,1.0,zero,259470,False,1971.0,False,True,Tetuán 17
3804,144.0,3,2.0,three,429000,False,1996.0,True,True,Tetuán 17
3805,115.0,0,1.0,zero,395000,False,1971.0,False,False,Tetuán 17
3806,119.0,2,2.0,six,575000,True,1971.0,True,True,Tetuán 17
3807,163.0,3,2.0,eight,730000,True,1971.0,True,True,Tetuán 17
3808,162.0,3,2.0,four,829000,True,1971.0,True,True,Tetuán 17
3809,301.0,5,3.0,six,975000,True,1971.0,True,True,Tetuán 17
3810,76.0,3,1.0,three,255000,False,1962.0,False,True,Tetuán 17
3811,92.0,3,1.0,one,339900,False,1969.0,True,True,Tetuán 17
3812,230.0,4,3.0,eight,880000,True,1971.0,True,True,Tetuán 17
3813,90.0,3,2.0,three,339000,False,1963.0,True,True,Tetuán 17
3814,45.0,2,1.0,four,217000,False,1964.0,False,True,Tetuán 17
3815,164.0,4,3.0,five,710000,False,1971.0,True,True,Tetuán 17
3816,48.0,2,2.0,three,199000,False,2007.0,True,True,Tetuán 17
3817,117.0,4,2.0,one,490000,False,1966.0,True,False,Retiro 14
3818,108.0,3,1.0,two,623000,False,1940.0,True,True,Retiro 14
3819,87.0,3,1.0,three,299000,False,1945.0,True,True,Retiro 14
3820,218.0,2,1.0,zero,885000,True,1971.0,True,True,Retiro 14
3821,118.0,3,2.0,one,445000,True,1971.0,True,False,Retiro 14
3822,126.0,3,3.0,one,796000,False,1940.0,True,True,Retiro 14
3825,121.0,3,2.0,eight,629000,True,1952.0,True,True,Retiro 14
3826,131.0,3,2.0,one,554000,False,1981.0,True,True,Retiro 14
3827,150.0,5,2.0,one,550000,False,1971.0,True,False,Retiro 14
3828,130.0,3,2.0,one,799000,False,1941.0,True,True,Retiro 14
3829,107.0,3,1.0,three,380000,False,1966.0,True,False,Retiro 14
3830,145.0,3,2.0,six,580000,False,1935.0,True,True,Retiro 14
3831,140.0,4,2.0,three,1150000,True,1935.0,True,True,Retiro 14
3832,119.0,2,3.0,semi-basement,595000,False,1971.0,True,True,Retiro 14
3833,121.0,4,2.0,one,490000,False,1960.0,True,False,Retiro 14
3836,174.0,5,2.0,four,640000,True,1985.0,True,True,Retiro 14
3837,166.0,4,3.0,two,850000,True,1971.0,True,True,Retiro 14
3838,266.0,4,3.0,one,1169000,True,1971.0,True,True,Retiro 14
3839,94.0,2,1.0,three,370000,True,1971.0,True,True,Retiro 14
3840,135.0,3,2.0,two,535000,True,1971.0,True,True,Retiro 14
3841,106.0,4,1.0,three,650000,True,1932.0,True,True,Retiro 14
3843,154.0,4,2.0,four,850000,False,1971.0,True,True,Retiro 14
3844,135.0,4,2.0,four,579000,True,1971.0,True,True,Retiro 14
3845,97.0,3,2.0,seven,485000,False,1971.0,True,False,Retiro 14
3846,108.0,3,1.0,two,623000,True,1971.0,True,True,Retiro 14
3847,119.0,3,2.0,one,535000,False,1971.0,True,False,Retiro 14
3850,173.0,4,2.0,two,755000,True,1959.0,True,False,Retiro 14
3851,173.0,4,2.0,two,755000,True,1959.0,True,True,Retiro 14
3852,191.0,4,2.0,one,900000,False,1955.0,True,True,Retiro 14
3853,168.0,3,2.0,one,630000,False,1971.0,True,True,Retiro 14
3854,107.0,2,1.0,three,435000,True,1971.0,True,True,Retiro 14
3855,215.0,3,3.0,five,875000,True,1988.0,True,True,Retiro 14
3857,112.0,2,1.0,six,630000,True,1971.0,True,True,Retiro 14
3858,212.0,5,3.0,seven,1095000,True,1971.0,True,True,Retiro 14
3859,154.0,2,2.0,six,620000,False,1971.0,True,True,Retiro 14
3860,91.0,3,2.0,three,480000,False,1958.0,True,True,Retiro 14
3861,65.0,2,1.0,two,279000,False,1900.0,False,True,Retiro 14
3862,36.0,2,1.0,zero,189000,False,1915.0,False,False,Retiro 14
3864,68.0,1,1.0,zero,288000,False,1971.0,True,True,Retiro 14
3865,130.0,3,2.0,four,540000,False,1940.0,True,False,Retiro 14
3866,112.0,3,2.0,seven,372000,False,1960.0,True,True,Retiro 14
3867,41.0,1,1.0,one,173000,False,1931.0,False,True,Retiro 14
3868,199.0,4,2.0,three,895000,False,1971.0,True,True,Retiro 14
3869,117.0,2,2.0,three,600000,True,1971.0,True,True,Retiro 14
3871,194.0,4,4.0,one,790000,False,1971.0,True,True,Retiro 14
3873,180.0,7,2.0,two,715000,True,1971.0,True,True,Retiro 14
3874,81.0,2,1.0,one,410000,True,1971.0,True,True,Retiro 14
3875,168.0,3,2.0,one,650000,False,1971.0,True,True,Retiro 14
3876,100.0,3,2.0,seven,409000,False,1971.0,True,True,Retiro 14
3877,97.0,4,2.0,eight,410000,True,1970.0,True,True,Retiro 14
3878,141.0,3,2.0,one,580000,True,1981.0,True,True,Retiro 14
3879,120.0,4,2.0,six,415000,False,1971.0,True,True,Retiro 14
3880,134.0,4,2.0,five,600000,False,1943.0,True,False,Retiro 14
3881,62.0,1,1.0,two,280000,False,1993.0,True,True,Retiro 14
3882,144.0,3,2.0,six,670000,False,1971.0,True,True,Retiro 14
3883,123.0,4,2.0,one,495000,False,1971.0,True,True,Retiro 14
3884,130.0,3,2.0,one,445000,False,1993.0,True,True,Retiro 14
3885,112.0,4,2.0,seven,372000,True,1960.0,True,True,Retiro 14
3886,162.0,4,3.0,seven,600000,False,1988.0,True,True,Retiro 14
3887,73.0,2,1.0,one,390000,False,2007.0,True,True,Retiro 14
3888,140.0,4,3.0,two,715000,False,1945.0,True,True,Retiro 14
3889,82.0,2,2.0,three,375500,False,1965.0,True,True,Retiro 14
3890,100.0,4,2.0,one,445000,False,1968.0,True,True,Retiro 14
3891,126.0,3,2.0,three,460000,False,1960.0,True,True,Retiro 14
3892,129.0,3,2.0,seven,628000,False,1971.0,True,True,Retiro 14
3895,90.0,3,2.0,seven,380000,False,1965.0,True,False,Retiro 14
3896,215.0,6,3.0,four,830000,False,1994.0,True,True,Retiro 14
3897,74.0,3,1.0,four,290000,False,1965.0,True,False,Retiro 14
3898,156.0,4,2.0,one,790000,True,1954.0,True,True,Retiro 14
3900,142.0,5,2.0,one,595000,True,1961.0,True,True,Retiro 14
3901,68.0,1,1.0,semi-basement,288000,False,1905.0,True,True,Retiro 14
3903,138.0,4,2.0,four,559000,False,1985.0,True,True,Retiro 14
3904,221.0,4,3.0,six,790000,False,1971.0,True,False,Retiro 14
3905,140.0,3,2.0,three,496000,False,1998.0,True,True,Retiro 14
3906,104.0,4,2.0,one,520000,False,1971.0,True,True,Retiro 14
3907,120.0,3,2.0,two,500000,False,1971.0,True,True,Retiro 14
3909,140.0,4,1.0,seven,760000,True,1971.0,True,True,Retiro 14
3911,68.0,2,2.0,two,690000,False,1971.0,True,True,Retiro 14
3912,86.0,3,1.0,two,370000,False,1971.0,True,True,Retiro 14
3915,108.0,3,1.0,two,623000,False,1971.0,True,True,Retiro 14
3916,166.0,4,2.0,two,850000,True,1958.0,True,True,Retiro 14
3917,157.0,3,2.0,one,699000,False,1977.0,True,True,Retiro 14
3919,146.0,4,2.0,four,655000,False,1971.0,True,True,Retiro 14
3921,157.0,4,2.0,four,570000,True,1977.0,True,True,Retiro 14
3922,161.0,4,2.0,three,549000,False,1971.0,True,False,Retiro 14
3923,94.0,3,2.0,one,450000,False,1950.0,True,False,Retiro 14
3924,91.0,3,1.0,four,349000,True,1971.0,True,True,Retiro 14
3925,130.0,3,2.0,five,470000,True,1971.0,True,True,Retiro 14
3926,153.0,3,2.0,six,955000,False,1971.0,True,True,Retiro 14
3927,85.0,3,1.0,two,360000,False,1971.0,True,True,Retiro 14
3928,168.0,4,3.0,three,575000,True,1970.0,True,True,Retiro 14
3929,86.0,3,1.0,zero,299000,False,1945.0,True,True,Retiro 14
3930,139.0,4,1.0,one,499000,True,1971.0,True,True,Retiro 14
3931,167.0,4,2.0,nine,1050000,False,1983.0,True,True,Retiro 14
3932,85.0,3,2.0,six,429000,False,1971.0,True,True,Retiro 14
3933,152.0,3,2.0,two,555000,False,1971.0,True,True,Retiro 14
3934,61.0,1,1.0,two,305000,False,1971.0,True,False,Retiro 14
3935,130.0,2,1.0,seven,618000,True,1941.0,True,True,Retiro 14
3936,118.0,3,2.0,one,514900,True,1972.0,True,True,Retiro 14
3937,215.0,6,3.0,four,830000,False,1971.0,True,True,Retiro 14
3938,51.0,2,1.0,one,274000,False,1930.0,False,False,Retiro 14
3939,89.0,2,1.0,six,375000,False,1971.0,True,True,Retiro 14
3940,86.0,3,1.0,zero,299000,True,1971.0,True,True,Retiro 14
3941,60.0,1,1.0,nine,474000,True,1974.0,True,True,Retiro 14
3943,97.0,3,2.0,eight,550000,False,1971.0,True,False,Retiro 14
3944,142.0,5,2.0,four,580000,True,1961.0,True,True,Retiro 14
3945,140.0,4,2.0,two,419000,True,1971.0,True,True,Retiro 14
3946,54.0,1,1.0,two,325000,False,2008.0,False,True,Retiro 14
3947,116.0,4,3.0,three,649999,True,1978.0,True,True,Retiro 14
3948,72.0,1,1.0,one,160000,True,1971.0,True,True,Retiro 14
3949,72.0,2,1.0,one,160000,True,1971.0,True,True,Retiro 14
3951,129.0,4,2.0,five,615000,False,1971.0,True,True,Retiro 14
3952,117.0,4,2.0,six,475000,False,1971.0,True,True,Retiro 14
3953,120.0,3,2.0,one,549000,False,1971.0,True,True,Retiro 14
3954,150.0,4,2.0,five,515000,False,1971.0,True,True,Retiro 14
3955,51.0,0,1.0,one,219000,True,1981.0,True,True,Retiro 14
3957,110.0,2,2.0,one,495000,True,1971.0,True,False,Retiro 14
3958,45.0,1,1.0,six,335000,False,1971.0,True,True,Retiro 14
3959,104.0,3,2.0,six,400000,True,1968.0,True,True,Retiro 14
3960,65.0,2,1.0,three,300000,True,1975.0,True,True,Retiro 14
3961,93.0,3,2.0,six,375000,True,1980.0,True,False,Retiro 14
3964,77.0,2,1.0,five,354000,False,1971.0,True,True,Retiro 14
3965,129.0,3,2.0,seven,607600,False,1992.0,True,True,Retiro 14
3966,100.0,4,1.0,five,390000,True,1957.0,True,True,Retiro 14
3967,109.0,3,2.0,seven,380000,False,1971.0,True,True,Retiro 14
3968,150.0,4,2.0,four,780000,False,1971.0,True,True,Retiro 14
3971,28.0,1,1.0,zero,170000,True,1915.0,True,False,Retiro 14
3973,50.0,1,1.0,one,190500,False,1971.0,True,True,Retiro 14
3974,108.0,2,1.0,six,350000,False,1935.0,True,False,Retiro 14
3975,124.0,3,2.0,one,630000,False,1952.0,True,True,Retiro 14
3976,68.0,1,1.0,zero,324000,False,1988.0,True,True,Retiro 14
3977,138.0,3,2.0,two,499000,True,1974.0,True,True,Retiro 14
3979,119.0,3,2.0,three,495000,False,1958.0,True,True,Retiro 14
3981,68.0,2,1.0,six,295000,False,1969.0,True,True,Retiro 14
3982,160.0,4,2.0,two,835000,True,1965.0,True,True,Retiro 14
3984,120.0,2,2.0,seven,435000,False,1971.0,True,True,Retiro 14
3985,134.0,4,2.0,one,375000,True,1971.0,True,True,Retiro 14
3986,169.0,4,3.0,one,660000,False,1987.0,True,True,Retiro 14
3987,97.0,4,1.0,five,390000,False,1957.0,True,True,Retiro 14
3991,83.0,3,1.0,seven,349000,True,1971.0,True,True,Retiro 14
3993,122.0,4,2.0,six,579000,True,1971.0,True,True,Retiro 14
3996,287.0,2,2.0,mezzanine,390000,True,1971.0,True,True,Retiro 14
3997,53.0,2,1.0,three,161000,False,1940.0,True,True,Retiro 14
3998,33.0,0,1.0,zero,179000,False,1971.0,True,True,Retiro 14
3999,220.0,5,4.0,three,1060000,False,1971.0,True,True,Retiro 14
4000,99.0,2,1.0,six,350000,False,1971.0,True,False,Retiro 14
4006,70.0,2,1.0,semi-basement,240000,False,1971.0,True,True,Retiro 14
4007,161.0,3,3.0,two,598000,False,1986.0,True,True,Retiro 14
4008,192.0,4,3.0,three,650000,True,1971.0,True,True,Retiro 14
4009,88.0,3,2.0,one,470000,False,1961.0,True,True,Retiro 14
4010,118.0,3,2.0,one,575000,False,1946.0,True,True,Retiro 14
4011,125.0,3,2.0,two,520000,False,1970.0,True,True,Retiro 14
4012,105.0,3,2.0,two,498000,False,1967.0,True,True,Retiro 14
4013,128.0,3,3.0,five,1119200,False,2019.0,True,True,Retiro 14
4014,112.0,2,1.0,seven,690000,False,1930.0,True,True,Retiro 14
4016,161.0,3,2.0,five,590000,True,1987.0,True,True,Retiro 14
4017,48.0,2,1.0,one,230000,False,1931.0,True,False,Retiro 14
4018,120.0,4,2.0,mezzanine,660000,False,1940.0,True,True,Retiro 14
4019,55.0,2,1.0,four,440000,False,1971.0,True,True,Retiro 14
4020,55.0,2,1.0,four,440000,False,1928.0,True,True,Retiro 14
4021,145.0,3,2.0,six,599900,True,1935.0,True,True,Retiro 14
4023,95.0,3,1.0,two,340000,False,1971.0,True,True,Retiro 14
4025,88.0,2,2.0,two,530000,False,1960.0,True,True,Retiro 14
4026,158.0,3,2.0,four,650000,False,1974.0,True,True,Retiro 14
4027,160.0,2,2.0,six,620000,False,1971.0,True,True,Retiro 14
4028,30.0,1,1.0,zero,385000,False,1971.0,True,False,Retiro 14
4029,96.0,3,2.0,eight,350000,True,1971.0,True,True,Retiro 14
4030,96.0,3,2.0,eight,350000,False,1971.0,True,True,Retiro 14
4032,126.0,3,2.0,three,485000,False,1971.0,True,True,Retiro 14
4033,135.0,2,2.0,eight,855000,False,1951.0,True,True,Retiro 14
4034,185.0,4,3.0,two,950000,True,1971.0,True,True,Retiro 14
4038,63.0,3,1.0,one,320000,False,1971.0,True,True,Retiro 14
4039,35.0,0,1.0,six,280000,True,1934.0,True,True,Retiro 14
4040,149.0,4,3.0,five,799000,False,1971.0,True,True,Retiro 14
4041,156.0,3,2.0,one,549000,False,1971.0,True,True,Retiro 14
4042,145.0,4,2.0,six,510000,True,1945.0,True,True,Retiro 14
4044,147.0,4,3.0,one,550000,True,1982.0,True,True,Retiro 14
4045,125.0,3,2.0,zero,595000,False,1971.0,True,True,Retiro 14
4046,50.0,2,1.0,six,310000,False,1971.0,True,True,Retiro 14
4048,62.0,0,1.0,zero,149000,False,1925.0,False,False,Retiro 14
4049,80.0,2,1.0,zero,340000,False,2000.0,True,True,Retiro 14
4050,70.0,1,2.0,two,280000,False,1996.0,False,True,Retiro 14
4051,93.0,3,2.0,four,475000,False,1986.0,True,True,Retiro 14
4052,120.0,3,2.0,two,680000,False,1950.0,True,True,Retiro 14
4055,197.0,4,2.0,one,640000,False,1971.0,True,True,Retiro 14
4056,160.0,4,2.0,two,576000,False,1971.0,True,True,Retiro 14
4058,119.0,4,2.0,one,535000,False,1946.0,True,True,Retiro 14
4061,145.0,3,2.0,six,600000,False,1935.0,True,True,Retiro 14
4063,140.0,3,2.0,six,569000,False,1935.0,True,True,Retiro 14
4064,131.0,3,2.0,three,580000,False,1975.0,True,True,Retiro 14
4065,117.0,2,2.0,three,531527,False,1971.0,True,True,Retiro 14
4066,165.0,5,2.0,eight,620000,True,1977.0,True,True,Retiro 14
4067,120.0,4,2.0,one,370000,False,1971.0,True,True,Retiro 14
4068,76.0,2,2.0,eight,490000,False,1971.0,True,True,Retiro 14
4069,97.0,3,2.0,three,480000,False,1984.0,True,False,Retiro 14
4070,115.0,3,2.0,zero,345000,True,1945.0,True,True,Retiro 14
4071,115.0,3,2.0,three,550000,False,1971.0,True,True,Retiro 14
4072,139.0,3,2.0,one,580000,True,1981.0,True,True,Retiro 14
4073,86.0,3,1.0,semi-basement,299000,True,1971.0,True,True,Retiro 14
4074,49.0,1,1.0,one,146000,True,1971.0,True,False,Retiro 14
4075,91.0,3,2.0,one,495000,False,1971.0,True,True,Retiro 14
4076,162.0,4,3.0,zero,590000,False,1971.0,True,True,Retiro 14
4077,78.0,2,1.0,seven,339000,False,1971.0,True,False,Retiro 14
4078,153.0,3,2.0,one,556000,False,1977.0,True,True,Retiro 14
4079,115.0,4,1.0,five,480000,False,1950.0,True,True,Retiro 14
4081,132.0,4,2.0,five,650000,True,1956.0,True,True,Retiro 14
4082,84.0,2,1.0,six,400000,False,1971.0,True,False,Retiro 14
4083,131.0,4,2.0,one,620000,False,1945.0,True,True,Retiro 14
4085,212.0,4,3.0,four,990000,True,1971.0,True,True,Retiro 14
4086,110.0,3,2.0,five,550000,False,1971.0,True,True,Retiro 14
4087,71.0,1,1.0,zero,295000,False,1971.0,True,True,Retiro 14
4092,126.0,3,2.0,one,590000,False,1971.0,True,True,Retiro 14
4093,95.0,2,2.0,one,490000,False,1971.0,True,True,Retiro 14
4095,126.0,3,2.0,two,605000,False,1971.0,True,True,Retiro 14
4098,82.0,2,1.0,four,349000,False,1971.0,True,True,Retiro 14
4099,135.0,3,2.0,five,650000,True,1971.0,True,True,Retiro 14
4101,141.0,3,2.0,one,580000,True,1971.0,True,True,Retiro 14
4102,85.0,3,1.0,four,310000,False,1971.0,True,True,Retiro 14
4103,84.0,1,1.0,two,360000,False,1971.0,True,True,Retiro 14
4105,126.0,3,2.0,five,557000,False,1953.0,True,False,Retiro 14
4106,158.0,4,2.0,five,680000,False,1984.0,True,True,Retiro 14
4108,192.0,4,3.0,three,650000,True,1970.0,True,True,Retiro 14
4109,161.0,4,2.0,four,860000,False,1971.0,True,True,Retiro 14
4110,179.0,4,3.0,two,660000,False,1976.0,True,True,Retiro 14
4111,126.0,4,2.0,semi-basement,550000,True,1956.0,True,True,Retiro 14
4112,50.0,2,1.0,zero,280000,False,1935.0,True,True,Retiro 14
4113,140.0,3,2.0,six,594900,False,1971.0,True,True,Retiro 14
4114,67.0,3,1.0,one,340000,False,1979.0,True,False,Retiro 14
4115,140.0,3,2.0,one,580000,True,1981.0,True,True,Retiro 14
