sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,neighborhood,District,HouseType
57.0,1,1.0,0,1,0.0,1439,0,400000,7018,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
122.0,3,2.0,0,3,0.0,2480,0,900000,7377,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
65.0,1,1.0,0,4,0.0,1644,0,490000,7538,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
107.0,2,2.0,0,3,0.0,2255,0,760000,7103,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
65.0,1,1.0,0,1,0.0,1576,0,460000,7077,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
58.0,1,1.0,0,Bajo,1.0,1453,0,406000,7000,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
86.0,3,1.0,0,Semi-sótano interior,1.0,1662,0,498000,5791,1,1,0.0,1929.0,0.0,1.0,,,0.0,0.0,,,E,0,,,,,,,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
201.0,3,2.0,1,1,0.0,585,0,1340000,6667,1,1,0.0,1970.0,1.0,0.0,,,1.0,1.0,,1.0,in process,1,1.0,0.0,1.0,0.0,0.0,0.0,Vallehermoso 36,Chamberí 6,Piso
127.0,2,2.0,0,4,0.0,2481,0,901250,7096,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
134.0,2,2.0,0,4,0.0,2509,0,938536,7004,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
141.0,2,2.0,0,4,0.0,2512,0,994568,7054,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
70.0,2,1.0,0,5,0.0,1393,0,380000,5429,1,0,0.0,1930.0,,,,1.0,1.0,0.0,,,E,0,,,0.0,0.0,0.0,1.0,Arapiles 33,Chamberí 6,Piso
199.0,4,3.0,1,4,0.0,2516,0,980000,4925,1,1,0.0,1964.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,in process,0,,,0.0,0.0,1.0,1.0,Trafalgar 35,Chamberí 6,Piso
288.0,5,5.0,1,4,0.0,-27934,0,1990000,6910,1,1,0.0,1948.0,,,,1.0,1.0,1.0,,1.0,not indicated,1,1.0,0.0,,,,,Almagro 32,Chamberí 6,Piso
192.0,4,2.0,1,2,0.0,2234,0,750000,3906,1,1,0.0,,1.0,0.0,,,1.0,1.0,,,not indicated,0,,,,,,,Gaztambide 34,Chamberí 6,Piso
42.0,2,1.0,1,6,0.0,1323,0,350000,8333,1,0,0.0,,0.0,1.0,,,1.0,0.0,1.0,,E,0,,,,,,,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
131.0,3,2.0,0,1,0.0,1873,0,590000,4504,1,0,,,0.0,1.0,1.0,,0.0,,,,E,0,,,0.0,0.0,1.0,0.0,Arapiles 33,Chamberí 6,Piso
35.0,1,1.0,1,3,0.0,884,0,190000,5429,1,0,0.0,,,,1.0,1.0,0.0,0.0,,,E,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
113.0,3,2.0,0,6,0.0,2078,0,1168362,10339,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,B,1,1.0,0.0,,,,,Gaztambide 34,Chamberí 6,Ático
105.0,3,2.0,0,5,0.0,2510,0,998000,9505,1,0,1.0,,,,,,1.0,1.0,1.0,1.0,B,1,1.0,0.0,,,,,Gaztambide 34,Chamberí 6,Piso
95.0,2,2.0,0,3,0.0,2274,0,769419,8099,1,0,1.0,,,,,,1.0,1.0,,1.0,B,1,1.0,0.0,,,,,Gaztambide 34,Chamberí 6,Piso
95.0,2,2.0,1,3,0.0,1908,0,605000,6368,1,0,0.0,1930.0,0.0,1.0,1.0,1.0,1.0,1.0,,,C,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
129.0,4,1.0,0,3,0.0,2192,0,730000,5659,1,1,0.0,1940.0,1.0,0.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Arapiles 33,Chamberí 6,Piso
364.0,8,3.0,0,Bajo,1.0,94,0,1375000,3777,1,1,0.0,1946.0,0.0,1.0,,1.0,1.0,1.0,,,G,0,,,0.0,1.0,0.0,0.0,Almagro 32,Chamberí 6,Piso
177.0,4,3.0,0,3,0.0,2470,0,890000,5028,1,1,0.0,1976.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,1,0.0,50000.0,0.0,0.0,0.0,1.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
190.0,4,3.0,0,6,0.0,2417,0,850000,4474,1,0,0.0,1989.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,not indicated,1,1.0,0.0,1.0,0.0,1.0,0.0,Arapiles 33,Chamberí 6,Dúplex
153.0,4,3.0,1,4,0.0,2324,0,795000,5196,1,1,0.0,1935.0,1.0,0.0,,1.0,1.0,1.0,,,D,0,,,0.0,0.0,1.0,1.0,Trafalgar 35,Chamberí 6,Piso
121.0,3,2.0,1,1,0.0,1955,0,625000,5165,1,0,0.0,,,,1.0,1.0,1.0,1.0,,,E,0,,,0.0,0.0,1.0,1.0,Gaztambide 34,Chamberí 6,Piso
147.0,5,2.0,1,3,0.0,1955,0,625000,4252,1,1,0.0,1949.0,1.0,0.0,,,1.0,1.0,,,in process,0,,,,,,,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
54.0,3,2.0,1,Bajo,1.0,1255,0,322000,5963,1,0,0.0,1940.0,0.0,1.0,,1.0,1.0,0.0,1.0,,E,0,,,0.0,0.0,1.0,0.0,Arapiles 33,Chamberí 6,Piso
121.0,3,2.0,1,3,0.0,2115,0,695000,5744,1,0,0.0,1980.0,0.0,1.0,1.0,,1.0,1.0,1.0,,in process,1,1.0,0.0,0.0,0.0,0.0,1.0,Gaztambide 34,Chamberí 6,Piso
131.0,3,2.0,1,2,0.0,1893,0,598500,4569,1,0,,1950.0,1.0,0.0,,1.0,1.0,1.0,,,E,0,,,1.0,0.0,0.0,1.0,Trafalgar 35,Chamberí 6,Piso
194.0,4,2.0,1,8,0.0,1900,0,1200000,6186,1,0,0.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Vallehermoso 36,Chamberí 6,Ático
217.0,3,4.0,1,2,0.0,-8846,0,1695000,7811,1,0,0.0,1973.0,1.0,0.0,1.0,1.0,1.0,1.0,,,C,1,0.0,50000.0,0.0,0.0,0.0,1.0,Almagro 32,Chamberí 6,Piso
171.0,4,3.0,1,4,0.0,2331,0,799000,4673,1,0,0.0,,,,1.0,1.0,1.0,1.0,1.0,,in process,1,1.0,0.0,0.0,0.0,0.0,1.0,Gaztambide 34,Chamberí 6,Piso
183.0,4,3.0,0,1,0.0,2190,0,729000,3984,1,0,0.0,1974.0,1.0,0.0,,1.0,1.0,1.0,1.0,,D,1,1.0,0.0,,,,,Gaztambide 34,Chamberí 6,Piso
220.0,3,4.0,1,2,0.0,-5161,0,1599000,7268,1,0,,,1.0,0.0,1.0,1.0,1.0,1.0,,,in process,0,,,,,,,Almagro 32,Chamberí 6,Piso
256.0,3,3.0,1,7,0.0,-76092,0,2360000,9219,1,0,0.0,,,,1.0,1.0,1.0,1.0,,1.0,not indicated,1,1.0,0.0,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
140.0,3,2.0,1,1,0.0,2012,0,650000,4643,1,0,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,in process,0,,,1.0,0.0,0.0,0.0,Gaztambide 34,Chamberí 6,Piso
185.0,4,3.0,1,1,0.0,2190,0,729000,3941,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,D,1,1.0,0.0,0.0,0.0,1.0,0.0,Gaztambide 34,Chamberí 6,Piso
89.0,2,2.0,1,Bajo,1.0,1382,0,375000,4213,1,0,0.0,1920.0,0.0,1.0,1.0,,0.0,1.0,,1.0,E,0,,,0.0,0.0,0.0,1.0,Trafalgar 35,Chamberí 6,Piso
114.0,3,2.0,1,7,0.0,2324,0,795000,6974,1,0,0.0,1963.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,0,,,0.0,0.0,1.0,0.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
225.0,5,3.0,1,2,0.0,2234,0,750000,3333,1,1,0.0,1964.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,in process,0,,,0.0,0.0,1.0,0.0,Vallehermoso 36,Chamberí 6,Piso
75.0,3,1.0,1,4,0.0,1299,0,340000,4533,1,0,0.0,,1.0,0.0,,,1.0,0.0,,,not indicated,0,,,,,,,Arapiles 33,Chamberí 6,Piso
225.0,4,3.0,1,1,0.0,2514,0,950000,4222,1,1,0.0,1966.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,not indicated,0,,,1.0,0.0,0.0,0.0,Gaztambide 34,Chamberí 6,Piso
335.0,3,3.0,1,6,0.0,-189760,0,2805000,8373,1,0,0.0,,0.0,1.0,1.0,,1.0,,1.0,,in process,0,,,1.0,1.0,1.0,1.0,Almagro 32,Chamberí 6,Ático
75.0,2,2.0,1,Bajo,1.0,1530,0,440000,5867,1,0,0.0,2019.0,0.0,1.0,1.0,1.0,1.0,0.0,,,E,0,,,,,,,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
222.0,3,3.0,1,6,0.0,-33621,0,2050000,9234,1,0,0.0,1977.0,0.0,1.0,1.0,,1.0,,1.0,,not indicated,1,1.0,0.0,0.0,1.0,1.0,1.0,Almagro 32,Chamberí 6,Ático
270.0,5,3.0,1,1,0.0,2470,0,890000,3296,1,1,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,G,1,1.0,0.0,,,,,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
335.0,3,4.0,1,5,0.0,-154511,0,2695000,8045,1,0,0.0,,,,,,1.0,1.0,1.0,,D,0,,,,,,,Almagro 32,Chamberí 6,Dúplex
730.0,8,7.0,1,5,0.0,-5065416,0,5650000,7740,1,0,0.0,1966.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,1.0,0.0,1.0,1.0,1.0,1.0,Almagro 32,Chamberí 6,Piso
201.0,4,2.0,1,4,0.0,2429,0,858000,4269,1,1,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,1.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
400.0,7,5.0,1,1,0.0,-33621,0,2050000,5125,1,0,0.0,1960.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,D,0,,,0.0,0.0,0.0,1.0,Almagro 32,Chamberí 6,Piso
240.0,5,3.0,1,1,0.0,2516,0,979000,4079,1,1,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,in process,1,0.0,40000.0,0.0,1.0,1.0,1.0,Vallehermoso 36,Chamberí 6,Ático
160.0,3,2.0,0,7,0.0,2115,0,695000,4344,1,1,0.0,1960.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,0.0,1.0,0.0,0.0,Gaztambide 34,Chamberí 6,Ático
264.0,6,3.0,1,1,0.0,1536,0,1250000,4735,1,1,0.0,1965.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,0.0,0.0,Gaztambide 34,Chamberí 6,Piso
412.0,5,5.0,1,7,0.0,-1188454,0,4100000,9951,1,0,0.0,,,,1.0,,1.0,1.0,,,D,0,,,,,,,Almagro 32,Chamberí 6,Piso
108.0,3,2.0,1,1,0.0,1587,0,465000,4306,1,1,0.0,,1.0,0.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
90.0,3,2.0,1,1,0.0,1610,0,475000,5278,1,0,0.0,1940.0,0.0,1.0,1.0,1.0,1.0,1.0,,,C,1,0.0,45000.0,0.0,1.0,1.0,0.0,Arapiles 33,Chamberí 6,Piso
227.0,6,4.0,1,6,0.0,2501,0,925000,4075,1,1,0.0,1969.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,0.0,0.0,0.0,1.0,Vallehermoso 36,Chamberí 6,Piso
129.0,4,2.0,1,2,0.0,1827,0,570000,4419,1,0,0.0,1945.0,1.0,0.0,,,1.0,0.0,,1.0,in process,0,,,,,,,Arapiles 33,Chamberí 6,Piso
204.0,7,2.0,1,2,0.0,2352,0,810000,3971,1,0,0.0,1991.0,0.0,1.0,,1.0,1.0,1.0,,,C,1,1.0,0.0,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
74.0,1,1.0,0,3,0.0,1809,0,562000,7595,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
140.0,3,3.0,0,3,0.0,2394,0,1082000,7729,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
74.0,1,1.0,0,3,0.0,1850,0,580000,7838,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
157.0,3,2.0,0,1,0.0,2347,0,1100000,7006,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
64.0,1,1.0,0,2,0.0,1633,0,485000,7578,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Estudio
139.0,2,3.0,0,3,0.0,2399,0,1080000,7770,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
174.0,3,2.0,0,1,0.0,1931,0,1195000,6868,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
67.0,1,1.0,0,3,0.0,1712,0,520000,7761,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
141.0,2,3.0,0,3,0.0,2394,0,1082000,7674,1,0,1.0,,,,,,1.0,1.0,,1.0,A,1,1.0,0.0,,,,,Trafalgar 35,Chamberí 6,Piso
293.0,3,4.0,0,3,0.0,-51191,0,2200000,7509,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
332.0,3,4.0,0,Entreplanta exterior,1.0,-34127,0,2055000,6190,1,0,1.0,,,,,,1.0,1.0,1.0,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
307.0,3,4.0,0,3,0.0,-209434,0,2860000,9316,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
315.0,2,3.0,0,Entreplanta exterior,1.0,-24524,0,1950000,6190,1,0,1.0,,,,,,1.0,1.0,1.0,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
239.0,3,4.0,0,2,0.0,-31646,0,2030000,8494,1,0,1.0,,,,,,1.0,1.0,,,not indicated,0,,,,,,,Almagro 32,Chamberí 6,Piso
83.0,2,1.0,1,1,0.0,1508,0,430000,5181,1,0,0.0,1951.0,0.0,1.0,1.0,,1.0,1.0,,,E,0,,,0.0,1.0,0.0,1.0,Arapiles 33,Chamberí 6,Piso
67.0,2,2.0,1,1,0.0,1781,0,550000,8209,1,0,0.0,,0.0,1.0,1.0,,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,0.0,Trafalgar 35,Chamberí 6,Piso
138.0,3,2.0,1,3,0.0,2058,0,670000,4855,1,1,0.0,1942.0,1.0,0.0,,1.0,1.0,1.0,1.0,,E,0,,,0.0,0.0,1.0,1.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
67.0,2,2.0,1,1,0.0,1781,0,550000,8209,1,0,0.0,1935.0,0.0,1.0,1.0,1.0,1.0,1.0,,,E,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
96.0,3,1.0,1,4,0.0,1174,0,290000,3021,1,0,0.0,1882.0,0.0,1.0,,1.0,1.0,1.0,,1.0,in process,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
185.0,5,2.0,1,Bajo,1.0,2480,0,900000,4865,1,0,0.0,,,,,,1.0,1.0,,,E,0,,,0.0,1.0,1.0,0.0,Vallehermoso 36,Chamberí 6,Piso
200.0,7,2.0,1,2,0.0,2402,0,840000,4200,1,0,0.0,,,,,,1.0,1.0,,,E,1,1.0,0.0,0.0,0.0,0.0,1.0,Trafalgar 35,Chamberí 6,Piso
67.0,2,2.0,1,1,0.0,1781,0,550000,8209,1,0,0.0,,,,,,1.0,1.0,,,E,0,,,0.0,1.0,0.0,0.0,Trafalgar 35,Chamberí 6,Piso
325.0,4,4.0,1,1,0.0,-44765,0,2150000,6615,1,1,0.0,,,,,,1.0,1.0,1.0,1.0,E,0,,,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
275.0,4,3.0,1,1,0.0,1536,0,1250000,4545,1,0,0.0,,,,,,1.0,1.0,1.0,,E,1,1.0,0.0,0.0,0.0,0.0,1.0,Arapiles 33,Chamberí 6,Piso
92.0,1,1.0,1,3,0.0,1553,0,450000,4891,1,1,0.0,,,,,,1.0,1.0,,1.0,E,1,1.0,0.0,1.0,0.0,0.0,0.0,Almagro 32,Chamberí 6,Piso
210.0,3,4.0,1,2,0.0,-5161,0,1599000,7614,1,0,0.0,1950.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,0,,,1.0,0.0,0.0,0.0,Almagro 32,Chamberí 6,Piso
64.0,3,2.0,1,Bajo,1.0,1135,0,275000,4297,1,0,0.0,,,,,,1.0,1.0,1.0,,E,0,,,0.0,0.0,0.0,1.0,Gaztambide 34,Chamberí 6,Piso
163.0,4,3.0,1,1,0.0,2010,0,649000,3982,1,0,0.0,1967.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,F,0,,,0.0,0.0,1.0,1.0,Vallehermoso 36,Chamberí 6,Piso
110.0,4,2.0,1,Bajo,1.0,1621,0,480000,4364,1,0,,,0.0,1.0,,,,1.0,,,F,0,,,,,,,Arapiles 33,Chamberí 6,Piso
192.0,6,2.0,1,1,0.0,2295,0,780000,4062,1,0,0.0,,,,1.0,1.0,1.0,1.0,,,E,0,,,,,,,Arapiles 33,Chamberí 6,Piso
250.0,5,4.0,1,8,0.0,-141570,0,2650000,10600,1,0,0.0,,,,1.0,,1.0,1.0,1.0,,D,0,,,0.0,0.0,1.0,1.0,Almagro 32,Chamberí 6,Piso
145.0,4,3.0,1,1,0.0,2417,0,850000,5862,1,0,0.0,1964.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,D,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
110.0,3,2.0,1,1,0.0,2058,0,670000,6091,1,0,0.0,1964.0,1.0,0.0,1.0,1.0,1.0,1.0,,,D,0,,,0.0,0.0,0.0,1.0,Trafalgar 35,Chamberí 6,Piso
399.0,7,4.0,1,4,0.0,-104074,0,2500000,6266,1,0,0.0,,,,,,1.0,1.0,1.0,1.0,A,1,1.0,0.0,0.0,0.0,1.0,0.0,Arapiles 33,Chamberí 6,Piso
142.0,3,2.0,1,5,0.0,1885,0,595000,4190,1,1,0.0,1932.0,,,,1.0,1.0,1.0,,,E,0,,,1.0,1.0,0.0,1.0,Gaztambide 34,Chamberí 6,Piso
75.0,2,1.0,0,1,0.0,1655,0,495000,6600,1,0,0.0,1940.0,0.0,1.0,1.0,1.0,0.0,1.0,,,D,0,,,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
82.0,3,2.0,0,2,0.0,1689,0,510000,6220,1,1,0.0,1955.0,1.0,0.0,1.0,,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,0.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
31.0,0,1.0,1,Sótano interior,1.0,646,0,125000,4032,1,0,0.0,1978.0,0.0,1.0,,1.0,1.0,0.0,1.0,,F,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Estudio
210.0,3,3.0,1,2,0.0,-5161,0,1599000,7614,1,0,0.0,1950.0,1.0,0.0,1.0,1.0,1.0,1.0,,,D,0,,,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
61.0,2,2.0,1,1,0.0,1781,0,550000,9016,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,D,0,,,1.0,0.0,0.0,0.0,Trafalgar 35,Chamberí 6,Piso
109.0,1,1.0,0,6,0.0,2330,0,798000,7321,1,0,0.0,1939.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Ático
157.0,4,3.0,0,3,0.0,2234,0,750000,4777,1,0,0.0,1960.0,1.0,0.0,,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Gaztambide 34,Chamberí 6,Piso
110.0,4,2.0,0,Bajo,1.0,1621,0,480000,4364,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,1.0,0.0,Arapiles 33,Chamberí 6,Piso
90.0,3,2.0,1,1,0.0,1610,0,475000,5278,1,0,0.0,1940.0,0.0,1.0,1.0,1.0,1.0,1.0,,,C,1,0.0,45000.0,0.0,1.0,1.0,0.0,Vallehermoso 36,Chamberí 6,Piso
78.0,4,1.0,1,5,0.0,1365,0,368000,4718,1,0,0.0,1930.0,1.0,0.0,1.0,1.0,1.0,0.0,,,C,0,,,0.0,0.0,1.0,1.0,Arapiles 33,Chamberí 6,Piso
172.0,2,3.0,1,2,0.0,-5161,0,1599000,9297,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,in process,0,,,0.0,1.0,0.0,1.0,Almagro 32,Chamberí 6,Piso
204.0,7,2.0,1,2,0.0,2352,0,810000,3971,1,0,0.0,1991.0,,,1.0,1.0,1.0,1.0,1.0,1.0,E,1,1.0,0.0,0.0,1.0,0.0,0.0,Trafalgar 35,Chamberí 6,Piso
114.0,3,2.0,1,7,0.0,2324,0,795000,6974,1,0,0.0,1963.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,0.0,0.0,1.0,0.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Ático
247.0,5,2.0,1,3,0.0,2440,0,1060000,4291,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,F,0,,,1.0,1.0,0.0,0.0,Arapiles 33,Chamberí 6,Piso
52.0,2,1.0,1,4,0.0,1200,0,300000,5769,1,0,0.0,1929.0,1.0,0.0,,,1.0,0.0,,,E,0,,,0.0,1.0,0.0,0.0,Arapiles 33,Chamberí 6,Piso
75.0,2,1.0,1,3,0.0,1633,0,485000,6467,1,0,0.0,1931.0,1.0,0.0,,1.0,1.0,1.0,,,E,0,,,0.0,0.0,1.0,1.0,Arapiles 33,Chamberí 6,Piso
180.0,5,2.0,1,4,0.0,2124,0,699000,3883,1,0,0.0,,1.0,0.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Gaztambide 34,Chamberí 6,Piso
182.0,3,3.0,0,Entreplanta exterior,1.0,1966,0,630000,3462,1,0,0.0,1975.0,,,1.0,1.0,1.0,1.0,,,in process,0,,,1.0,0.0,0.0,0.0,Vallehermoso 36,Chamberí 6,Piso
40.0,1,1.0,0,Semi-sótano exterior,1.0,833,0,175000,4375,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Trafalgar 35,Chamberí 6,Piso
121.0,3,2.0,0,1,0.0,1955,0,625000,5165,1,0,0.0,1950.0,1.0,0.0,,1.0,1.0,1.0,,,E,0,,,0.0,0.0,1.0,1.0,Gaztambide 34,Chamberí 6,Piso
150.0,2,2.0,1,1,0.0,2515,0,985000,6567,1,0,0.0,,,,1.0,1.0,1.0,1.0,,1.0,in process,0,,,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
22.0,1,1.0,1,3,0.0,881,0,189000,8591,1,0,0.0,1940.0,0.0,1.0,1.0,,0.0,0.0,,,not indicated,0,,,0.0,1.0,0.0,0.0,Almagro 32,Chamberí 6,Piso
211.0,4,3.0,1,4,0.0,2512,0,995000,4716,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,,,,,Almagro 32,Chamberí 6,Piso
79.0,3,1.0,1,4,0.0,1621,0,480000,6076,1,0,0.0,1940.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,0,,,1.0,1.0,0.0,0.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
376.0,5,4.0,1,1,0.0,-38920,0,2100000,5585,1,1,0.0,1970.0,,,1.0,1.0,1.0,1.0,1.0,1.0,D,0,,,0.0,1.0,1.0,1.0,Gaztambide 34,Chamberí 6,Piso
161.0,4,2.0,0,4,0.0,2432,0,860000,5342,1,1,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Almagro 32,Chamberí 6,Piso
42.0,2,1.0,1,Semi-sótano interior,1.0,1024,0,235000,5595,1,1,0.0,,,,,1.0,1.0,0.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Trafalgar 35,Chamberí 6,Piso
100.0,3,2.0,1,4,0.0,1943,0,620000,6200,1,0,0.0,1965.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Nuevos Ministerios-Ríos Rosas 37,Chamberí 6,Piso
100.0,3,2.0,1,4,0.0,1943,0,620000,6200,1,0,0.0,1965.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Vallehermoso 36,Chamberí 6,Piso
400.0,6,5.0,1,1,0.0,-33621,0,2050000,5125,1,1,0.0,,1.0,0.0,,,1.0,1.0,1.0,1.0,E,0,,,,,,,Almagro 32,Chamberí 6,Piso
340.0,4,3.0,1,7,0.0,-17213,0,1850000,5441,1,1,0.0,1967.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,1,1.0,0.0,0.0,0.0,1.0,0.0,Almagro 32,Chamberí 6,Piso
293.0,4,4.0,1,6,0.0,-16255,0,1835000,6263,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,1.0,0.0,0.0,0.0,0.0,1.0,Almagro 32,Chamberí 6,Piso
210.0,3,4.0,1,2,0.0,-5161,0,1599000,7614,1,0,0.0,1950.0,,,1.0,1.0,1.0,1.0,1.0,,in process,0,,,1.0,0.0,0.0,0.0,Almagro 32,Chamberí 6,Piso
