sq_mt_built,n_rooms,n_bathrooms,is_exact_address_hidden,floor,is_floor_under,rent_price,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,neighborhood,District,HouseType
78.0,3,1.0,0,1,0.0,847,0,179000,2295,1,0,0.0,,,,,1.0,1.0,1.0,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
80.0,3,1.0,0,4,0.0,868,0,185000,2312,1,0,0.0,,0.0,1.0,,,1.0,1.0,,,in process,0,,,,,,,Aluche 67,Latina 10,Piso
70.0,3,1.0,0,3,0.0,813,0,169000,2414,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,not indicated,0,,,,,,,Aluche 67,Latina 10,Piso
130.0,3,2.0,0,5,0.0,1346,0,360000,2769,1,0,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,not indicated,1,1.0,0.0,,,,,Aluche 67,Latina 10,Piso
107.0,4,2.0,1,2,0.0,1009,0,230000,2150,1,1,0.0,,,,,,1.0,1.0,1.0,,F,0,,,0.0,0.0,1.0,0.0,Aluche 67,Latina 10,Piso
60.0,2,1.0,1,4,0.0,868,0,185000,3083,1,0,0.0,1960.0,0.0,1.0,,,0.0,1.0,,1.0,in process,0,,,,,,,Lucero 69,Latina 10,Piso
77.0,3,1.0,0,5,0.0,913,0,199000,2584,1,1,0.0,,,,1.0,1.0,0.0,1.0,1.0,,not indicated,0,,,0.0,0.0,1.0,0.0,Lucero 69,Latina 10,Piso
59.0,2,1.0,1,2,0.0,776,0,158900,2693,1,0,0.0,,,,,,0.0,1.0,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
75.0,3,1.0,1,1,0.0,698,0,138000,1840,1,1,0.0,,,,,,0.0,1.0,,,in process,0,,,,,,,Aluche 67,Latina 10,Piso
61.0,3,1.0,0,3,0.0,948,0,210000,3443,1,0,0.0,,,,1.0,1.0,0.0,1.0,,,G,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
88.0,3,1.0,0,5,0.0,884,0,190000,2159,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,0.0,Aluche 67,Latina 10,Piso
70.0,2,1.0,0,2,0.0,917,0,200000,2857,1,0,0.0,2005.0,0.0,1.0,,1.0,1.0,1.0,,1.0,exempt property,1,1.0,0.0,,,,,Águilas 66,Latina 10,Piso
75.0,1,1.0,0,Bajo,1.0,833,0,175000,2333,1,0,0.0,,,,,,0.0,1.0,1.0,,not indicated,0,,,0.0,1.0,0.0,1.0,Aluche 67,Latina 10,Piso
65.0,2,1.0,1,4,0.0,662,0,129000,1985,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,1.0,0.0,0.0,0.0,Aluche 67,Latina 10,Piso
67.0,2,1.0,1,Bajo,1.0,625,0,120000,1791,1,1,0.0,1965.0,0.0,1.0,,,0.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Aluche 67,Latina 10,Piso
53.0,2,1.0,1,2,0.0,662,0,129000,2434,1,0,0.0,1965.0,0.0,1.0,1.0,,0.0,1.0,,,in process,0,,,0.0,0.0,0.0,1.0,Lucero 69,Latina 10,Piso
115.0,4,2.0,1,6,0.0,964,0,215000,1870,1,1,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,in process,0,,,0.0,1.0,0.0,0.0,Águilas 66,Latina 10,Piso
80.0,2,2.0,1,1,0.0,1038,0,240000,3000,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,A,1,1.0,0.0,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
67.0,3,1.0,1,2,0.0,686,0,135000,2015,1,1,0.0,,0.0,1.0,,1.0,0.0,1.0,,,in process,1,1.0,0.0,0.0,1.0,0.0,1.0,Águilas 66,Latina 10,Piso
54.0,2,1.0,1,2,0.0,662,0,129000,2389,1,0,0.0,1966.0,0.0,1.0,1.0,,0.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Lucero 69,Latina 10,Piso
75.0,3,1.0,1,1,0.0,823,0,172000,2293,1,0,0.0,1965.0,0.0,1.0,,,0.0,1.0,,1.0,in process,0,,,0.0,0.0,0.0,1.0,Puerta del Ángel 70,Latina 10,Piso
93.0,3,1.0,1,2,0.0,976,0,219000,2355,1,1,0.0,,1.0,0.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
110.0,4,2.0,1,Entreplanta exterior,1.0,1024,0,235000,2136,1,0,0.0,1968.0,0.0,1.0,,,0.0,1.0,,1.0,E,0,,,0.0,1.0,1.0,0.0,Lucero 69,Latina 10,Piso
53.0,2,1.0,1,3,0.0,613,0,117000,2208,1,0,0.0,1963.0,0.0,1.0,,,1.0,1.0,,,in process,0,,,,,,,Aluche 67,Latina 10,Piso
96.0,4,2.0,1,4,0.0,1108,0,265000,2760,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Aluche 67,Latina 10,Piso
75.0,2,1.0,1,5,0.0,702,0,139000,1853,1,1,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,G,0,,,,,,,Aluche 67,Latina 10,Piso
104.0,3,3.0,1,1,0.0,1323,0,350000,3365,1,0,0.0,1999.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,0.0,Puerta del Ángel 70,Latina 10,Piso
120.0,4,2.0,1,8,0.0,1174,0,290000,2417,1,0,0.0,1974.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,1.0,0.0,0.0,0.0,Aluche 67,Latina 10,Piso
70.0,2,1.0,1,2,0.0,744,0,150000,2143,1,0,0.0,1957.0,0.0,1.0,1.0,1.0,0.0,1.0,,,D,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
63.0,2,1.0,1,2,0.0,702,0,139000,2206,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,,1.0,in process,0,,,,,,,Lucero 69,Latina 10,Piso
65.0,3,1.0,1,1,0.0,650,0,126000,1938,1,0,0.0,1968.0,0.0,1.0,,1.0,0.0,1.0,1.0,,not indicated,0,,,,,,,Campamento 68,Latina 10,Piso
71.0,3,1.0,1,4,0.0,816,0,170000,2394,1,0,0.0,,,,1.0,,0.0,1.0,1.0,,in process,0,,,1.0,0.0,1.0,0.0,Aluche 67,Latina 10,Piso
122.0,3,2.0,0,8,0.0,1393,0,380000,3115,1,0,0.0,,,,1.0,1.0,1.0,1.0,,,D,1,1.0,0.0,,,,,Aluche 67,Latina 10,Piso
80.0,3,1.0,1,2,0.0,910,0,198000,2475,1,0,0.0,,,,,1.0,1.0,1.0,,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
130.0,4,2.0,1,9,0.0,1405,0,385000,2962,1,0,0.0,1969.0,1.0,0.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,1.0,0.0,1.0,Los Cármenes 71,Latina 10,Piso
80.0,3,1.0,1,3,0.0,933,0,205000,2562,1,0,0.0,1970.0,0.0,1.0,,1.0,1.0,1.0,1.0,,E,0,,,,,,,Águilas 66,Latina 10,Piso
63.0,2,1.0,1,1,0.0,979,0,220000,3492,1,0,0.0,,0.0,1.0,1.0,,1.0,,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
80.0,3,1.0,1,1,0.0,734,0,147500,1844,1,0,0.0,1962.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Lucero 69,Latina 10,Piso
71.0,3,1.0,0,1,0.0,768,0,156600,2206,1,1,0.0,1977.0,,,1.0,,0.0,,1.0,,not indicated,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
50.0,1,1.0,1,Entreplanta,1.0,744,0,150000,3000,1,0,,,0.0,1.0,,,,,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
71.0,3,1.0,1,,,648,0,125599,1769,1,0,0.0,,,,,,0.0,,,,G,0,,,,,,,Campamento 68,Latina 10,Piso
75.0,3,1.0,0,5,0.0,868,0,185000,2467,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,E,1,1.0,0.0,0.0,1.0,0.0,1.0,Aluche 67,Latina 10,Piso
80.0,2,1.0,0,1,0.0,751,0,152000,1900,1,1,0.0,,,,,,0.0,1.0,,,not indicated,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
70.0,3,1.0,0,3,0.0,910,0,198000,2829,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,not indicated,0,,,0.0,1.0,0.0,0.0,Campamento 68,Latina 10,Piso
26.0,0,1.0,1,2,0.0,539,0,99900,3842,1,0,0.0,1926.0,0.0,1.0,1.0,,0.0,1.0,1.0,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Estudio
84.0,3,1.0,0,1,0.0,1122,0,270000,3214,1,0,0.0,,,,1.0,,1.0,1.0,1.0,1.0,E,1,1.0,0.0,0.0,0.0,1.0,0.0,Aluche 67,Latina 10,Piso
53.0,2,1.0,1,2,0.0,662,0,129000,2434,1,0,0.0,1966.0,0.0,1.0,1.0,,0.0,1.0,,,in process,0,,,1.0,0.0,1.0,0.0,Lucero 69,Latina 10,Piso
270.0,3,2.0,1,Sótano interior,1.0,1238,0,315000,1167,1,1,0.0,,,,,,0.0,0.0,,,in process,0,,,,,,,Los Cármenes 71,Latina 10,Piso
72.0,3,1.0,0,3,0.0,702,0,139000,1931,1,0,0.0,,,,,1.0,0.0,1.0,,,in process,0,,,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
54.0,1,1.0,1,,,851,0,180000,3333,1,0,,2007.0,,,,,1.0,,,1.0,E,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
55.0,1,1.0,1,2,0.0,705,0,140000,2545,1,0,0.0,2004.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
79.0,4,1.0,0,Entreplanta exterior,1.0,816,0,170000,2152,1,1,0.0,,0.0,1.0,,1.0,1.0,1.0,,,not indicated,0,,,,,,,Lucero 69,Latina 10,Piso
160.0,4,2.0,0,4,0.0,1480,0,418000,2612,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,not indicated,1,1.0,0.0,0.0,0.0,0.0,1.0,Aluche 67,Latina 10,Piso
89.0,3,1.0,0,1,0.0,851,0,180000,2022,1,0,0.0,1971.0,,,,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
62.0,3,1.0,1,Bajo,1.0,650,0,126000,2032,1,0,0.0,1968.0,0.0,1.0,,1.0,0.0,1.0,,,E,0,,,0.0,0.0,1.0,1.0,Campamento 68,Latina 10,Piso
73.0,3,1.0,0,3,0.0,901,0,195000,2671,1,0,0.0,,,,,,0.0,1.0,,,not indicated,0,,,0.0,0.0,0.0,1.0,Puerta del Ángel 70,Latina 10,Piso
90.0,3,2.0,0,1,0.0,1108,0,265000,2944,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Campamento 68,Latina 10,Piso
81.0,2,1.0,1,6,0.0,1009,0,230000,2840,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
103.0,3,1.0,1,Bajo,1.0,868,0,185000,1796,1,0,0.0,1960.0,1.0,0.0,,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Lucero 69,Latina 10,Piso
64.0,3,1.0,1,Bajo,1.0,798,0,165000,2578,1,1,0.0,1971.0,0.0,1.0,,1.0,0.0,1.0,1.0,,F,0,,,0.0,0.0,0.0,1.0,Campamento 68,Latina 10,Piso
64.0,2,1.0,1,Bajo,1.0,744,0,150000,2344,1,0,0.0,1965.0,0.0,1.0,1.0,1.0,1.0,1.0,,,D,0,,,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
89.0,4,1.0,1,5,0.0,758,0,154000,1730,1,0,0.0,1978.0,0.0,1.0,,,1.0,1.0,,,in process,0,,,,,,,Los Cármenes 71,Latina 10,Dúplex
65.0,3,1.0,1,2,0.0,737,0,148270,2281,1,1,0.0,1967.0,,,,,0.0,1.0,1.0,,E,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
62.0,3,1.0,1,,,737,0,148270,2391,1,0,,,,,,,0.0,,,,E,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
65.0,2,1.0,1,Bajo,1.0,881,0,189000,2908,1,0,0.0,1969.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,0.0,Puerta del Ángel 70,Latina 10,Piso
127.0,4,2.0,1,,,1174,0,290000,2283,1,0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,not indicated,0,,,0.0,0.0,0.0,1.0,Lucero 69,Latina 10,Ático
65.0,2,1.0,1,3,0.0,583,0,110000,1692,1,1,0.0,1965.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,1.0,Aluche 67,Latina 10,Piso
80.0,2,1.0,1,3,0.0,1061,0,248000,3100,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,G,1,1.0,0.0,0.0,0.0,1.0,0.0,Los Cármenes 71,Latina 10,Piso
78.0,1,1.0,1,7,0.0,945,0,209000,2679,1,0,,1999.0,,,,,1.0,,,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
43.0,2,1.0,1,,,604,0,115000,2674,1,0,,1967.0,,,,,,,,,not indicated,0,,,,,,,Lucero 69,Latina 10,Piso
82.0,3,1.0,1,Bajo,1.0,805,0,167000,2037,1,1,0.0,,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
37.0,1,1.0,1,,,758,0,154000,4162,1,0,,2007.0,,,,,1.0,,1.0,1.0,not indicated,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
100.0,3,2.0,1,Bajo,1.0,666,0,130000,1300,1,0,0.0,1952.0,,,,,0.0,1.0,,,in process,0,,,,,,,Los Cármenes 71,Latina 10,Piso
77.0,3,1.0,1,2,0.0,740,0,149000,1935,1,1,0.0,1965.0,0.0,1.0,,,1.0,1.0,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
40.0,1,1.0,1,1,0.0,762,0,155000,3875,1,0,0.0,1927.0,0.0,1.0,,1.0,0.0,0.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
67.0,2,1.0,1,4,0.0,948,0,210000,3134,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,in process,0,,,,,,,Aluche 67,Latina 10,Piso
67.0,2,1.0,0,4,0.0,762,0,155000,2313,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,,,E,0,,,,,,,Lucero 69,Latina 10,Piso
96.0,4,2.0,1,2,0.0,1122,0,270000,2812,1,0,0.0,1971.0,1.0,0.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,0.0,1.0,Aluche 67,Latina 10,Piso
77.0,3,1.0,1,1,0.0,904,0,196000,2545,1,0,0.0,1975.0,0.0,1.0,,1.0,1.0,1.0,,,in process,0,,,1.0,0.0,1.0,0.0,Águilas 66,Latina 10,Piso
120.0,4,2.0,1,,0.0,1781,0,550000,4583,1,0,0.0,,0.0,1.0,,,,,,1.0,in process,1,1.0,0.0,,,,,Campamento 68,Latina 10,Casa
74.0,3,1.0,1,3,0.0,1009,0,229900,3107,1,0,0.0,1965.0,0.0,1.0,1.0,,1.0,1.0,1.0,,in process,0,,,0.0,0.0,0.0,1.0,Puerta del Ángel 70,Latina 10,Piso
95.0,2,1.0,1,Bajo,1.0,913,0,199000,2095,1,0,0.0,1969.0,0.0,1.0,,1.0,0.0,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
59.0,3,1.0,0,Bajo,1.0,725,0,145000,2458,1,1,0.0,,0.0,1.0,,,1.0,1.0,,,not indicated,0,,,,,,,Aluche 67,Latina 10,Piso
57.0,2,1.0,1,3,0.0,682,0,134000,2351,1,0,0.0,,0.0,1.0,,,0.0,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
130.0,4,2.0,1,1,0.0,1485,0,420000,3231,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,1.0,1.0,0.0,0.0,Aluche 67,Latina 10,Piso
100.0,3,2.0,1,6,0.0,1200,0,300000,3000,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,1,1.0,0.0,,,,,Águilas 66,Latina 10,Piso
117.0,4,2.0,1,3,0.0,1358,0,365000,3120,1,0,0.0,,,,1.0,1.0,1.0,1.0,1.0,,in process,1,1.0,0.0,1.0,1.0,1.0,0.0,Águilas 66,Latina 10,Piso
80.0,2,1.0,1,Bajo,1.0,1067,0,250000,3125,1,0,0.0,1999.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,A,1,1.0,0.0,0.0,1.0,0.0,0.0,Águilas 66,Latina 10,Piso
79.0,3,1.0,1,6,0.0,884,0,190000,2405,1,1,0.0,,1.0,0.0,,,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,,,,,Águilas 66,Latina 10,Piso
63.0,3,1.0,0,Bajo,1.0,682,0,134000,2127,1,1,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,F,0,,,,,,,Lucero 69,Latina 10,Piso
93.0,3,1.0,0,3,0.0,1067,0,250000,2688,1,0,0.0,1967.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,1.0,0.0,Lucero 69,Latina 10,Piso
90.0,3,1.0,0,1,0.0,948,0,210000,2333,1,0,0.0,1969.0,1.0,0.0,,1.0,1.0,1.0,,1.0,D,1,0.0,20000.0,0.0,1.0,0.0,0.0,Lucero 69,Latina 10,Piso
81.0,1,1.0,1,3,0.0,985,0,222000,2741,1,0,0.0,2007.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,,,0.0,0.0,1.0,0.0,Los Cármenes 71,Latina 10,Ático
46.0,2,1.0,1,Entreplanta exterior,1.0,621,0,119000,2587,1,1,0.0,1969.0,,,,,0.0,1.0,,1.0,E,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
75.0,2,1.0,1,Entreplanta exterior,1.0,868,0,185000,2467,1,0,0.0,1968.0,0.0,1.0,,,1.0,1.0,,1.0,in process,0,,,,,,,Aluche 67,Latina 10,Piso
100.0,4,1.0,1,2,0.0,1368,0,369000,3690,1,1,0.0,1958.0,0.0,1.0,,1.0,1.0,1.0,1.0,,in process,0,,,1.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
46.0,1,1.0,0,3,0.0,851,0,180000,3913,1,0,0.0,2000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,0,,,,,,,Campamento 68,Latina 10,Ático
75.0,2,1.0,0,4,0.0,762,0,155000,2067,1,0,0.0,,,,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,1.0,0.0,1.0,Aluche 67,Latina 10,Piso
74.0,3,1.0,0,1,0.0,979,0,220000,2973,1,0,0.0,,,,,,0.0,1.0,,,not indicated,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
78.0,2,1.0,0,1,0.0,861,0,183000,2346,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
64.0,2,1.0,0,1,0.0,646,0,125000,1953,1,0,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
78.0,2,1.0,1,2,0.0,758,0,154000,1974,1,1,0.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
80.0,2,1.0,0,Bajo,1.0,1108,0,265000,3312,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,not indicated,1,1.0,0.0,,,,,Campamento 68,Latina 10,Piso
79.0,3,2.0,1,Bajo,1.0,762,0,155000,1962,1,1,0.0,1971.0,,,,,0.0,1.0,,,in process,0,,,1.0,0.0,1.0,0.0,Aluche 67,Latina 10,Piso
150.0,4,1.0,0,,0.0,948,0,209900,1399,1,0,0.0,,0.0,1.0,1.0,1.0,,,1.0,1.0,exempt property,0,,,0.0,0.0,0.0,1.0,Los Cármenes 71,Latina 10,Chalet
127.0,2,1.0,1,2,0.0,1122,0,270000,2126,1,0,0.0,1995.0,0.0,1.0,,1.0,1.0,1.0,,1.0,in process,1,1.0,0.0,0.0,0.0,1.0,0.0,Los Cármenes 71,Latina 10,Piso
123.0,2,2.0,1,4,0.0,1382,0,375000,3049,1,1,0.0,1957.0,1.0,0.0,,1.0,1.0,1.0,,1.0,in process,0,,,0.0,1.0,0.0,1.0,Puerta del Ángel 70,Latina 10,Piso
63.0,2,1.0,0,,,979,0,220000,3492,1,0,1.0,,,,,,1.0,1.0,,,A,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
71.0,3,1.0,1,Bajo,1.0,539,0,100000,1408,1,0,0.0,1966.0,,,,,1.0,1.0,,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
60.0,2,1.0,1,5,0.0,705,0,139900,2332,1,0,0.0,1967.0,,,,,1.0,1.0,1.0,1.0,in process,0,,,,,,,Águilas 66,Latina 10,Piso
51.0,1,1.0,1,2,0.0,736,0,148000,2902,1,0,0.0,2006.0,,,,1.0,1.0,1.0,,1.0,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
50.0,1,1.0,1,2,0.0,736,0,148000,2960,1,0,0.0,2006.0,,,,1.0,1.0,1.0,,1.0,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
59.0,1,1.0,1,Bajo,1.0,777,0,159000,2695,1,0,0.0,2006.0,,,,1.0,1.0,0.0,,,in process,0,,,0.0,0.0,1.0,1.0,Puerta del Ángel 70,Latina 10,Piso
42.0,1,1.0,1,Bajo,1.0,658,0,128000,3048,1,0,0.0,2006.0,,,,1.0,1.0,1.0,,,in process,0,,,0.0,0.0,1.0,1.0,Puerta del Ángel 70,Latina 10,Piso
62.0,3,1.0,0,2,0.0,737,0,148270,2391,1,0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
78.0,3,1.0,1,Bajo,1.0,948,0,210000,2692,1,0,0.0,,1.0,0.0,,1.0,1.0,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
70.0,3,1.0,1,Bajo,1.0,587,0,111000,1586,1,1,0.0,,,,,,,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
85.0,3,1.0,1,5,0.0,621,0,119000,1400,1,1,0.0,,,,,1.0,,1.0,1.0,,in process,0,,,,,,,Águilas 66,Latina 10,Piso
65.0,2,1.0,0,2,0.0,666,0,130000,2000,1,0,0.0,,,,,1.0,1.0,1.0,1.0,,E,0,,,,,,,Aluche 67,Latina 10,Piso
53.0,2,1.0,1,2,0.0,662,0,129000,2434,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,G,0,,,0.0,0.0,1.0,1.0,Lucero 69,Latina 10,Piso
71.0,3,1.0,1,Bajo,1.0,625,0,120000,1690,1,1,0.0,,,,,,0.0,1.0,,,C,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
91.0,4,2.0,1,2,0.0,1122,0,270000,2967,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,E,0,,,0.0,0.0,0.0,1.0,Aluche 67,Latina 10,Piso
72.0,3,1.0,1,5,0.0,762,0,155000,2153,1,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,E,1,1.0,0.0,0.0,0.0,1.0,1.0,Águilas 66,Latina 10,Piso
76.0,3,1.0,1,Bajo,1.0,744,0,150000,1974,1,0,0.0,1962.0,,,1.0,1.0,1.0,1.0,,,E,0,,,,,,,Lucero 69,Latina 10,Piso
85.0,3,2.0,1,3,0.0,1250,0,320000,3765,1,0,0.0,1961.0,0.0,1.0,,,1.0,,1.0,1.0,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
65.0,2,1.0,0,3,0.0,604,0,115000,1769,1,0,0.0,1978.0,,,1.0,1.0,0.0,1.0,1.0,,in process,0,,,0.0,0.0,1.0,1.0,Lucero 69,Latina 10,Piso
70.0,3,1.0,1,5,0.0,878,0,188000,2686,1,0,0.0,,1.0,0.0,,,1.0,1.0,,,C,0,,,,,,,Campamento 68,Latina 10,Piso
136.0,4,2.0,1,8,0.0,1287,0,335000,2463,1,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,in process,1,1.0,0.0,0.0,0.0,1.0,1.0,Aluche 67,Latina 10,Piso
63.0,2,1.0,1,1,0.0,913,0,199000,3159,1,0,0.0,1969.0,0.0,1.0,1.0,1.0,1.0,1.0,,,in process,0,,,,,,,Puerta del Ángel 70,Latina 10,Piso
80.0,3,1.0,1,4,0.0,979,0,220000,2750,1,0,0.0,1970.0,,,1.0,,1.0,1.0,1.0,1.0,in process,0,,,0.0,0.0,1.0,1.0,Aluche 67,Latina 10,Piso
95.0,3,2.0,0,1,0.0,1165,0,286410,3015,1,0,1.0,,,,,,1.0,1.0,,1.0,not indicated,0,,,,,,,Campamento 68,Latina 10,Piso
97.0,3,2.0,0,2,0.0,1189,0,295650,3048,1,0,1.0,,,,,,1.0,1.0,,1.0,not indicated,0,,,,,,,Campamento 68,Latina 10,Piso
69.0,2,2.0,1,Bajo,1.0,642,0,124000,1797,1,0,0.0,1956.0,0.0,1.0,1.0,1.0,0.0,1.0,,,in process,0,,,0.0,0.0,1.0,0.0,Puerta del Ángel 70,Latina 10,Piso
63.0,2,1.0,1,5,0.0,686,0,135000,2143,1,1,0.0,,,,,1.0,1.0,1.0,,,in process,0,,,1.0,1.0,0.0,0.0,Águilas 66,Latina 10,Piso
44.0,1,1.0,1,Bajo,1.0,494,0,90000,2045,1,0,0.0,1960.0,0.0,1.0,1.0,1.0,0.0,1.0,,,E,0,,,1.0,0.0,1.0,0.0,Águilas 66,Latina 10,Piso
69.0,2,1.0,0,Bajo,1.0,1027,0,236000,3420,1,0,1.0,,,,,,1.0,1.0,1.0,,A,0,,,,,,,Los Cármenes 71,Latina 10,Piso
75.0,2,1.0,1,4,0.0,744,0,150000,2000,1,0,0.0,,0.0,1.0,1.0,,1.0,1.0,,,in process,0,,,,,,,Lucero 69,Latina 10,Piso
70.0,0,2.0,0,1,0.0,948,0,210000,3000,1,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,not indicated,1,1.0,0.0,,,,,Cuatro Vientos 65,Latina 10,Estudio
81.0,3,1.0,0,3,0.0,813,0,169000,2086,1,0,0.0,,0.0,1.0,,,1.0,1.0,,,E,0,,,1.0,0.0,1.0,0.0,Los Cármenes 71,Latina 10,Dúplex
63.0,3,1.0,1,3,0.0,674,0,132000,2095,1,0,0.0,1962.0,0.0,1.0,,,0.0,1.0,1.0,,F,0,,,1.0,0.0,1.0,0.0,Lucero 69,Latina 10,Piso
