price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index,kmean_cluster
214000,planta 1,exterior,3,112.0,1,0,Abrantes,carabanchel,0.0,8.58,5.73,13.05,10.92,6.22,0
220000,planta 2,exterior,3,90.0,1,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
126000,planta 4,exterior,2,70.0,0,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
250000,planta 2,exterior,2,111.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
226000,bajo,interior,3,80.0,1,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
214000,planta 1,exterior,3,112.0,1,0,Opañel,carabanchel,0.0,8.67,9.53,10.68,10.92,6.48,0
130000,planta 1,exterior,2,54.0,0,0,Opañel,carabanchel,0.0,8.67,9.53,10.68,10.92,6.48,0
225000,planta 1,exterior,3,75.0,0,0,Opañel,carabanchel,0.0,8.67,9.53,10.68,10.92,6.48,0
65000,bajo,exterior,2,46.0,0,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
360000,casa,exterior,4,105.0,0,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
185000,planta 3,exterior,2,65.0,1,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
301600,planta 1,exterior,3,120.0,1,1,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
134000,planta 3,exterior,2,64.0,0,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
342000,planta 4,exterior,3,103.0,1,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
208800,planta 6,exterior,4,110.0,1,0,Abrantes,carabanchel,0.0,8.58,5.73,13.05,10.92,6.22,0
139000,planta 5,exterior,2,57.0,0,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
174000,planta 1,exterior,3,75.0,0,0,Opañel,carabanchel,0.0,8.67,9.53,10.68,10.92,6.48,0
148730,planta 1,exterior,1,57.0,1,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
109000,bajo,exterior,1,61.0,0,0,Buenavista,carabanchel,1.0,8.89,8.35,10.42,10.92,5.82,0
263000,planta 1,exterior,3,118.0,0,0,Buenavista,carabanchel,1.0,8.89,8.35,10.42,10.92,5.82,0
120500,planta 2,exterior,1,56.0,1,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
115000,planta 3,exterior,2,83.0,0,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
135000,planta 2,exterior,3,69.0,0,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
170000,bajo,exterior,1,68.0,1,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
166000,planta 2,exterior,3,84.0,0,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
135000,planta 1,exterior,2,60.0,0,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
150000,bajo,exterior,2,64.0,0,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
160000,planta 3,exterior,2,76.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
160000,planta 1,exterior,1,55.0,1,0,San Isidro,carabanchel,1.0,8.75,6.64,11.27,10.92,6.67,0
150000,bajo,exterior,1,41.0,1,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
295100,bajo,exterior,2,111.0,1,1,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
260000,bajo,exterior,2,98.0,0,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
181000,planta 1,exterior,3,88.0,0,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
279400,bajo,exterior,2,102.0,1,1,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
245000,planta 1,exterior,2,81.0,1,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
140000,planta 4,exterior,2,67.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
225000,planta 1,exterior,2,65.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
142900,planta 1,exterior,3,71.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
135000,bajo,exterior,1,43.0,0,0,Comillas,carabanchel,0.0,8.75,7.77,12.57,10.92,6.06,0
136000,planta 3,exterior,3,88.0,0,0,Abrantes,carabanchel,0.0,8.58,5.73,13.05,10.92,6.22,0
140500,planta 1,exterior,3,77.0,1,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
161000,planta 1,exterior,2,68.0,0,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
350000,planta 3,exterior,3,103.0,1,1,Abrantes,carabanchel,0.0,8.58,5.73,13.05,10.92,6.22,0
288000,planta 1,exterior,3,105.0,1,0,Puerta Bonita,carabanchel,0.0,10.73,11.03,11.35,10.92,7.35,0
122000,planta 1,exterior,3,72.0,0,0,Abrantes,carabanchel,0.0,8.58,5.73,13.05,10.92,6.22,0
240000,planta 3,exterior,3,92.0,1,0,Vista Alegre,carabanchel,1.0,8.47,10.87,13.03,10.92,6.02,0
