price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,parking_spaces,education_centers,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index
1250000,planta 10,exterior,4,223.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
440000,planta 1,exterior,4,135.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
401500,bajo,exterior,2,94.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1070600,planta 1,exterior,4,236.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
388800,planta 1,exterior,2,78.0,0,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
1320000,planta 8,exterior,3,160.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
795000,planta 8,exterior,2,105.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1100000,bajo,exterior,4,180.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
1200000,planta 5,exterior,4,240.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
388800,planta 1,,2,63.0,0,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
490000,planta 3,exterior,3,93.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
930700,planta 1,exterior,4,151.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
639990,planta 4,exterior,3,100.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1480000,planta 4,exterior,4,442.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
720000,planta 4,exterior,4,126.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
1350000,planta 4,exterior,3,184.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
375000,bajo,exterior,3,139.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
599000,planta 4,exterior,3,105.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
598000,planta 4,exterior,2,92.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
990000,planta 9,exterior,4,200.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
400000,bajo,exterior,1,78.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
255000,bajo,exterior,1,48.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
400000,bajo,exterior,3,80.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
630000,planta 3,exterior,4,144.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
465000,planta 1,interior,3,120.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
440000,planta 5,exterior,3,83.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
600000,planta 5,exterior,3,103.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
415000,planta 10,exterior,1,71.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
467000,planta 3,exterior,2,89.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
739000,planta 5,exterior,4,163.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
825000,planta 7,exterior,2,143.0,1,1,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
315000,planta 1,interior,3,75.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
930000,bajo,exterior,5,196.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
599999,planta 1,exterior,3,156.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
389000,planta 3,exterior,4,123.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
310000,planta 2,,2,75.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
179999,bajo,interior,2,45.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
449999,planta 2,exterior,1,40.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
350000,bajo,exterior,3,70.0,0,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
442000,planta 1,exterior,2,92.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
249000,bajo,interior,2,50.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
750000,bajo,exterior,1,131.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
600000,bajo,exterior,3,139.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
1150000,planta 6,,3,132.0,1,1,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
930700,bajo,exterior,3,153.0,0,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
519000,planta 3,interior,3,92.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
515000,planta 1,exterior,2,83.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
460000,planta 3,exterior,2,95.0,0,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
324500,bajo,exterior,2,62.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
388800,planta 1,exterior,2,75.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
360000,planta 2,exterior,3,65.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1050000,bajo,exterior,3,140.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
410000,planta 2,exterior,2,88.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
615000,planta 4,exterior,3,120.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
465000,planta 2,exterior,2,87.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
650000,planta 2,exterior,4,152.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
745000,planta 1,exterior,2,107.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
460000,planta 2,exterior,3,127.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
399000,planta 3,exterior,3,82.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
590000,planta 1,exterior,3,120.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
586000,planta 1,exterior,3,108.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
799000,planta 1,exterior,3,145.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
194000,bajo,interior,2,40.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
162000,planta 3,exterior,2,35.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
400000,planta 5,exterior,3,91.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1450000,planta 4,exterior,4,207.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
450000,planta 6,exterior,3,104.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
290000,planta 4,exterior,3,76.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1325000,planta 13,exterior,4,200.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
450000,planta 5,interior,2,82.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
860000,chalet,exterior,2,134.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
1350000,planta 7,exterior,4,245.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
450000,planta 6,interior,3,97.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
300000,planta 4,exterior,2,65.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
1070000,planta 1,exterior,3,130.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
370000,planta 3,interior,2,70.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
349000,planta 8,exterior,3,97.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
870000,planta 2,exterior,3,204.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
550000,planta 1,exterior,4,126.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
337000,semi-sotano,exterior,2,62.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
980000,planta 1,exterior,4,230.0,1,1,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
325000,planta 4,exterior,1,64.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
640000,planta 7,exterior,1,88.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
825000,bajo,exterior,3,189.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
285000,planta 3,exterior,2,65.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
960000,bajo,exterior,3,113.0,1,1,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
254999,planta 1,exterior,2,53.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
489000,planta 6,interior,3,82.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
647900,planta 13,exterior,4,110.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
525000,planta 2,exterior,2,65.0,0,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
330000,planta 1,exterior,2,60.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
550000,planta 3,exterior,2,84.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
454200,planta 1,exterior,3,88.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
791000,bajo,exterior,1,147.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
630000,planta 10,exterior,4,140.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
350000,planta 1,exterior,2,78.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
319000,planta 6,interior,1,65.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
449000,planta 2,exterior,2,86.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
180000,planta 1,interior,1,45.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
390000,planta 1,interior,2,68.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
385000,bajo,exterior,2,90.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
485000,entreplanta,exterior,1,100.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
425000,bajo,exterior,2,68.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
499000,planta 1,exterior,2,120.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
730000,planta 5,exterior,4,126.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
950000,planta 2,exterior,3,188.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
490000,planta 2,exterior,2,80.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
300000,planta 1,interior,3,90.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
600000,planta 2,interior,1,83.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
470000,planta 10,exterior,3,140.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
800000,planta 4,exterior,4,140.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
180000,bajo,exterior,2,44.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1100000,planta 1,exterior,4,206.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
580000,planta 6,exterior,4,116.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1100000,planta 3,exterior,4,196.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
460000,planta 5,exterior,2,105.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
1100000,planta 1,exterior,4,202.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
495000,bajo,exterior,3,83.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
300000,planta 3,exterior,3,87.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1325000,planta 13,exterior,4,245.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
309000,bajo,exterior,2,79.0,0,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
425000,planta 4,exterior,1,45.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
1240000,planta 3,exterior,2,182.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
450000,planta 1,exterior,1,54.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
765000,planta 1,exterior,2,90.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
430000,planta 5,exterior,3,81.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
329000,planta 1,interior,3,104.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
300000,bajo,exterior,1,47.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
396000,planta 4,exterior,2,95.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
565000,planta 1,exterior,3,124.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
349000,planta 2,interior,3,96.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
660000,planta 2,exterior,2,85.0,0,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
255000,planta 4,exterior,2,60.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
324500,bajo,exterior,2,75.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
415000,planta 13,exterior,1,71.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
595000,planta 2,exterior,4,136.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
890000,planta 4,interior,4,150.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
575000,planta 11,exterior,4,133.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
800000,planta 1,exterior,3,167.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
1299000,planta 9,exterior,5,330.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
440000,planta 7,exterior,3,70.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
420000,planta 3,exterior,1,75.0,0,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
1100000,bajo,exterior,4,179.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
285000,entreplanta,exterior,2,79.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
440000,planta 1,exterior,4,120.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
314999,planta 5,exterior,2,64.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
825000,bajo,exterior,3,130.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
650000,planta 1,exterior,3,136.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
550000,planta 3,exterior,4,117.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
290000,planta 1,interior,2,58.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
875000,planta 2,exterior,5,197.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
465000,planta 3,exterior,1,90.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
978000,planta 2,exterior,6,216.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
425000,bajo,exterior,4,154.0,0,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
1470000,planta 3,exterior,4,184.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
180000,bajo,exterior,1,35.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
420000,planta 7,interior,3,70.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
589000,planta 2,,3,116.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
597000,planta 1,exterior,3,137.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
765000,planta 1,exterior,2,91.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
330000,planta 3,exterior,2,62.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
690000,planta 3,exterior,4,164.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
1345000,bajo,exterior,3,335.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
720000,planta 3,exterior,2,110.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
900000,planta 5,exterior,3,159.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
900000,planta 4,exterior,1,145.0,1,1,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
720000,planta 5,exterior,5,140.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
638000,planta 1,exterior,4,151.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
249000,planta 2,exterior,2,61.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
875000,planta 4,exterior,4,174.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
795000,planta 8,exterior,2,102.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
870000,planta 5,exterior,3,146.0,1,1,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
790000,bajo,exterior,3,171.0,0,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
470000,planta 3,exterior,3,93.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
399000,planta 2,,2,68.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1450000,planta 5,exterior,5,229.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
539000,planta 2,exterior,3,108.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
490000,bajo,exterior,3,245.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
1030000,planta 5,exterior,4,177.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
780000,planta 2,exterior,3,123.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
530000,planta 6,exterior,2,90.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
950000,planta 5,exterior,5,205.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
185000,planta 1,interior,1,40.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
880000,planta 2,exterior,3,176.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
480000,bajo,exterior,3,142.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
454200,planta 1,exterior,5,101.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
525000,planta 2,exterior,2,55.0,0,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
799000,planta 1,exterior,3,167.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
240000,planta 8,interior,1,46.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
449999,planta 11,exterior,3,115.0,1,1,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
205000,bajo,exterior,2,128.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
412000,planta 2,interior,3,68.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1100000,planta 1,exterior,4,179.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
429000,bajo,exterior,2,135.0,1,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
1200000,planta 3,exterior,4,240.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
840000,planta 1,exterior,2,116.0,1,0,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
351000,bajo,exterior,1,75.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
233700,planta 2,interior,1,70.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
590000,planta 4,interior,2,117.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
1050000,planta 6,exterior,1,125.0,1,0,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
1080000,planta 1,exterior,3,123.0,1,1,El Viso,chamartin,506.0,40.0,0.0,7.5,5.25,5.08,4.59,7.35
330000,bajo,exterior,1,46.0,1,0,Castilla,chamartin,300.0,12.0,0.0,5.61,5.03,5.25,4.33,7.23
289000,bajo,exterior,3,123.0,0,0,Ciudad Jardín,chamartin,450.0,12.0,1.0,5.7,9.43,3.39,5.12,7.01
750000,planta 7,exterior,2,85.0,1,0,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
329000,planta 1,interior,3,106.0,1,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
275000,planta 1,exterior,3,75.0,0,0,Prosperidad,chamartin,2069.0,22.0,0.0,5.57,9.03,5.38,4.84,6.59
1292000,planta 2,exterior,4,286.0,1,1,Hispanoamérica,chamartin,1635.0,15.0,0.0,5.56,7.37,5.15,4.38,6.32
1240000,planta 3,exterior,2,188.0,1,1,Nueva España,chamartin,1663.0,26.0,1.0,7.48,6.48,4.98,4.38,6.82
