price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,parking_spaces,education_centers,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index
299000,planta 2,exterior,3,112.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
775000,chalet,exterior,4,325.0,0,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
390000,bajo,exterior,3,119.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
265000,planta 1,,3,100.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
190000,planta 3,,3,70.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
280000,planta 4,exterior,1,53.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
300000,planta 1,,1,55.0,1,1,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
298000,planta 3,exterior,4,96.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
228000,planta 2,exterior,2,62.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
311000,planta 3,exterior,3,104.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
179000,planta 4,exterior,2,53.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
599000,planta 5,exterior,4,158.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
799000,planta 2,exterior,3,154.0,1,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
249000,planta 1,exterior,3,74.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
259000,bajo,exterior,5,160.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
138000,planta 2,exterior,2,58.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
520000,planta 3,exterior,3,122.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
185800,planta 5,,3,80.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
275000,planta 2,exterior,4,107.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
140000,bajo,exterior,2,62.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
256000,planta 8,exterior,2,56.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
160000,planta 4,exterior,3,79.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
285000,bajo,exterior,1,90.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
229500,planta 1,exterior,3,94.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
1190000,planta 3,exterior,3,137.0,1,1,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
980000,planta 2,exterior,3,137.0,1,1,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
960000,planta 1,exterior,3,137.0,1,1,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
858000,planta 1,exterior,4,187.0,0,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
795000,chalet,exterior,3,248.0,0,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
315000,planta 5,exterior,3,84.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
643000,planta 6,,4,164.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
170000,planta 2,exterior,2,55.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
285000,bajo,exterior,2,90.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
490000,planta 9,exterior,2,119.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
915000,planta 1,exterior,5,391.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
895000,planta 3,exterior,5,214.0,1,1,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
185000,planta 7,exterior,3,76.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
250000,bajo,exterior,3,94.0,1,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
270000,planta 4,exterior,2,73.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
214000,planta 2,exterior,2,70.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
429000,planta 3,exterior,2,116.0,1,1,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
352500,planta 2,exterior,3,94.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
507000,planta 3,exterior,3,128.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
1165000,planta 8,exterior,3,256.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
299000,planta 2,exterior,2,93.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
249000,planta 4,exterior,2,72.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
209900,planta 5,exterior,3,74.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
160000,bajo,exterior,1,50.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
383000,planta 2,exterior,3,113.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
1374999,planta 2,exterior,5,280.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
425000,planta 3,exterior,4,129.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
858000,planta 1,,4,186.0,0,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
395000,planta 2,exterior,2,78.0,1,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
643000,planta 6,exterior,4,179.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
245000,planta 5,exterior,1,68.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
327992,planta 1,exterior,2,68.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
336103,planta 5,exterior,2,63.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
335905,planta 1,exterior,2,70.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
284900,planta 4,,2,75.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
289000,planta 2,,3,81.0,1,1,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
620000,planta 6,exterior,4,123.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
190000,planta 4,,4,70.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
157000,bajo,exterior,2,75.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
188000,planta 2,interior,3,65.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
148000,planta 3,exterior,2,65.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
115200,planta 4,exterior,2,52.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
325000,planta 6,exterior,1,56.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
280000,planta 10,exterior,1,62.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
858000,planta 1,exterior,4,215.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
140000,bajo,exterior,2,55.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
250000,planta 1,exterior,3,68.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
235000,planta 1,exterior,3,86.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
439000,planta 1,exterior,3,137.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
200000,bajo,exterior,2,57.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
264000,planta 1,exterior,3,110.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
159000,bajo,exterior,2,50.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
650000,planta 2,exterior,4,114.0,1,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
870000,planta 14,exterior,4,264.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
950000,planta 4,exterior,4,197.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
210000,planta 1,exterior,2,78.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
226000,planta 1,exterior,3,64.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
169000,planta 3,exterior,2,65.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
468000,planta 4,exterior,3,108.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
545000,planta 5,exterior,2,115.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
302500,planta 1,exterior,2,72.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
184000,planta 3,exterior,3,75.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
318000,planta 5,exterior,3,84.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
530000,bajo,exterior,3,197.0,0,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
550000,planta 3,exterior,3,124.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
260000,planta 3,exterior,2,64.0,0,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
160000,entreplanta,exterior,2,52.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
299000,planta 1,exterior,1,69.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
159000,planta 3,exterior,2,68.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
660000,planta 2,exterior,4,179.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
770000,planta 4,exterior,4,170.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
498300,planta 2,exterior,4,175.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
1350000,planta 3,exterior,3,218.0,1,1,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
858000,planta 1,exterior,4,186.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
235000,planta 3,exterior,1,71.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
298700,planta 2,exterior,3,81.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
190000,planta 3,exterior,3,72.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
799000,planta 2,exterior,3,156.0,1,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
265000,planta 9,exterior,2,68.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
350000,planta 1,exterior,4,117.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
726000,planta 4,exterior,5,242.0,1,1,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
79600,planta 1,exterior,3,69.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
160000,planta 1,exterior,2,65.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
220000,planta 5,exterior,3,69.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
299000,planta 1,exterior,2,70.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
255000,planta 2,exterior,3,82.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
313500,planta 1,exterior,3,107.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
279000,planta 3,exterior,3,69.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
305000,planta 2,exterior,2,107.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
205000,planta 2,exterior,2,55.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
539000,planta 4,exterior,3,98.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
230000,bajo,interior,2,65.0,0,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
175000,planta 4,,2,62.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
170000,planta 1,,3,64.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
930000,planta 2,exterior,4,141.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
935000,planta 2,exterior,3,141.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
1130000,bajo,exterior,4,160.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
149000,planta 2,exterior,2,49.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
1370000,planta 3,exterior,3,276.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
132870,bajo,,2,58.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
309300,bajo,,3,82.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
346000,planta 2,,2,87.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
381200,planta 1,,3,110.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
247200,bajo,,2,72.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
254000,planta 9,exterior,2,65.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
294920,planta 3,exterior,2,70.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
285000,planta 2,exterior,1,65.0,1,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
172000,planta 4,exterior,2,74.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
970000,planta 3,exterior,3,180.0,1,1,Atalaya,ciudad lineal,0.0,1.0,0.0,8.28,4.12,6.51,5.78,7.23
245000,bajo,exterior,3,86.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
335000,planta 1,exterior,2,84.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
643000,planta 6,exterior,4,164.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
363000,planta 3,exterior,4,120.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
249000,bajo,exterior,3,83.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
224999,bajo,exterior,3,72.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
214999,planta 1,exterior,2,85.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
249999,planta 9,exterior,2,60.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
279000,planta 3,exterior,2,70.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
215000,planta 4,exterior,2,52.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
560000,planta 2,exterior,2,102.0,1,1,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
144900,bajo,exterior,2,58.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
170000,planta 3,exterior,2,58.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
184000,bajo,exterior,2,71.0,0,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
346000,planta 2,exterior,2,88.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
595000,planta 7,exterior,4,139.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
775000,planta 4,exterior,4,168.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
690000,planta 7,exterior,4,146.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
247200,bajo,exterior,2,72.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
305000,planta 1,exterior,2,116.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
295000,planta 3,exterior,2,66.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
309300,bajo,exterior,3,82.0,0,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
381200,planta 1,exterior,2,110.0,0,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
319000,entreplanta,exterior,2,86.0,1,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
215000,planta 3,interior,2,45.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
370000,planta 1,exterior,2,84.0,1,0,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
339000,planta 4,exterior,3,104.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
458000,planta 1,exterior,2,91.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
240000,planta 8,exterior,2,75.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
168000,planta 2,exterior,3,73.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
530000,planta 7,exterior,3,136.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
288999,planta 3,exterior,3,75.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
155500,planta 4,exterior,3,69.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
179000,planta 2,,3,74.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
204000,planta 4,exterior,2,63.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
257000,planta 5,exterior,2,75.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
136000,planta 3,,2,55.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
149000,bajo,exterior,2,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
197000,planta 1,,3,65.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
750000,chalet,exterior,4,140.0,0,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
170000,planta 2,exterior,3,65.0,0,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
225000,planta 3,exterior,2,77.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
375900,planta 3,exterior,3,109.0,1,1,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
695000,planta 2,exterior,2,99.0,1,1,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
600000,planta 6,exterior,3,130.0,1,1,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
670000,planta 11,exterior,4,145.0,1,0,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
290000,planta 4,exterior,3,73.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
560000,planta 1,exterior,3,120.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
590000,planta 2,exterior,3,160.0,1,1,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
199900,bajo,exterior,1,63.0,1,0,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
295000,planta 3,exterior,3,88.0,0,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
695000,planta 8,exterior,4,149.0,1,1,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
179000,planta 2,exterior,1,30.0,0,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
900000,planta 7,exterior,3,187.0,1,1,Costillares,ciudad lineal,195.0,15.0,0.0,5.92,6.42,4.76,5.2,5.87
230000,planta 1,exterior,3,95.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
380000,planta 5,exterior,2,94.0,1,0,San Pascual,ciudad lineal,309.0,15.0,0.0,6.21,6.44,7.82,6.18,8.54
375000,planta 4,exterior,2,91.0,1,0,Colina,ciudad lineal,0.0,4.0,0.0,8.9,6.03,6.86,6.15,6.74
320000,planta 2,exterior,3,80.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
370000,planta 2,exterior,4,105.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
149000,bajo,exterior,1,60.0,1,0,Concepción,ciudad lineal,1861.0,10.0,1.0,6.29,6.37,5.54,7.24,6.94
175000,planta 2,exterior,2,65.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
395000,planta 1,exterior,3,90.0,0,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
257000,planta 4,exterior,3,112.0,0,1,Ventas,ciudad lineal,1822.0,18.0,0.0,5.9,6.81,6.34,7.79,6.97
500000,planta 3,exterior,4,145.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
382000,planta 3,exterior,1,71.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
165000,planta 4,exterior,3,68.0,1,0,Pueblo Nuevo,ciudad lineal,1146.0,18.0,2.0,5.74,7.56,6.53,8.17,6.18
840000,planta 2,exterior,3,170.0,1,1,San Juan Bautista,ciudad lineal,343.0,12.0,1.0,8.1,6.0,4.84,5.59,6.49
300000,planta 2,exterior,3,85.0,1,0,Quintana,ciudad lineal,504.0,13.0,0.0,6.2,12.09,5.87,8.41,6.76
