,price,house_type_2,rooms,m2,elevator,garage,neighborhood,district,house_type_,floor
6637,960000,exterior,5,244.0,True,True,Vallehermoso,chamberi,Apartment,6
6640,925000,exterior,4,154.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6643,460000,interior,2,117.0,True,False,Trafalgar,chamberi,bajo,0
6644,810000,exterior,8,141.0,True,False,Gaztambide,chamberi,Apartment,1
6645,500000,exterior,2,82.0,True,False,Arapiles,chamberi,Apartment,6
6647,805000,exterior,5,178.0,True,True,Vallehermoso,chamberi,Apartment,2
6648,575000,exterior,3,110.0,True,False,Gaztambide,chamberi,Apartment,2
6649,1150000,exterior,4,231.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6651,1050000,exterior,2,139.0,True,False,Almagro,chamberi,Apartment,6
6652,720000,interior,3,124.0,True,False,Almagro,chamberi,Apartment,5
6653,269000,interior,2,42.0,True,False,Gaztambide,chamberi,Apartment,1
6654,490000,interior,2,80.0,True,False,Almagro,chamberi,Apartment,2
6655,450000,interior,2,59.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6656,750000,exterior,3,101.0,True,False,Trafalgar,chamberi,Apartment,2
6657,1250000,exterior,4,205.0,True,False,Almagro,chamberi,Apartment,3
6659,1249000,exterior,5,240.0,True,False,Vallehermoso,chamberi,Apartment,7
6660,722500,exterior,2,117.0,True,True,Vallehermoso,chamberi,Apartment,1
6662,1200000,exterior,4,194.0,True,False,Vallehermoso,chamberi,Apartment,8
6663,160000,interior,1,26.0,True,False,Trafalgar,chamberi,Apartment,5
6665,715000,exterior,2,111.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,5
6667,285000,interior,3,61.0,True,False,Arapiles,chamberi,Apartment,3
6669,895000,exterior,3,151.0,True,False,Almagro,chamberi,Apartment,3
6670,1145000,interior,3,141.0,True,True,Trafalgar,chamberi,Apartment,3
6671,450000,exterior,2,108.0,True,False,Gaztambide,chamberi,bajo,0
6672,555000,interior,2,83.0,True,True,Vallehermoso,chamberi,Apartment,8
6674,460000,interior,4,89.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,5
6675,1300000,exterior,4,230.0,True,False,Almagro,chamberi,Apartment,4
6677,460000,interior,2,81.0,True,False,Arapiles,chamberi,Apartment,1
6678,625000,exterior,1,90.0,True,False,Almagro,chamberi,Apartment,3
6679,750000,exterior,4,157.0,True,False,Vallehermoso,chamberi,Apartment,2
6681,820000,exterior,5,160.0,True,False,Trafalgar,chamberi,Apartment,7
6683,175000,interior,1,35.0,False,False,Trafalgar,chamberi,bajo,0
6684,579000,exterior,3,90.0,True,False,Arapiles,chamberi,Apartment,4
6686,349000,interior,3,72.0,True,False,Vallehermoso,chamberi,bajo,0
6688,280000,interior,2,37.0,True,False,Almagro,chamberi,Apartment,3
6689,795000,exterior,7,202.0,True,False,Arapiles,chamberi,Apartment,2
6690,795000,exterior,7,188.0,True,False,Arapiles,chamberi,Apartment,4
6692,990000,exterior,5,230.0,True,True,Vallehermoso,chamberi,Apartment,3
6693,285000,interior,3,50.0,True,False,Arapiles,chamberi,Apartment,3
6694,725000,exterior,2,106.0,True,False,Arapiles,chamberi,Apartment,3
6695,380000,exterior,1,92.0,True,False,Gaztambide,chamberi,Apartment,6
6696,199000,interior,2,42.0,True,False,Trafalgar,chamberi,Apartment,2
6697,560000,interior,1,83.0,True,False,Almagro,chamberi,Apartment,2
6698,310000,interior,1,51.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6699,245000,interior,1,40.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6701,1780000,exterior,3,233.0,True,True,Almagro,chamberi,Apartment,3
6702,205000,interior,1,38.0,True,False,Almagro,chamberi,Apartment,2
6703,852000,exterior,4,183.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6706,1125000,exterior,5,225.0,True,False,Gaztambide,chamberi,Apartment,6
6709,925000,exterior,4,177.0,True,False,Almagro,chamberi,Apartment,1
6711,308995,exterior,2,74.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6712,338000,exterior,2,75.0,False,False,Almagro,chamberi,Apartment,5
6713,790000,exterior,4,189.0,True,False,Vallehermoso,chamberi,Apartment,1
6715,875000,exterior,5,169.0,True,False,Arapiles,chamberi,Apartment,4
6717,780000,exterior,5,195.0,True,False,Gaztambide,chamberi,Apartment,4
6721,1100000,exterior,3,130.0,True,False,Almagro,chamberi,Apartment,4
6722,1000000,exterior,5,180.0,True,False,Arapiles,chamberi,Apartment,5
6723,789000,exterior,3,139.0,True,False,Trafalgar,chamberi,Apartment,2
6724,999500,exterior,5,222.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6725,205000,interior,2,56.0,False,False,Trafalgar,chamberi,Apartment,5
6726,229700,interior,2,42.0,True,False,Gaztambide,chamberi,Apartment,2
6727,785000,interior,3,119.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6728,960000,exterior,4,165.0,True,False,Trafalgar,chamberi,Apartment,3
6729,2150000,exterior,2,223.0,True,False,Trafalgar,chamberi,Apartment,4
6734,1300000,exterior,8,218.0,True,False,Trafalgar,chamberi,Apartment,6
6737,755000,exterior,2,110.0,True,False,Arapiles,chamberi,Apartment,3
6739,399000,exterior,2,96.0,True,False,DÃºplex en Trafalgar,chamberi,bajo,0
6740,450000,exterior,3,101.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6741,495000,interior,2,74.0,True,False,Almagro,chamberi,Apartment,2
6742,850000,exterior,3,121.0,True,False,Almagro,chamberi,Apartment,2
6746,459000,interior,3,85.0,True,False,Gaztambide,chamberi,bajo,0
6747,320000,interior,2,50.0,True,False,Gaztambide,chamberi,bajo,0
6748,460000,interior,2,91.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6750,1140000,exterior,2,151.0,True,True,Trafalgar,chamberi,Apartment,1
6751,795000,exterior,5,209.0,True,False,Gaztambide,chamberi,Apartment,2
6752,1550000,exterior,3,218.0,True,False,Almagro,chamberi,Apartment,6
6754,370000,exterior,3,65.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6757,170000,interior,1,28.0,True,False,Arapiles,chamberi,Apartment,3
6760,730000,exterior,4,160.0,True,False,Gaztambide,chamberi,Apartment,5
6761,750000,exterior,3,110.0,True,False,Trafalgar,chamberi,Apartment,2
6762,825000,exterior,5,202.0,True,False,Vallehermoso,chamberi,Apartment,3
6763,497000,interior,3,84.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6764,849900,exterior,4,214.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6768,995000,exterior,3,180.0,True,False,Trafalgar,chamberi,Apartment,2
6772,215000,interior,1,44.0,True,False,Arapiles,chamberi,Apartment,1
6773,735000,exterior,5,140.0,True,False,Gaztambide,chamberi,Apartment,3
6774,220000,interior,1,40.0,True,False,Trafalgar,chamberi,bajo,0
6775,325000,interior,2,47.0,False,False,Gaztambide,chamberi,Apartment,1
6777,690000,interior,3,136.0,True,False,Arapiles,chamberi,Apartment,6
6780,930000,exterior,5,170.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6782,590000,exterior,1,39.0,True,True,Gaztambide,chamberi,Apartment,6
6783,850000,exterior,3,160.0,True,False,Vallehermoso,chamberi,Apartment,7
6784,1100000,exterior,4,214.0,True,False,Gaztambide,chamberi,Apartment,1
6785,143000,exterior,1,40.0,False,False,Almagro,chamberi,sotano,0
6786,795000,exterior,4,166.0,True,False,Gaztambide,chamberi,Apartment,2
6787,640000,exterior,3,122.0,False,False,Almagro,chamberi,bajo,0
6788,440000,interior,2,74.0,True,False,Arapiles,chamberi,Apartment,3
6789,1550000,exterior,5,205.0,True,True,Almagro,chamberi,Apartment,2
6790,1745000,exterior,3,155.0,True,False,Almagro,chamberi,Apartment,5
6791,710000,interior,4,104.0,True,False,Almagro,chamberi,Apartment,5
6792,485000,interior,2,75.0,True,False,Almagro,chamberi,Apartment,5
6793,299825,interior,2,65.0,True,False,Arapiles,chamberi,Apartment,1
6794,1300000,exterior,2,125.0,True,False,Almagro,chamberi,Apartment,5
6795,745000,exterior,4,155.0,True,False,Arapiles,chamberi,Apartment,3
6796,858000,exterior,3,183.0,True,False,Gaztambide,chamberi,Apartment,1
6797,875000,exterior,7,195.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6798,234000,exterior,2,60.0,False,False,Trafalgar,chamberi,bajo,0
6799,789000,exterior,2,91.0,True,False,Gaztambide,chamberi,Apartment,1
6800,595000,exterior,3,152.0,True,False,Gaztambide,chamberi,Apartment,1
6801,683000,exterior,2,122.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6802,795000,exterior,4,174.0,True,True,Gaztambide,chamberi,Apartment,3
6804,1250000,exterior,3,150.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,6
6805,885000,exterior,2,97.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,6
6806,915000,exterior,2,122.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,6
6807,835000,exterior,2,122.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6808,805000,exterior,2,97.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6810,552500,interior,1,65.0,True,False,Arapiles,chamberi,Apartment,6
6811,1100000,exterior,3,135.0,True,False,Trafalgar,chamberi,Apartment,2
6813,1790000,exterior,3,243.0,True,False,Almagro,chamberi,Apartment,6
6819,865000,exterior,2,122.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6820,875000,exterior,3,190.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6821,240000,interior,1,34.0,True,False,Trafalgar,chamberi,Apartment,2
6822,210000,interior,2,37.0,True,False,Arapiles,chamberi,bajo,0
6823,270400,exterior,1,45.0,False,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6824,1500000,interior,2,156.0,True,False,Almagro,chamberi,Apartment,2
6825,270000,interior,1,35.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6826,840000,exterior,3,136.0,True,False,Gaztambide,chamberi,Apartment,2
6827,1245000,exterior,4,210.0,True,False,Almagro,chamberi,Apartment,3
6828,590000,exterior,3,100.0,True,False,Vallehermoso,chamberi,Apartment,4
6829,690000,exterior,2,95.0,True,False,Almagro,chamberi,Apartment,1
6830,670000,exterior,3,126.0,True,False,Trafalgar,chamberi,Apartment,1
6831,810000,exterior,4,155.0,True,False,Trafalgar,chamberi,Apartment,1
6832,750000,interior,3,174.0,True,False,Almagro,chamberi,bajo,0
6836,830000,interior,3,114.0,True,False,Trafalgar,chamberi,Apartment,1
6837,930000,exterior,3,148.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,7
6839,640000,exterior,4,167.0,True,False,Gaztambide,chamberi,Apartment,4
6840,710000,exterior,2,103.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6841,950000,exterior,2,151.0,True,False,Almagro,chamberi,Apartment,3
6842,720000,exterior,1,94.0,True,True,Almagro,chamberi,Apartment,1
6845,790000,exterior,3,136.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6850,825000,exterior,5,210.0,True,False,Gaztambide,chamberi,Apartment,3
6852,1450000,exterior,3,154.0,True,False,Almagro,chamberi,Apartment,5
6857,269000,interior,2,49.0,True,False,Arapiles,chamberi,bajo,0
6858,235000,interior,2,63.0,False,False,Arapiles,chamberi,bajo,0
6859,1345000,exterior,3,200.0,True,False,Almagro,chamberi,Apartment,2
6860,1599000,exterior,2,172.0,True,False,Almagro,chamberi,Apartment,2
6861,210000,interior,1,40.0,True,False,Trafalgar,chamberi,semi-sotano,0
6862,330000,exterior,3,90.0,False,False,Trafalgar,chamberi,bajo,0
6863,650000,interior,2,80.0,True,False,Vallehermoso,chamberi,Apartment,7
6867,1450000,exterior,3,183.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,3
6868,650000,exterior,5,125.0,True,False,Vallehermoso,chamberi,Apartment,2
6869,1100000,exterior,3,185.0,True,True,DÃºplex en Trafalgar,chamberi,Apartment,5
6870,519000,interior,2,97.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6871,450000,exterior,3,75.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6873,1380000,exterior,3,210.0,True,False,Almagro,chamberi,Apartment,3
6874,1170000,exterior,2,163.0,True,False,Arapiles,chamberi,Apartment,4
6875,1800000,exterior,4,225.0,True,False,Ãtico en Almagro,chamberi,Apartment,7
6878,875000,exterior,2,96.0,True,False,Ãtico en Almagro,chamberi,Apartment,7
6881,715000,exterior,2,97.0,True,False,Trafalgar,chamberi,Apartment,2
6884,345000,exterior,2,70.0,True,False,Vallehermoso,chamberi,Apartment,4
6885,722500,exterior,2,117.0,True,False,Vallehermoso,chamberi,Apartment,1
6887,525000,interior,3,115.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6888,455000,exterior,2,97.0,True,False,Vallehermoso,chamberi,Apartment,2
6890,230000,interior,2,45.0,False,False,Gaztambide,chamberi,bajo,0
6891,470000,interior,4,89.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,5
6892,1200000,exterior,5,227.0,True,True,Vallehermoso,chamberi,Apartment,15
6893,730900,interior,2,95.0,True,False,Vallehermoso,chamberi,Apartment,6
6894,1065800,exterior,2,147.0,True,False,Vallehermoso,chamberi,Apartment,9
6895,1160500,exterior,3,175.0,True,False,Vallehermoso,chamberi,Apartment,9
6896,722500,interior,2,94.0,True,False,Vallehermoso,chamberi,Apartment,1
6897,1000000,exterior,2,140.0,True,False,Almagro,chamberi,Apartment,4
6898,335000,interior,1,59.0,True,False,Trafalgar,chamberi,Apartment,2
6899,2000000,exterior,4,230.0,True,True,Almagro,chamberi,Apartment,6
6904,1595000,exterior,2,209.0,True,False,Almagro,chamberi,Apartment,3
6905,899000,exterior,2,110.0,True,False,Trafalgar,chamberi,Apartment,3
6907,595000,interior,3,121.0,True,False,Gaztambide,chamberi,Apartment,4
6908,850000,exterior,3,179.0,True,False,Almagro,chamberi,bajo,0
6909,639000,exterior,5,208.0,True,False,Almagro,chamberi,Apartment,3
6912,1210000,interior,3,141.0,True,True,Trafalgar,chamberi,Apartment,4
6913,1400000,exterior,3,150.0,True,False,Almagro,chamberi,Apartment,2
6915,549000,interior,4,127.0,True,False,Gaztambide,chamberi,Apartment,2
6916,950000,exterior,2,142.0,True,True,Vallehermoso,chamberi,Apartment,6
6917,690000,exterior,2,78.0,True,False,Trafalgar,chamberi,Apartment,6
6919,706000,exterior,3,152.0,True,False,Gaztambide,chamberi,Apartment,2
6920,199000,interior,1,30.0,False,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6922,1250000,exterior,4,215.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6923,180000,interior,2,34.0,True,False,Trafalgar,chamberi,Apartment,1
6924,185000,exterior,1,40.0,False,False,Trafalgar,chamberi,bajo,0
6926,309000,exterior,2,74.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6927,595000,exterior,2,69.0,True,False,Gaztambide,chamberi,Apartment,8
6928,249000,interior,1,44.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6929,1150000,exterior,4,200.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6930,195000,interior,1,27.0,True,False,Trafalgar,chamberi,Apartment,2
6931,870000,exterior,2,100.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,4
6932,690000,exterior,2,80.0,True,False,Trafalgar,chamberi,Apartment,4
6933,435000,interior,1,86.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,6
6934,405000,exterior,2,73.0,False,False,Arapiles,chamberi,bajo,0
6935,430000,exterior,2,78.0,True,False,Arapiles,chamberi,Apartment,1
6938,875000,exterior,4,208.0,True,False,Arapiles,chamberi,Apartment,2
6939,790000,exterior,4,192.0,True,False,Arapiles,chamberi,Apartment,3
6941,1150000,exterior,5,232.0,True,False,Vallehermoso,chamberi,Apartment,5
6946,1120000,exterior,5,180.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,5
6947,745000,exterior,4,123.0,True,False,Trafalgar,chamberi,Apartment,2
6948,499900,exterior,4,97.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,2
6950,698000,interior,4,101.0,True,False,Trafalgar,chamberi,Apartment,7
6951,380000,interior,2,54.0,True,False,Arapiles,chamberi,Apartment,4
6952,1224000,exterior,6,208.0,True,False,Arapiles,chamberi,Apartment,2
6955,932000,exterior,3,182.0,True,False,Arapiles,chamberi,Apartment,2
6956,860000,exterior,4,152.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,1
6959,1500000,exterior,4,180.0,True,False,Almagro,chamberi,Apartment,7
6961,1500000,exterior,2,209.0,True,False,Almagro,chamberi,Apartment,2
6962,2050000,exterior,4,230.0,True,True,Almagro,chamberi,Apartment,3
6963,1038300,exterior,2,132.0,True,False,Vallehermoso,chamberi,Apartment,9
6967,285000,interior,1,44.0,False,False,Trafalgar,chamberi,Apartment,5
6968,1595000,exterior,2,209.0,False,False,Almagro,chamberi,Apartment,1
6970,315000,interior,2,80.0,True,False,Gaztambide,chamberi,bajo,0
6971,850000,exterior,5,221.0,True,True,Vallehermoso,chamberi,Apartment,1
6972,755000,exterior,2,125.0,True,False,Trafalgar,chamberi,Apartment,3
6974,1250000,exterior,3,165.0,True,False,Trafalgar,chamberi,Apartment,3
6975,350000,interior,2,75.0,True,False,Vallehermoso,chamberi,Apartment,4
6976,210000,interior,1,38.0,True,False,Trafalgar,chamberi,Apartment,2
6977,306000,interior,1,42.0,False,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,bajo,0
6978,970000,exterior,5,182.0,True,True,Vallehermoso,chamberi,Apartment,3
6979,360000,exterior,2,60.0,True,False,Arapiles,chamberi,Apartment,1
6980,720000,interior,4,162.0,True,False,Trafalgar,chamberi,Apartment,2
6982,1095000,exterior,4,167.0,True,False,Arapiles,chamberi,Apartment,7
6986,429000,exterior,2,99.0,True,False,Nuevos Ministerios-RÃ­os Rosas,chamberi,semi-sotano,0
6987,985000,exterior,4,196.0,True,True,Nuevos Ministerios-RÃ­os Rosas,chamberi,Apartment,5
6988,795000,exterior,3,142.0,True,False,Ãtico en Gaztambide,chamberi,Apartment,8
6989,339000,interior,3,51.0,True,False,Almagro,chamberi,bajo,0
6994,210000,interior,1,46.0,False,False,Arapiles,chamberi,bajo,0
6996,339500,interior,2,60.0,True,False,Gaztambide,chamberi,Apartment,3
6998,440000,exterior,2,99.0,True,True,San Pascual,ciudad lineal,Apartment,7
6999,360000,exterior,3,87.0,True,False,Quintana,ciudad lineal,Apartment,3
7001,360000,exterior,3,98.0,True,False,San Pascual,ciudad lineal,bajo,0
7002,595000,exterior,4,139.0,True,False,San Pascual,ciudad lineal,Apartment,1
7003,950000,exterior,4,219.0,True,True,San Juan Bautista,ciudad lineal,Apartment,3
7004,829000,exterior,3,154.0,True,True,San Juan Bautista,ciudad lineal,Apartment,2
7005,1060000,exterior,4,191.0,True,True,Ãtico en Costillares,ciudad lineal,Apartment,7
7006,795000,exterior,4,233.0,True,True,Costillares,ciudad lineal,Apartment,2
7007,970000,exterior,2,114.0,True,True,San Juan Bautista,ciudad lineal,Apartment,12
7008,850000,exterior,4,152.0,True,True,San Pascual,ciudad lineal,Apartment,10
7009,590000,exterior,3,127.0,True,True,DÃºplex en San Juan Bautista,ciudad lineal,Apartment,4
7010,1190000,exterior,5,216.0,True,True,DÃºplex en San Juan Bautista,ciudad lineal,Apartment,4
7011,1350000,exterior,3,188.0,True,True,Colina,ciudad lineal,Apartment,3
7013,870000,exterior,4,183.0,True,True,Ãtico en San Juan Bautista,ciudad lineal,Apartment,3
7014,620000,exterior,4,153.0,True,True,Costillares,ciudad lineal,Apartment,2
7015,1350000,exterior,3,180.0,True,True,Ãtico en Colina,ciudad lineal,Apartment,3
7016,1350000,exterior,3,218.0,True,True,Ãtico en Colina,ciudad lineal,Apartment,3
7017,450000,exterior,2,102.0,True,True,Colina,ciudad lineal,Apartment,2
7019,530000,exterior,3,96.0,True,True,Atalaya,ciudad lineal,Apartment,1
7020,645000,exterior,3,167.0,True,True,Costillares,ciudad lineal,Apartment,7
7022,1085000,exterior,5,242.0,True,True,San Pascual,ciudad lineal,Apartment,8
7023,1190000,exterior,5,216.0,True,True,Colina,ciudad lineal,Apartment,4
7024,189000,exterior,3,62.0,True,False,ConcepciÃ³n,ciudad lineal,bajo,0
7025,284900,exterior,3,75.0,True,False,Quintana,ciudad lineal,Apartment,2
7026,294900,exterior,3,90.0,False,False,Quintana,ciudad lineal,Apartment,1
7028,309900,exterior,3,91.0,True,False,Ventas,ciudad lineal,Apartment,1
7029,239900,exterior,3,80.0,True,False,Pueblo Nuevo,ciudad lineal,Apartment,5
7030,174900,exterior,2,57.0,False,False,Ventas,ciudad lineal,Apartment,2
7031,950000,exterior,3,200.0,True,True,DÃºplex en San Juan Bautista,ciudad lineal,Apartment,4
7032,1075000,exterior,3,222.0,True,True,Atalaya,ciudad lineal,Apartment,3
7033,1164000,exterior,6,237.0,False,False,Colina,ciudad lineal,chalet,0
7034,350000,exterior,3,82.0,True,True,San Juan Bautista,ciudad lineal,Apartment,9
7035,450000,exterior,2,78.0,True,True,Costillares,ciudad lineal,Apartment,2
7036,295000,exterior,2,73.0,True,False,Quintana,ciudad lineal,Apartment,5
7037,595000,exterior,2,119.0,True,True,Colina,ciudad lineal,Apartment,1
7038,254000,exterior,3,99.0,False,False,Pueblo Nuevo,ciudad lineal,Apartment,4
7039,209900,exterior,3,99.0,False,False,Pueblo Nuevo,ciudad lineal,Apartment,4
7040,133000,exterior,2,51.0,False,False,Pueblo Nuevo,ciudad lineal,bajo,0
7042,254900,exterior,3,100.0,False,True,Pueblo Nuevo,ciudad lineal,Apartment,3
7043,154000,exterior,2,60.0,False,False,Ventas,ciudad lineal,bajo,0
7044,259000,exterior,3,94.0,True,False,Ventas,ciudad lineal,Apartment,3
7045,139900,exterior,2,57.0,False,False,Pueblo Nuevo,ciudad lineal,bajo,0
7046,199900,exterior,2,71.0,False,False,Pueblo Nuevo,ciudad lineal,Apartment,4
7047,1350000,exterior,3,218.0,True,True,Colina,ciudad lineal,Apartment,4
7048,429900,exterior,4,125.0,True,False,Quintana,ciudad lineal,Apartment,6
7049,164900,exterior,3,65.0,True,False,Ventas,ciudad lineal,Apartment,4
7050,159000,exterior,2,51.0,False,False,Ventas,ciudad lineal,Apartment,2
7051,163300,exterior,1,57.0,False,False,Ventas,ciudad lineal,Apartment,4
7052,235972,exterior,3,80.0,True,False,Ventas,ciudad lineal,Apartment,3
7053,237500,exterior,2,65.0,False,False,ConcepciÃ³n,ciudad lineal,bajo,0
7054,155000,exterior,2,60.0,True,False,Pueblo Nuevo,ciudad lineal,bajo,0
7055,164000,exterior,3,68.0,True,False,Pueblo Nuevo,ciudad lineal,Apartment,1
7057,219000,exterior,3,63.0,False,False,Ventas,ciudad lineal,Apartment,5
7058,660000,exterior,2,119.0,True,True,San Juan Bautista,ciudad lineal,Apartment,5
7059,925000,exterior,4,171.0,True,True,San Juan Bautista,ciudad lineal,Apartment,2
7060,1164000,exterior,6,237.0,False,False,Chalet pareado en Colina,ciudad lineal,chalet,0
7061,292000,interior,2,74.0,True,False,Pueblo Nuevo,ciudad lineal,Apartment,1
7062,590000,exterior,3,95.0,True,True,San Juan Bautista,ciudad lineal,Apartment,2
7063,749000,exterior,4,169.0,True,True,Costillares,ciudad lineal,Apartment,1
7064,237000,exterior,1,67.0,True,False,Pueblo Nuevo,ciudad lineal,bajo,0
7065,230000,exterior,2,55.0,True,False,San Pascual,ciudad lineal,Apartment,5
7066,225000,exterior,2,55.0,True,False,San Pascual,ciudad lineal,Apartment,5
7067,178000,exterior,2,80.0,False,False,Pueblo Nuevo,ciudad lineal,bajo,0
7068,600000,exterior,3,106.0,True,True,DÃºplex en Costillares,ciudad lineal,Apartment,3
7069,340000,exterior,3,98.0,True,False,Pueblo Nuevo,ciudad lineal,Apartment,3
7070,325000,exterior,4,107.0,True,False,San Juan Bautista,ciudad lineal,Apartment,1
7071,730000,exterior,3,180.0,True,True,San Juan Bautista,ciudad lineal,Apartment,1
7072,643000,exterior,4,163.0,True,False,Costillares,ciudad lineal,Apartment,6
7073,1350000,exterior,3,188.0,True,True,DÃºplex en Colina,ciudad lineal,Apartment,3
7074,340000,exterior,1,49.0,True,True,Costillares,ciudad lineal,Apartment,5
7075,469000,exterior,3,106.0,True,False,San Pascual,ciudad lineal,Apartment,1
7076,190000,exterior,2,58.0,True,False,Quintana,ciudad lineal,bajo,0
7077,595000,exterior,2,117.0,True,True,Colina,ciudad lineal,Apartment,1
7078,289000,exterior,4,109.0,True,False,Quintana,ciudad lineal,Apartment,3
7079,385000,exterior,3,85.0,True,True,Quintana,ciudad lineal,Apartment,1
7083,475000,exterior,2,90.0,True,True,Costillares,ciudad lineal,Apartment,7
7084,499000,exterior,2,94.0,True,True,Colina,ciudad lineal,Apartment,5
7085,279000,exterior,3,93.0,False,False,Colina,ciudad lineal,Apartment,1
7086,320000,exterior,3,107.0,True,False,San Pascual,ciudad lineal,Apartment,9
7087,172000,exterior,2,59.0,True,False,Ventas,ciudad lineal,bajo,0
7088,858000,exterior,4,162.0,True,True,San Juan Bautista,ciudad lineal,Apartment,1
7090,980000,exterior,7,213.0,False,False,Atalaya,ciudad lineal,chalet,0
7091,240000,exterior,2,73.0,True,False,ConcepciÃ³n,ciudad lineal,Apartment,9
7092,220000,exterior,1,120.0,False,False,Ventas,ciudad lineal,bajo,0
7093,770000,exterior,3,157.0,True,False,San Juan Bautista,ciudad lineal,Apartment,1
7094,624000,exterior,4,179.0,True,False,Costillares,ciudad lineal,Apartment,6
7095,829000,exterior,3,189.0,True,True,ConcepciÃ³n,ciudad lineal,Apartment,2
7096,795000,exterior,5,210.0,True,True,Costillares,ciudad lineal,Apartment,1
7097,539000,exterior,5,166.0,False,True,ConcepciÃ³n,ciudad lineal,chalet,0
7098,440000,exterior,3,87.0,True,True,San Pascual,ciudad lineal,Apartment,4
7100,599000,exterior,2,111.0,True,True,DÃºplex en ConcepciÃ³n,ciudad lineal,Apartment,3
7101,235000,exterior,2,74.0,True,False,ConcepciÃ³n,ciudad lineal,Apartment,1
7102,285000,exterior,3,90.0,True,False,San Pascual,ciudad lineal,Apartment,6
7103,750000,exterior,5,233.0,True,True,Quintana,ciudad lineal,Apartment,3
7104,280000,exterior,2,67.0,True,True,San Pascual,ciudad lineal,Apartment,3
7105,153400,exterior,3,59.0,False,False,Ventas,ciudad lineal,Apartment,1
7106,370000,exterior,4,89.0,True,False,San Juan Bautista,ciudad lineal,Apartment,4
7109,239000,exterior,2,83.0,True,False,ConcepciÃ³n,ciudad lineal,Apartment,10
7110,459000,exterior,3,115.0,True,True,Colina,ciudad lineal,Apartment,1
7111,250000,exterior,2,66.0,True,True,Pueblo Nuevo,ciudad lineal,Apartment,4
