price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,sports_centers,social_wellness_index,urban_mobility_index,education_index,employment_index,health_index,kmean_cluster
950000,planta 5,exterior,3,125.0,1,1,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
1450000,planta 2,exterior,4,258.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
259000,planta 1,exterior,0,37.0,1,0,Delicias,arganzuela,1.0,6.35,7.14,6.22,5.81,6.34,0
1875000,planta 4,exterior,5,220.0,1,1,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
799000,planta 1,interior,3,127.0,1,0,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
695000,planta 2,exterior,2,103.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
3500000,planta 1,exterior,5,310.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
260000,planta 3,exterior,0,33.0,1,0,Argüelles,moncloa,0.0,5.25,23.84,3.97,5.57,5.97,0
670000,planta 2,exterior,1,97.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
419360,planta 7,exterior,1,52.0,1,0,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
450000,planta 1,interior,4,121.0,1,0,Quintana,ciudad lineal,0.0,6.2,12.09,5.87,8.41,6.76,0
1790000,planta 5,interior,3,114.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1850000,planta 7,exterior,7,302.0,1,1,Valdefuentes,hortaleza,0.0,5.84,5.49,4.49,5.32,7.08,0
695000,planta 4,exterior,3,137.0,1,1,Canillas,hortaleza,1.0,4.84,6.74,6.07,5.39,8.55,0
2300000,casa,exterior,5,265.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
640000,planta 3,exterior,4,136.0,1,1,Mirasierra,fuencarral,1.0,6.2,5.3,4.26,4.33,7.05,0
399000,planta 2,exterior,1,70.0,1,1,Piovera,hortaleza,0.0,7.08,6.86,6.49,5.55,7.8,0
1300000,planta 1,exterior,3,179.0,1,1,Piovera,hortaleza,0.0,7.08,6.86,6.49,5.55,7.8,0
1150000,planta 1,exterior,4,196.0,1,1,Piovera,hortaleza,0.0,7.08,6.86,6.49,5.55,7.8,0
2100000,planta 8,exterior,4,450.0,1,1,Mirasierra,fuencarral,1.0,6.2,5.3,4.26,4.33,7.05,0
1490000,bajo,exterior,4,216.0,1,1,Piovera,hortaleza,0.0,7.08,6.86,6.49,5.55,7.8,0
2200000,planta 4,exterior,7,537.0,1,1,Atalaya,ciudad lineal,0.0,8.28,4.12,6.51,5.78,7.23,0
479900,planta 1,exterior,4,143.0,1,0,Chopera,arganzuela,0.0,5.86,7.05,4.66,6.68,6.66,0
320000,bajo,exterior,1,37.0,1,0,Castilla,chamartin,0.0,5.61,5.03,5.25,4.33,7.23,0
650000,bajo,exterior,2,86.0,1,1,Ciudad Jardín,chamartin,1.0,5.7,9.43,3.39,5.12,7.01,0
1350000,planta 7,exterior,2,138.0,1,0,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
875000,planta 1,interior,3,149.0,1,0,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
1450000,planta 1,exterior,4,218.0,1,1,Ciudad Universitaria,moncloa,1.0,5.41,4.91,5.92,4.73,7.9,0
1045000,planta 1,exterior,3,229.0,1,1,Aravaca,moncloa,1.0,5.89,5.68,4.06,5.0,6.99,0
1175000,planta 15,exterior,3,165.0,1,1,Cuatro Caminos,tetuan,0.0,6.49,7.5,8.5,6.79,6.62,0
2100000,planta 5,exterior,5,330.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1180000,planta 5,exterior,3,139.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1475000,planta 2,exterior,5,376.0,1,1,Castillejos,tetuan,1.0,6.75,8.8,10.44,7.04,6.64,0
1490000,planta 3,exterior,5,186.0,1,1,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1675000,planta 3,exterior,4,232.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
1250000,planta 4,exterior,2,110.0,1,1,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
184900,planta 3,exterior,2,50.0,1,0,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
682000,planta 10,exterior,3,133.0,1,1,Apóstol Santiago,hortaleza,1.0,5.12,7.84,5.71,6.58,8.63,0
698000,planta 2,exterior,3,125.0,1,1,Costillares,ciudad lineal,0.0,5.92,6.42,4.76,5.2,5.87,0
1300000,planta 1,exterior,5,199.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1200000,planta 3,exterior,2,100.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
680000,planta 1,interior,2,117.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
2200000,planta 8,exterior,4,257.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
790000,planta 1,exterior,5,135.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1450000,planta 1,exterior,3,133.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1190000,planta 1,exterior,3,135.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
1975000,chalet,exterior,4,350.0,0,1,San Juan Bautista,ciudad lineal,1.0,8.1,6.0,4.84,5.59,6.49,0
1800000,planta 2,exterior,5,268.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
749000,planta 5,exterior,3,92.0,1,0,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
1690000,planta 6,exterior,5,252.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
850000,planta 7,interior,2,115.0,1,0,Arapiles,chamberi,0.0,6.34,13.36,3.72,5.16,9.57,0
550000,planta 5,exterior,3,103.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
1450000,planta 3,interior,3,139.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
425000,planta 1,exterior,1,55.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
330000,planta 3,interior,3,65.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
2800000,planta 2,exterior,6,332.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
735000,planta 5,exterior,2,88.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
600000,planta 4,exterior,3,90.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
1375000,planta 3,exterior,4,247.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
2300000,planta 7,exterior,4,278.0,1,1,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
1780000,planta 2,exterior,4,212.0,1,1,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
1300000,planta 3,exterior,4,235.0,1,1,Gaztambide,chamberi,0.0,6.02,19.59,5.61,5.37,9.86,0
1040000,planta 4,exterior,3,130.0,1,0,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
3200000,planta 3,exterior,4,354.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
990000,planta 2,exterior,2,109.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
1680000,planta 3,exterior,3,186.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
600000,planta 13,exterior,4,123.0,1,0,Castilla,chamartin,0.0,5.61,5.03,5.25,4.33,7.23,0
2490000,planta 5,interior,4,200.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
595000,planta 4,exterior,2,82.0,1,0,Prosperidad,chamartin,0.0,5.57,9.03,5.38,4.84,6.59,0
2095000,planta 1,exterior,3,184.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
470000,planta 1,exterior,2,107.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1300000,planta 3,exterior,4,235.0,1,1,Gaztambide,chamberi,0.0,6.02,19.59,5.61,5.37,9.86,0
1300000,planta 6,exterior,5,209.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1700000,planta 2,interior,5,377.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
380000,planta 4,exterior,1,48.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
738000,planta 1,exterior,3,107.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
2130000,chalet,exterior,5,372.0,0,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1050000,planta 3,exterior,5,202.0,1,0,Castillejos,tetuan,1.0,6.75,8.8,10.44,7.04,6.64,0
1350000,planta 2,exterior,2,169.0,1,1,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
1700000,planta 3,exterior,4,220.0,1,1,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1490000,bajo,exterior,4,216.0,1,1,Piovera,hortaleza,0.0,7.08,6.86,6.49,5.55,7.8,0
490000,bajo,exterior,1,80.0,1,1,Ciudad Universitaria,moncloa,1.0,5.41,4.91,5.92,4.73,7.9,0
600000,bajo,exterior,2,85.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
1800000,planta 2,exterior,5,268.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
1700000,planta 3,exterior,4,220.0,1,1,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1600000,planta 7,interior,3,150.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1200000,planta 3,exterior,2,174.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1480000,planta 1,exterior,2,114.0,1,1,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1890000,planta 6,exterior,4,200.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
880000,planta 5,exterior,4,130.0,1,0,Ríos Rosas,chamberi,0.0,6.45,10.7,5.57,4.91,9.34,0
5900000,casa,interior,7,1250.0,0,1,Valdemarín,moncloa,0.0,8.53,4.84,5.75,5.22,7.22,0
738900,planta 6,exterior,3,102.0,1,0,Niño Jesús,retiro,0.0,6.08,7.24,5.27,3.89,6.6,0
380000,planta 1,interior,3,60.0,1,0,Niño Jesús,retiro,0.0,6.08,7.24,5.27,3.89,6.6,0
1450000,planta 3,exterior,3,139.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1050000,planta 3,exterior,2,78.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1870000,planta 1,exterior,3,176.0,1,0,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
1120000,planta 4,exterior,3,155.0,1,1,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
1534000,planta 2,exterior,4,345.0,1,1,Valdemarín,moncloa,0.0,8.53,4.84,5.75,5.22,7.22,0
990000,entreplanta,exterior,4,236.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
285000,planta 1,exterior,3,96.0,1,0,Canillejas,san-blas,0.0,6.2,6.24,7.96,8.3,5.88,0
900000,planta 2,exterior,2,95.0,1,0,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
850000,planta 2,exterior,3,152.0,1,0,Gaztambide,chamberi,0.0,6.02,19.59,5.61,5.37,9.86,0
928000,planta 3,exterior,2,90.0,1,1,Atalaya,ciudad lineal,0.0,8.28,4.12,6.51,5.78,7.23,0
975109,planta 4,exterior,4,119.0,1,1,Peñagrande,fuencarral,1.0,5.95,5.62,5.3,5.14,6.19,0
739000,planta 3,exterior,5,139.0,1,0,Arapiles,chamberi,0.0,6.34,13.36,3.72,5.16,9.57,0
940984,planta 4,exterior,3,119.0,1,1,Peñagrande,fuencarral,1.0,5.95,5.62,5.3,5.14,6.19,0
1026296,planta 4,exterior,4,115.0,1,1,Peñagrande,fuencarral,1.0,5.95,5.62,5.3,5.14,6.19,0
464000,planta 2,exterior,2,84.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
372000,bajo,exterior,1,67.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
1160000,planta 2,exterior,3,162.0,1,0,Ríos Rosas,chamberi,0.0,6.45,10.7,5.57,4.91,9.34,0
795000,planta 1,exterior,2,80.0,1,0,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
1450000,planta 4,exterior,5,421.0,1,0,Valdemarín,moncloa,0.0,8.53,4.84,5.75,5.22,7.22,0
209000,planta 2,exterior,0,39.0,1,1,Casco Histórico de Barajas,barajas,0.0,6.67,6.87,4.04,6.52,7.45,0
1380000,planta 1,exterior,2,133.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
850000,planta 7,exterior,2,113.0,1,0,Arapiles,chamberi,0.0,6.34,13.36,3.72,5.16,9.57,0
699000,planta 2,exterior,3,101.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
880000,planta 4,exterior,3,100.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
5650000,planta 5,exterior,3,400.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
5350000,planta 5,exterior,3,402.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
146300,planta 5,exterior,3,64.0,1,0,Ventas,ciudad lineal,0.0,5.9,6.81,6.34,7.79,6.97,0
470000,bajo,exterior,4,112.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
2250000,planta 4,exterior,3,230.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
265000,planta 2,exterior,3,80.0,1,0,Ventas,ciudad lineal,0.0,5.9,6.81,6.34,7.79,6.97,0
325000,planta 1,interior,1,56.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
930000,planta 2,exterior,2,111.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
372000,bajo,exterior,1,67.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
850000,planta 2,exterior,3,152.0,1,0,Gaztambide,chamberi,0.0,6.02,19.59,5.61,5.37,9.86,0
900000,planta 2,exterior,2,95.0,1,0,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
3500000,planta 1,exterior,5,310.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
620000,planta 1,interior,3,114.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
739000,planta 3,exterior,5,139.0,1,0,Arapiles,chamberi,0.0,6.34,13.36,3.72,5.16,9.57,0
5300000,planta 5,exterior,4,298.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1500000,planta 2,interior,3,128.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
1500000,planta 3,exterior,4,237.0,1,1,Aravaca,moncloa,1.0,5.89,5.68,4.06,5.0,6.99,0
1300000,planta 1,interior,3,133.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1180000,bajo,exterior,3,191.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1400000,planta 1,exterior,4,236.0,1,1,Prosperidad,chamartin,0.0,5.57,9.03,5.38,4.84,6.59,0
840000,planta 9,exterior,4,158.0,1,1,La Paz,fuencarral,1.0,5.57,4.55,4.62,4.23,7.44,0
1250000,planta 3,exterior,5,276.0,1,1,Fuente del Berro,salamanca,2.0,6.04,5.76,5.1,5.14,5.95,0
339000,planta 11,exterior,4,107.0,1,0,Aluche,latina,0.0,6.25,6.78,8.65,8.63,6.5,0
2600000,planta 5,exterior,4,214.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
210000,bajo,exterior,1,61.0,1,0,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
215000,bajo,interior,2,50.0,1,0,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
2600000,planta 1,exterior,4,247.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1200000,planta 3,exterior,2,174.0,1,1,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
1100000,planta 9,exterior,3,235.0,1,1,Legazpi,arganzuela,1.0,6.38,4.52,5.81,4.57,7.24,0
2800000,planta 4,exterior,5,306.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
1890000,planta 3,exterior,4,316.0,1,0,Argüelles,moncloa,0.0,5.25,23.84,3.97,5.57,5.97,0
490000,bajo,exterior,1,80.0,1,1,Ciudad Universitaria,moncloa,1.0,5.41,4.91,5.92,4.73,7.9,0
635000,planta 6,interior,2,114.0,1,0,Cuatro Caminos,tetuan,0.0,6.49,7.5,8.5,6.79,6.62,0
2600000,planta 3,exterior,5,400.0,1,0,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
265000,planta 18,exterior,0,37.0,1,0,Apóstol Santiago,hortaleza,1.0,5.12,7.84,5.71,6.58,8.63,0
1150000,planta 5,exterior,6,152.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
2050000,planta 4,exterior,4,250.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
2250000,planta 2,exterior,3,227.0,1,1,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
430000,planta 2,exterior,2,86.0,1,0,Valdezarza,moncloa,2.0,5.78,8.17,5.11,5.86,6.95,0
2370000,planta 2,exterior,3,154.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
1435000,planta 6,exterior,3,153.0,1,1,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
338625,planta 3,interior,1,67.0,1,0,Argüelles,moncloa,0.0,5.25,23.84,3.97,5.57,5.97,0
650000,planta 1,interior,1,92.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
345000,planta 1,exterior,1,65.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
1700000,planta 4,exterior,2,150.0,1,1,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
1399000,planta 3,exterior,3,151.0,1,0,Trafalgar,chamberi,0.0,6.52,11.82,5.6,5.37,9.91,0
1129000,planta 6,interior,2,103.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
679000,planta 2,interior,2,75.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
270000,planta 1,exterior,2,75.0,1,0,Cuatro Caminos,tetuan,0.0,6.49,7.5,8.5,6.79,6.62,0
1720000,planta 3,exterior,3,266.0,1,0,Castillejos,tetuan,1.0,6.75,8.8,10.44,7.04,6.64,0
5500000,planta 4,interior,3,275.0,1,1,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
840000,bajo,exterior,3,155.0,1,1,Valdefuentes,hortaleza,0.0,5.84,5.49,4.49,5.32,7.08,0
3000000,planta 3,exterior,4,310.0,1,1,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
599000,bajo,exterior,2,97.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
945000,planta 2,exterior,2,93.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
379000,bajo,exterior,2,120.0,1,0,Imperial,arganzuela,1.0,5.81,5.36,6.37,5.14,5.73,0
540000,bajo,exterior,3,135.0,1,0,Imperial,arganzuela,1.0,5.81,5.36,6.37,5.14,5.73,0
2500000,planta 6,exterior,3,223.0,1,0,Ibiza,retiro,0.0,8.17,56.34,3.6,5.55,6.55,0
849000,planta 3,exterior,2,80.0,1,0,Goya,salamanca,1.0,8.01,21.75,6.81,5.42,5.63,0
975000,planta 5,exterior,2,128.0,1,1,Argüelles,moncloa,0.0,5.25,23.84,3.97,5.57,5.97,0
1300000,planta 2,interior,2,123.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
397000,planta 1,exterior,3,83.0,1,0,Palos de Moguer,arganzuela,1.0,6.19,9.22,4.5,6.45,5.89,0
155000,bajo,exterior,2,60.0,1,0,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
1790000,planta 5,exterior,3,113.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
390000,planta 2,exterior,1,60.0,1,1,Aravaca,moncloa,1.0,5.89,5.68,4.06,5.0,6.99,0
8350000,planta 2,exterior,7,712.0,1,1,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1425000,planta 7,exterior,3,246.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
900000,planta 2,exterior,3,126.0,1,0,Ríos Rosas,chamberi,0.0,6.45,10.7,5.57,4.91,9.34,0
305235,bajo,exterior,2,102.0,1,1,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
2280000,planta 9,interior,4,235.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
410000,planta 4,exterior,3,136.0,1,0,Apóstol Santiago,hortaleza,1.0,5.12,7.84,5.71,6.58,8.63,0
141000,bajo,interior,0,26.0,1,0,Acacias,arganzuela,1.0,5.93,5.61,6.33,5.05,5.71,0
880000,planta 5,exterior,4,130.0,1,0,Ríos Rosas,chamberi,0.0,6.45,10.7,5.57,4.91,9.34,0
253000,planta 1,exterior,1,38.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
11000000,planta 1,exterior,5,730.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
2050000,planta 4,exterior,4,250.0,1,1,El Viso,chamartin,0.0,7.5,5.25,5.08,4.59,7.35,0
900000,planta 1,exterior,4,159.0,1,0,Arapiles,chamberi,0.0,6.34,13.36,3.72,5.16,9.57,0
1175000,planta 15,exterior,3,165.0,1,1,Cuatro Caminos,tetuan,0.0,6.49,7.5,8.5,6.79,6.62,0
330000,planta 3,interior,3,65.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
730000,planta 4,exterior,2,90.0,1,0,Ríos Rosas,chamberi,0.0,6.45,10.7,5.57,4.91,9.34,0
1450000,planta 3,exterior,5,297.0,1,1,Vallehermoso,chamberi,2.0,5.95,8.37,5.36,4.21,9.75,0
792000,planta 6,exterior,4,162.0,1,1,Costillares,ciudad lineal,0.0,5.92,6.42,4.76,5.2,5.87,0
895000,planta 4,interior,1,81.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1195000,planta 10,interior,4,171.0,1,0,Vallehermoso,chamberi,2.0,5.95,8.37,5.36,4.21,9.75,0
377664,planta 2,exterior,3,127.0,1,0,Apóstol Santiago,hortaleza,1.0,5.12,7.84,5.71,6.58,8.63,0
198000,bajo,exterior,0,36.0,1,0,Adelfas,retiro,0.0,6.04,7.47,3.86,4.94,8.31,0
3190000,planta 5,exterior,3,270.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1700000,planta 1,exterior,4,245.0,1,1,Nueva España,chamartin,1.0,7.48,6.48,4.98,4.38,6.82,0
3800000,planta 3,exterior,5,402.0,1,1,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
4910000,planta 4,exterior,4,381.0,1,1,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
445000,bajo,exterior,1,73.0,1,0,Argüelles,moncloa,0.0,5.25,23.84,3.97,5.57,5.97,0
475000,entreplanta,exterior,2,85.0,1,0,Guindalera,salamanca,1.0,6.17,5.73,4.94,4.63,7.34,0
335000,planta 2,exterior,2,112.0,1,0,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
4500000,planta 3,exterior,5,340.0,1,0,Castellana,salamanca,0.0,7.63,9.14,6.63,5.58,6.0,0
725000,planta 1,exterior,3,121.0,1,0,Fuente del Berro,salamanca,2.0,6.04,5.76,5.1,5.14,5.95,0
265000,planta 3,exterior,3,69.0,1,0,Pueblo Nuevo,ciudad lineal,2.0,5.74,7.56,6.53,8.17,6.18,0
399000,planta 7,exterior,2,47.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
520000,planta 1,exterior,3,93.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
630000,planta 3,exterior,3,96.0,1,0,Prosperidad,chamartin,0.0,5.57,9.03,5.38,4.84,6.59,0
440000,planta 9,exterior,3,92.0,1,0,Alameda de Osuna,barajas,2.0,6.39,5.1,2.49,4.29,6.97,0
540000,planta 4,exterior,2,101.0,1,0,Pacífico,retiro,2.0,6.13,11.74,3.79,4.8,6.71,0
252000,planta 5,exterior,2,54.0,1,0,Quintana,ciudad lineal,0.0,6.2,12.09,5.87,8.41,6.76,0
615000,planta 2,exterior,3,106.0,1,0,Prosperidad,chamartin,0.0,5.57,9.03,5.38,4.84,6.59,0
540000,planta 4,exterior,3,118.0,1,1,Peñagrande,fuencarral,1.0,5.95,5.62,5.3,5.14,6.19,0
990000,planta 1,exterior,4,234.0,1,0,Hispanoamérica,chamartin,0.0,5.56,7.37,5.15,4.38,6.32,0
650000,planta 1,exterior,2,107.0,1,0,Fuente del Berro,salamanca,2.0,6.04,5.76,5.1,5.14,5.95,0
1200000,planta 3,exterior,2,100.0,1,0,Lista,salamanca,0.0,5.91,12.09,6.82,5.67,5.71,0
2300000,planta 3,exterior,3,235.0,1,0,Almagro,chamberi,0.0,8.4,9.47,5.43,5.19,10.11,0
3900000,planta 4,exterior,4,279.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
1990000,planta 3,exterior,3,165.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
3550000,planta 4,exterior,3,220.0,1,0,Recoletos,salamanca,0.0,8.15,22.48,4.55,5.59,6.19,0
230000,planta 1,exterior,3,87.0,1,0,Canillejas,san-blas,0.0,6.2,6.24,7.96,8.3,5.88,0
815000,planta 1,exterior,4,140.0,1,1,Valdefuentes,hortaleza,0.0,5.84,5.49,4.49,5.32,7.08,0
620000,planta 1,exterior,3,133.0,1,1,Valdefuentes,hortaleza,0.0,5.84,5.49,4.49,5.32,7.08,0
675000,planta 6,exterior,2,97.0,1,0,Valdefuentes,hortaleza,0.0,5.84,5.49,4.49,5.32,7.08,0
